codgeo,ze2020,jobs_lt_2022_total
79034,7520,1526.09238
01314,8405,278.00627
14622,2804,21.06471
05084,9310,101.63104
03321,8424,6467.75567
50045,2805,135.3204
51282,4413,892.20474
84129,0053,8591.58707
36046,2405,2680.9163
73011,8413,11255.36514
37260,2406,68.19587
85086,5210,402.15478
33517,7515,255.81689
41028,2414,61.91208
31179,7610,127.24313
47060,7501,145.26947
41204,2401,229.74909
56258,5301,843.80672
34134,7616,1197.08741
69250,8421,1538.26137
76655,2807,2471.88618
22133,5307,200.46774
35250,5315,398.60995
80021,3202,80824.4653
14538,2804,364.82588
16015,7502,29614.5611
24096,7523,495.91433
76503,2815,277.69309
22377,5316,88.34201
14311,2804,117.14612
74286,8415,158.48973
17353,7525,460.8626
28185,0057,156.96907
29168,5313,191.61038
2A085,9401,294.48711
30223,7603,419.6065
21347,2704,360.02829
25454,2706,1121.78705
12113,7621,94.36151
13021,9312,1152.89465
78431,1114,519.81127
13034,9306,815.54851
06104,9314,2107.15407
67043,4423,5539.85672
63379,8408,44.48811
30062,7618,1352.60267
73296,8413,2054.01468
08370,4403,191.039
02290,3209,596.8732
33505,7505,408.83937
32107,7604,3419.89342
81139,7610,660.36423
47185,7532,1430.6865
33018,7505,453.39711
35003,5315,131.89349
50540,2810,87.65856
24329,7516,143.33999
40314,7510,228.14378
46197,7607,440.39965
41255,2414,83.24808
69228,8421,910.32411
35023,5315,1338.31422
59324,3217,3211.12988
83067,9303,800.80721
01249,8421,5033.07964
01457,0059,1308.07733
56260,5318,45350.54747
44126,5217,838.81049
77337,1106,6908.74187
56063,5309,355.47176
32160,7625,4460.91365
25601,2706,649.94914
21060,2711,232.8377
26218,8427,1195.96844
25084,2706,397.85319
90032,2705,1142.10637
22325,5316,1169.74604
11198,7608,150.79688
22264,5308,730.71578
19123,7507,3661.40916
43137,8420,4129.1605
45224,2411,1941.07045
41055,2401,490.53619
45242,2409,84.38789
34322,7616,151.70457
41068,2412,98.73895
38052,8409,1228.78379
36127,2405,340.69196
73222,8407,2862.70816
79348,7520,56.49244
31533,7625,185.92507
06129,9315,183.18114
31149,7625,32096.09561
06083,9314,8775.43784
48005,7613,292.7937
01232,8405,523.89892
77397,1107,244.3339
07110,8402,957.57186
11280,7608,269.39843
08297,4403,111.522
14076,2804,3782.11141
63430,8417,7439.25475
78502,1114,1588.37633
74042,8414,6676.52032
27458,2815,633.76347
91377,1113,34618.88975
38151,8409,17297.32839
53101,5204,139.33925
59560,3216,12046.54751
92019,1109,7668.9509
93010,1109,11792.68564
72168,5218,1291.96007
38223,8406,354.13558
33364,7516,91.2218
33122,7505,11311.5814
45123,2410,240.1231
30102,7618,64.47837
73181,8413,3221.97461
40273,7503,2213.25444
34202,7616,1573.58239
35038,5319,262.91161
39456,2713,33.66822
22302,5304,225.89693
34088,7616,1076.81199
05085,9302,589.90444
45083,2409,943.56609
13030,9312,727.53164
74056,8418,6831.14528
10280,4415,79.20763
11382,7608,92.09194
73306,8411,792.6038
63295,8432,482.22322
07229,8402,327.32059
03235,8432,262.19932
17190,7512,470.04025
22026,5304,61.91514
17355,7509,140.78216
38454,8435,763.61986
25040,2714,76.41994
24020,7507,181.14714
2A139,9406,610.48996
68166,4411,3283.2016
27239,2803,59.41614
69168,8421,258.23094
21416,2711,711.93911
22258,5316,1072.26084
74006,8401,1592.53941
91111,1113,1168.75738
35120,5315,814.98189
74112,8401,9145.03127
83023,9303,11762.67667
44055,5219,5978.9036
01134,0059,499.84346
44018,5216,2383.92399
69289,8421,2117.30151
38065,8435,368.78966
45300,2410,633.78719
09042,7612,380.08919
34221,7616,72.29762
42149,8428,2099.18443
57597,4410,391.26033
33470,7516,110.6394
60141,3211,5386.263
42123,8428,1600.60313
33071,7516,542.69097
51237,4415,624.96787
13110,9301,2648.83694
78615,1115,847.90499
01301,8405,540.13482
84027,9316,577.52504
93045,1109,5413.93166
63400,8432,102.25935
02292,3209,363.90359
14408,2804,792.41738
39300,2713,14775.31484
05065,9302,1070.27264
39349,2713,81.75828
32242,7604,647.00035
35212,5315,240.33949
44075,5205,448.64653
39490,2712,46.93329
38068,8409,281.04142
31038,7625,64.02712
54431,4412,7047.99017
38022,8406,2272.11725
54162,4412,273.70391
41211,2401,507.31309
70447,2706,1199.20347
28216,0057,11.79107
37179,2413,3574.25698
22121,5306,1217.25587
25304,2714,507.45381
45193,2410,357.3755
22353,5308,560.57666
60211,0054,287.60339
27617,2817,134.11712
87054,7527,333.15229
17329,7525,36.72245
59350,3216,182424.89663
38538,8409,1135.88879
76351,2813,73274.52367
24557,7523,3527.13233
71270,0059,27246.06784
22118,5304,1088.8073
69266,8421,66166.32765
35176,5315,1831.84195
22098,5307,168.79425
42275,8428,9653.91235
49007,5202,93859.82868
38373,8435,96.2034
37243,2413,390.7189
85155,5210,2669.80036
40122,7519,871.29707
40149,7519,67.75049
30019,7618,514.86441
40175,7519,44.8449
94001,1109,600.83992
40271,7503,193.08084
33434,7505,364.75047
58256,0056,56.91872
12169,7621,1062.30274
01274,8425,121.19675
03187,8432,183.18998
04160,9311,358.03629
60176,3221,6187.44681
77168,1105,380.44193
26096,8427,331.06333
01267,8425,435.12982
12142,7621,151.60479
24515,7507,598.73574
30170,7603,402.97158
50236,2806,1724.70784
78372,1114,3799.76308
92073,1109,26591.70787
49220,5218,1326.79005
85146,5213,15099.94607
59514,3217,534.0687
77389,1108,978.3214
44081,5203,1613.93401
49329,5202,238.92237
59383,3222,4795.11199
25240,2715,987.61539
29117,5302,2031.30485
90076,2705,117.11798
17224,7509,1172.35824
25397,2706,324.30141
28007,0057,1385.11874
24143,7504,157.36277
28301,2403,72.174
25538,2706,33.7489
21249,2711,94.86017
17246,7525,58.13687
85140,5213,492.28122
42127,8426,3213.45534
37242,2406,610.60827
53174,5215,253.29718
38027,8409,389.87336
68185,4422,1635.13776
35187,5315,181.41911
30343,7605,176.26546
38467,8406,163.06103
38244,8433,76.80743
45036,2407,107.04471
08328,4403,1049.67323
10358,4425,287.54665
42056,8433,883.69678
26064,8431,2075.86851
14172,2804,84.80383
60488,3210,265.11333
06121,9315,1181.50348
13051,9313,1998.23576
17314,7528,230.02982
04173,9307,573.29203
06152,9304,14942.48545
71051,2707,61.96275
21273,2711,512.97982
07097,8431,88.66303
25594,2706,285.5126
31028,7622,648.08499
22327,5304,246.51544
2A041,9406,1556.88471
27299,2808,1268.12712
22055,5316,1562.15848
72269,5208,1776.92683
2A008,9401,313.90131
69065,8434,182.54211
93063,1109,8386.01362
78440,1114,12514.93114
35152,5315,3952.93277
77370,1105,84.72297
69194,8421,2733.75838
49332,5206,2289.35388
50312,2802,23.5431
02639,3220,15.70299
07010,8433,10851.83761
06012,9314,2139.06725
08158,4403,91.96484
13079,9301,480.17785
06128,9315,914.49035
31254,7625,15394.05454
78396,1114,1058.03379
04019,9307,1455.89232
10382,4415,236.94881
89273,0056,73.39836
41120,2414,291.78474
40012,7519,37.48903
48030,7613,36.13702
40036,7503,1349.55848
64140,7503,1633.06305
30226,7605,190.79432
55297,4426,24.49278
39170,2713,134.15652
33413,7516,565.84929
40051,7519,76.14892
17074,7509,358.61329
69081,8421,12558.29284
41160,2401,245.59072
27638,2815,445.87753
13015,9301,6202.0404
78686,1115,3822.75367
49222,5202,723.59406
38408,8421,667.10363
35207,5315,5455.62722
35136,5315,3323.58445
14383,2804,901.93739
37151,2413,1122.71648
17133,7528,170.2141
90033,2705,2255.36182
14384,2804,566.10427
73197,8413,398.62888
35116,5317,274.09875
33433,7505,4680.50069
50267,2806,1916.95172
18055,2402,141.55305
18236,2402,13.85209
14389,2804,51.78064
49353,5202,5355.22079
78152,1114,536.01671
76660,2813,4022.88833
85051,5213,4700.85785
69044,8421,1797.24011
72346,5212,1634.7662
74169,8414,3191.02229
24236,7523,107.89363
62582,3203,1600.91672
33341,7505,714.84966
45280,2407,103.00133
51576,4406,737.20501
42098,8426,176.29801
33259,7516,215.48316
34244,7616,379.07848
45097,2409,166.8154
31364,7625,497.32983
34321,7616,358.41866
42013,8428,370.65572
13098,9313,1331.07399
34051,7616,449.22497
06089,9304,785.31928
30294,7603,1471.14133
13093,9301,111.6777
60500,3221,2388.84564
63193,8408,5330.57777
76305,2813,9527.22679
06149,9315,2827.09992
02387,3220,555.46585
83119,9317,4191.86806
24308,7523,225.52808
19124,7507,261.00309
2A269,9406,440.84524
80222,3201,662.08576
24129,7523,476.58376
17373,7512,535.8828
29046,5313,6733.60833
27254,2808,65.6295
14699,2811,1458.43183
86066,7508,18793.73925
21105,2711,114.7124
40133,7503,1991.80217
45051,2407,493.1536
37045,2408,188.98828
31238,7622,52.18778
33363,7505,622.85552
38230,8406,156.71288
47277,7518,46.26605
33261,7516,582.32896
33014,7516,230.46997
45098,2410,571.16298
43157,8419,15923.83961
60175,3211,14548.28084
74290,8418,164.27438
35206,5315,3853.44961
63121,8410,368.05786
85163,5203,2299.63228
24225,7504,462.97797
49035,5202,1344.04671
49092,5206,8945.85986
16093,7502,458.14716
21555,2711,313.66893
19081,7531,624.90341
16239,7502,25.95659
47049,7532,1394.25663
67025,4409,1097.77578
19269,7531,611.75054
22220,5303,859.27722
31091,7625,3169.14506
28103,2404,1447.23303
15094,8403,352.56225
11103,7608,415.33653
85288,5214,2589.15032
05039,9310,124.91196
08287,4413,19.12889
02086,3220,80.73647
11024,7617,139.26745
08488,4421,1396.81263
03155,8424,692.4676
13077,9313,4582.14715
01237,8425,685.91988
45235,2410,4158.30746
44079,5216,682.21066
69244,8421,6915.23271
61168,2809,3308.65975
78224,1114,518.57747
49063,5201,2453.43528
92012,1109,91165.20827
49021,5202,2438.73853
74010,8401,74698.44336
76474,2815,2339.43148
18210,2415,55.08789
48074,7613,112.02973
71154,2707,2258.22006
17391,7512,342.95071
24145,7504,1211.98861
28057,2403,78.13742
29113,5310,1021.2496
29131,5310,43.56575
69181,8430,264.01577
39150,2712,722.59346
16061,7502,1318.9064
33330,7505,789.23248
53182,5211,692.53893
33229,7505,1265.82892
64393,7522,1051.43076
44133,5216,471.79485
32301,7604,220.50942
44054,5205,558.50398
46045,7611,530.45551
64160,7503,3067.15882
39465,2712,44.98157
41029,2401,250.31511
07117,8402,517.71265
10412,4425,265.91186
11209,7608,92.50958
06075,9315,792.07742
08043,4421,208.02005
78190,1114,3436.62247
12162,7621,195.25884
13059,9301,665.4714
02593,3221,47.11882
93046,1109,8808.34792
14475,2804,288.83625
34267,7616,260.23715
33483,7505,848.8396
45247,2409,1299.2216
47326,7518,797.88731
33108,7516,1280.9111
09106,7612,193.63774
41045,2401,243.63812
46191,7607,547.78359
32286,7604,134.9979
35273,5305,427.5281
48039,7613,440.27676
44166,5216,687.10223
44084,5216,2592.96469
95427,1112,2090.87197
49182,5220,354.94559
87085,7517,83547.13169
92060,1109,15300.68365
44151,5219,1357.11793
35208,5315,1103.93637
38126,8409,1127.38567
72175,5209,461.75681
28357,2403,221.86498
73206,8413,423.2928
14229,2804,968.38789
26317,0064,115.51026
61508,2814,1413.82484
27410,2808,518.2477
25287,2706,261.10779
97103,0104,27411.63483
35224,5317,446.32827
2B152,9402,255.62037
78513,1115,1186.57575
11116,7617,806.41221
11221,7608,34.75225
03046,8424,214.85482
31069,7625,38600.69321
38247,8405,1014.98289
06046,9315,755.91017
51055,4413,2111.75978
11067,7617,260.82324
30125,7618,2431.24939
30103,0053,574.5444
63102,8417,167.89718
42253,8426,82.80799
37113,2408,214.66431
45028,2410,2106.6319
33004,7505,1175.04221
31573,7625,902.97832
38315,8406,1852.5201
54159,4412,2962.87143
57413,4416,2111.81162
42231,8426,399.3596
33496,7505,632.67919
34178,7606,633.35668
69143,8421,3488.13283
53258,5204,438.67258
57672,4424,19850.66905
83141,9308,1664.51732
62427,3215,12459.03657
83063,9317,365.13323
14488,2804,2871.04012
59131,3213,1416.17169
78168,1115,4914.92033
21231,2711,99427.96552
25364,2706,809.38315
24581,7504,253.08276
36241,2405,695.8289
25048,2714,1127.03143
71182,2707,1060.48011
31424,7625,5485.20069
39434,2713,3279.44337
24064,7523,1693.32072
21661,2711,245.00309
41226,2414,1137.07446
41241,2412,600.98572
03211,8423,851.2225
01031,8425,2176.55027
30336,0052,179.80348
09167,7625,761.93474
13092,9313,1829.77327
10110,4425,130.75154
13038,0052,804.13372
07009,8433,427.5848
02165,3220,370.45197
51628,4415,27.27941
01350,8405,661.98178
12001,7621,132.9306
89086,2702,1301.14928
33359,7514,38.87238
44193,5205,233.02717
49240,5206,264.18633
31361,7625,46.12889
38058,8435,1104.05907
33523,7514,551.11535
38560,8406,741.34816
48116,7613,216.08372
35013,0062,986.55921
77442,1105,767.72187
44009,5216,3711.39526
62654,3207,120.98232
83055,9304,1718.35288
35004,5305,1716.58884
38449,8406,14086.38299
29172,5313,457.6795
25147,2706,1231.67007
26141,8431,166.44946
27364,2803,41.85636
30164,7603,150.73396
38348,8406,1305.47897
29284,5313,333.0849
29178,5302,2015.47976
45298,2410,1371.02451
27079,2803,83.10522
38034,8433,2536.19451
33005,7505,3735.19827
33415,7505,271.96891
41148,2401,200.39571
43119,8419,95.05751
47137,7501,242.29979
33194,7516,339.63335
66164,7620,4983.72605
09261,7622,3421.65767
31578,7625,147.59239
38128,8409,318.2813
48034,7613,948.0169
94002,1109,11843.71726
50359,2802,1482.96626
97303,0303,435.25833
91433,1103,1053.46201
49174,5209,367.58981
69124,8434,45.32702
38397,8409,1809.26909
77186,1105,10284.35683
51058,4413,4445.10538
92076,1109,2701.18029
03156,8424,307.27182
10047,4425,67.71983
39491,2716,857.60875
06011,9315,1514.70294
11172,7617,145.80942
04094,9311,1051.68019
10233,4415,625.13286
05142,9310,143.52307
84031,9305,13757.48027
21605,2711,440.46781
21461,2704,655.40806
25198,2714,150.28411
21288,2709,27.77877
25318,2715,241.10767
29170,5313,1152.27896
22003,5304,228.96399
60528,0054,98.64747
24035,7529,804.32239
18179,2402,85.19893
78104,1114,136.02458
44097,5219,384.84899
37170,2413,339.67899
41003,2414,167.79775
32130,7604,23.92955
79088,7506,584.62049
43018,8419,396.54535
38036,8435,38.60673
41149,2414,2127.93864
34259,7616,1270.59063
36057,2405,155.0082
50259,2802,897.0199
02722,3221,13985.31348
63043,8408,81.2944
74305,8416,4362.20797
91458,1113,3547.8893
74235,8416,41.61064
34183,7606,820.53108
01027,8421,1752.21136
95598,1112,3781.58862
95582,1101,5034.65615
42147,8412,9140.48721
60101,3221,353.87486
35126,5315,3140.77138
35161,5319,721.1014
91105,1113,1308.04024
62065,3215,3767.99268
72025,5209,285.9066
44015,5216,3934.72485
27275,2817,2756.91327
17447,7512,451.47896
26357,0064,730.20399
60616,0054,348.0999
90047,2705,1083.9698
17463,7525,126.84144
28353,2404,35.72239
16018,7509,269.31657
18047,2407,201.25033
17400,7528,73.52551
27445,2817,90.91234
2B169,9404,468.14211
36228,2412,1267.6953
40179,7510,595.61213
48127,7613,302.00665
41074,2401,230.76211
41106,2412,1970.27792
44199,5205,642.58212
33518,7505,127.67724
41088,2414,73.28805
44136,5217,277.40821
33159,7505,475.44471
42332,8426,571.06004
02739,3221,42.06501
67130,4423,7680.58746
34299,7606,2108.80094
89024,2702,25487.16572
11129,7608,575.52197
30341,7618,3761.8779
23176,7511,3008.08571
30011,0053,3453.02285
09238,7612,151.45046
02018,3214,475.05202
01075,8434,435.72849
92046,1109,15553.80744
69084,8434,401.7955
62702,3219,26.94995
78624,1114,1671.73518
38281,8409,753.72633
95018,1109,29669.85854
69278,8421,3657.66572
14626,2814,75.29468
29134,5313,766.8252
18172,2402,665.22289
84138,0064,3675.99993
29098,5302,177.23659
39399,2712,105.29962
25195,2706,844.7008
19082,7531,408.14525
27118,2808,103.41592
27044,2808,51.97684
31490,7625,2724.87233
40210,7519,310.20574
35317,5315,359.5388
34165,7623,359.55841
33519,7505,1730.73471
47043,7501,457.25748
74218,8415,3397.96724
46149,7607,130.06364
39411,2713,1453.20439
37250,2413,2238.03324
60106,3211,2026.62609
33476,7515,227.78417
69276,8421,4813.0851
35227,5315,1477.25708
01354,8416,3453.74746
77390,1106,7952.03666
50601,2816,1609.41303
69206,8434,1597.11983
76178,2815,6091.36796
85190,5210,1197.35072
35006,5319,1793.23217
50087,2805,515.22213
02163,3209,1030.60956
01121,8404,15.89386
13081,9312,4276.59416
01254,8405,790.08304
02371,3220,521.85781
06118,9304,839.79072
45286,2410,1850.66077
03118,8432,2875.17647
83029,9304,906.27257
01151,8405,101.86296
34058,7616,2738.40619
41031,2401,354.78491
50207,2805,20.1814
35263,5317,366.96351
40288,7519,736.95184
38509,8406,3600.29143
46334,7607,340.45089
33373,7516,92.24027
36202,2405,2921.43269
41198,2412,2124.58229
33316,7504,435.15045
40243,7510,1383.67081
01385,8405,290.96202
22162,5308,4819.53443
25395,2706,137.56783
69238,8428,2263.94736
14556,2804,1149.80363
93006,1109,12859.96456
30197,7603,22.72099
44212,5216,3935.57327
59230,3217,880.93295
21315,2711,197.18312
29030,5310,1282.03855
28321,0057,109.31617
14520,2814,119.79195
64102,7503,35482.86443
14530,2804,438.49077
60239,0054,163.08957
22281,5316,176.92305
15191,8403,177.6748
31135,7622,2002.24985
25060,2715,419.31403
93031,1109,9597.67572
38475,8406,2009.05018
72330,5209,65.67311
49247,5202,408.69002
22187,5316,9418.59636
62534,3219,1936.79195
78217,1114,2415.01751
91687,1109,8504.47503
03022,8432,296.69858
14200,2804,939.20374
38349,8433,378.94098
06021,9315,80.71999
05038,9302,164.79539
13089,9306,1119.83708
01143,8416,2047.09338
38138,8421,1649.64314
12100,7611,431.64843
08173,4403,275.73644
01399,8416,502.25132
41032,2401,634.90201
31161,7625,413.11256
30174,7618,348.28667
46340,7607,92.51814
31163,7625,462.04085
45188,2410,394.11149
38147,8406,195.57192
45330,2410,31.31769
38263,8435,23.20371
35330,5319,151.59982
47228,7532,219.26879
91286,1104,7529.34192
83140,9303,768.72293
69092,8434,3950.61686
83153,9318,2119.71839
91457,1113,819.95321
33162,7505,8947.3741
69205,8421,1025.71384
22215,5316,6678.726
35065,5315,150.9487
24481,7523,125.86714
31320,7625,214.85068
23201,7511,24.77223
29214,5313,119.22784
31458,7625,2722.45371
22223,5306,846.82221
16370,7502,239.23418
14574,2814,602.51029
31157,7625,5655.48345
39016,2713,658.37325
18134,2415,158.65571
