codgeo,ze2020,side_stocks_et_2023_total
02316,3221,9
02221,3209,7
02217,3221,61
02208,3214,12
02203,3209,89
02282,3214,16
02310,3220,11
02250,3214,3
02233,3209,6
02336,3220,29
02264,3214,44
02239,3209,65
02271,3209,5
02306,3214,25
02294,3214,15
02337,3217,6
02201,3221,26
02251,3214,2
02330,3220,18
02323,3220,3
02331,3217,3
02248,3214,8
02346,3214,27
02328,3209,30
02193,3209,0
02321,3217,54
02262,3220,17
02273,3220,6
02283,3214,12
02355,3220,54
02279,3209,42
02324,3217,9
02345,3220,0
02261,3214,12
02295,3217,48
02272,3221,6
02249,3221,10
02270,3220,6
02215,3214,56
02211,3214,19
02197,3217,15
02228,3209,22
02318,3221,62
02297,3209,2
02351,3209,2
02341,3217,6
02263,3221,3
02333,3214,7
02352,3220,31
02356,3209,13
02241,3209,5
02227,3209,4
02309,3214,24
02302,3221,22
02315,3220,65
02335,3214,5
02288,3220,25
02222,3214,2
02196,3214,18
02258,3221,21
02240,3220,9
02277,3221,16
02220,3209,27
02245,3221,78
02207,3220,7
02349,3214,2
02296,3220,53
02329,3214,18
02231,3214,28
02232,3221,12
02358,3220,9
02236,3221,18
02280,3209,18
02259,3221,18
02194,3214,6
02237,3214,78
02230,3221,10
02213,3209,12
02234,3214,7
02360,3214,169
02254,3221,12
02223,3209,11
02274,3214,13
02327,3220,9
02224,3221,12
02199,3220,22
02299,3214,15
02290,3209,132
02320,3220,9
02225,3209,1
02334,3220,126
02354,3214,3
02195,3221,55
02287,3220,54
02305,3209,200
02313,3220,10
02332,3209,10
02303,3220,129
02304,3220,176
02353,3214,17
02361,3220,278
02244,3220,6
02281,3209,19
02216,3221,9
02342,3217,5
02267,3221,19
02266,3214,1
02284,3217,2
02308,3217,26
02276,3220,3
02347,3209,24
02219,3221,9
02326,3221,29
02260,3220,17
02286,3217,26
02359,3220,41
02269,3217,2
02265,3214,2
02307,3221,97
02229,3214,3
02293,3220,14
02204,3217,3
02312,3217,52
02212,3220,41
02238,3214,62
02256,3214,5
02255,3221,3
02268,3209,33
02340,3220,257
02343,3220,4
02291,3220,12
02252,3214,4
02338,3214,24
02289,3209,18
02206,3220,0
12013,7611,196
02200,3214,9
11396,7608,43
12094,7621,162
11432,7608,19
07107,8402,118
12025,7614,84
11386,7617,26
12104,7611,46
12092,7621,42
12093,7621,18
11415,7608,5
11441,7617,200
07134,8402,82
07076,8422,171
07106,8419,6
07058,8402,70
07073,8420,38
07060,8431,22
07100,8402,52
07039,8433,22
07036,8433,18
07050,8402,100
07027,8431,126
07051,8433,36
07097,8431,50
07096,8402,33
07130,8419,22
07053,8402,53
07069,8431,42
06153,9315,129
07029,8402,42
07063,8431,23
07118,8402,20
07149,8402,21
07040,8431,16
06152,9304,3589
07142,8419,8
07068,8431,53
07152,8431,90
07115,8402,71
07015,8433,24
07004,8402,10
07110,8402,272
07117,8402,208
07132,8402,172
07133,0055,19
07055,8431,250
06156,9315,8
06154,9304,72
07122,8402,234
07018,8402,7
07001,8420,31
07075,8402,22
07101,8402,231
02374,3220,23
07080,8420,31
07014,8431,33
07098,8402,4
07093,8402,32
07148,8402,21
07085,8420,35
07066,8402,244
06158,9315,55
07035,8431,78
07126,8402,153
07020,8422,40
07030,8402,26
07139,8402,20
07013,8433,87
06155,9304,3909
07104,8402,6
07113,8402,44
07145,8402,102
07144,8402,4
07025,8402,17
07017,8402,75
07123,8420,11
07083,8431,32
07088,8402,22
07131,8402,47
07049,8420,3
07103,8420,22
07031,8402,108
07062,8402,13
07102,8431,993
07147,8402,21
07054,8420,12
07007,8431,103
07009,8433,107
07146,8402,42
07048,8431,35
07070,8431,129
07028,8402,50
07022,8402,89
07081,8402,11
07065,8402,34
07121,8419,16
07087,8402,27
07127,8402,113
07124,8420,5
07005,8422,157
07094,8431,10
07114,8420,21
07011,8402,89
07153,8402,26
07026,8419,25
07119,8419,18
07059,8431,27
06161,9315,2747
07071,8419,79
07112,8402,21
07082,8420,11
07077,8402,20
07151,8420,27
07086,8431,92
07003,8402,12
06162,9314,46
07092,8402,3
07109,8402,37
07056,8433,31
07019,8402,1699
07128,8433,45
07108,8420,11
07008,8402,120
07141,8402,20
07129,8420,269
07091,8402,25
07150,8420,30
07006,8402,14
07136,8402,1
07052,8431,48
07116,8402,112
06159,9315,877
07067,8433,9
07033,8402,28
02423,3221,19
02376,3220,11
07089,8433,138
07010,8433,1234
06163,9314,171
07037,8419,15
07120,8402,5
07138,8402,276
07078,8433,507
07047,8402,4
07143,8433,59
06160,9315,3
07041,8433,159
07045,8402,64
07061,8402,35
07024,8402,60
07105,8419,5
07074,8402,6
07095,8420,22
02454,3214,25
02457,3214,13
07154,8402,3
07155,8402,110
07038,8402,6
07140,8431,36
02501,3214,4
06157,9315,2529
02468,3214,142
07137,8419,2
02442,3209,4
02523,3221,1
02427,3221,10
02506,3221,10
02448,3214,7
02461,3220,22
02400,3221,7
02428,3209,5
02386,3220,8
02426,3220,24
02481,3220,30
02514,3221,34
02522,3214,3
02447,3221,6
02388,3214,7
02494,3220,9
02513,3214,6
02489,3214,21
02505,3209,18
02416,3217,5
02410,3221,10
02433,3214,19
02435,3217,1
02366,3220,12
02525,3220,49
02445,3217,14
02493,3214,14
02405,3217,25
02363,3221,38
02463,3214,2
02466,3221,10
02483,3220,26
02421,3221,3
02393,3221,12
02382,3220,84
02512,3209,16
02451,3220,2
02412,3209,3
02432,3221,12
02385,3220,8
02391,3217,2
02389,3209,55
02406,3221,4
02409,3214,6
02401,3217,13
02529,3214,4
02368,3221,33
02456,3220,13
02482,3214,3
02520,3221,30
02478,3214,7
02375,3209,12
02415,3221,17
02403,3220,12
02377,3220,4
02443,3209,17
02395,3221,6
02417,3220,3
02408,3214,1538
02507,3209,5
02440,3214,11
02517,3214,11
02488,3220,2
02438,3221,23
02527,3221,22
02490,3214,4
02492,3214,12
02370,3220,26
02495,3217,42
02383,3220,92
02486,3214,15
02498,3214,48
02364,3214,13
02503,3220,30
02455,3220,15
02384,3217,1
02491,3214,19
02480,3214,11
02418,3217,10
02516,3214,3
02413,3214,9
02497,3214,68
02526,3214,3
02471,3214,6
02422,3220,18
02518,3209,15
02414,3220,12
02453,3214,30
02462,3209,8
02499,3214,4
07111,8402,10
07002,8402,41
02473,3220,7
02510,3209,5
02392,3220,8
02390,3220,5
02472,3214,26
02369,3217,6
02381,3217,373
02476,3220,28
02450,3220,19
02508,3214,13
02502,3214,91
02470,3217,10
02407,3214,8
02459,3220,13
02511,3220,10
02399,3214,23
02404,3217,7
02449,3221,7
02500,3220,32
02521,3209,105
02372,3221,31
02477,3221,92
02420,3220,39
02444,3214,5
02402,3220,3
02371,3220,69
02446,3220,4
02519,3214,4
02398,3221,4
02397,3220,49
02496,3221,5
02429,3214,4
02367,3220,3
02460,3214,5
02469,3220,25
02411,3209,11
02484,3209,26
02373,3217,12
02465,3209,26
02509,3209,13
02528,3221,12
02378,3217,8
02458,3209,47
02431,3220,19
02487,3221,26
02419,3217,11
02504,3220,51
02425,3217,4
02387,3220,56
02379,3220,8
02524,3209,28
02441,3221,10
02439,3221,77
02474,3220,17
02485,3221,8
02430,3214,42
02515,3209,5
02452,3220,8
02380,3220,0
11378,7608,19
02464,3221,23
02467,3221,6
07084,8433,56
07032,8402,11
07072,8402,101
07099,0055,52
02424,3221,4
11411,7608,9
07079,8420,92
19064,0063,2
19158,7531,17
07042,0055,478
19118,7531,63
07064,8420,297
19176,0063,68
19133,7531,13
19180,0063,64
19146,7531,140
19175,0063,6
19181,7531,32
19107,7507,118
19111,0063,2
19101,7531,86
19100,7531,65
19147,7507,55
19057,7507,83
19089,7531,9
19080,0063,29
19194,7531,90
19164,0063,64
19095,0063,16
19086,7531,26
19155,7531,7
19129,7531,68
19103,0063,2
02396,3214,3
19178,7507,73
19073,0063,369
19205,7531,8
19191,7507,46
19125,7531,69
19145,0063,26
19152,7531,33
19190,0063,10
19160,0063,9
19123,7507,792
19131,7531,48
12141,7602,23
19071,0063,14
19075,7531,22
19074,7531,3
19090,7531,9
19104,7531,11
19106,0063,32
19186,7531,19
19066,7507,98
19067,7531,16
19088,0063,4
19151,7507,67
19168,7531,2
19211,7531,68
19113,0063,41
19112,7531,6
19215,7531,4
19058,0063,24
49298,5202,366
19202,7507,108
49355,5206,171
50070,2816,4
49161,5221,22
49353,5202,1159
49330,5202,49
50072,2806,7
49272,5220,70
07171,8402,58
49183,5202,277
50029,2802,62
49339,5202,74
49216,5202,23
49283,5202,290
49381,5206,117
50055,2805,4
50019,2802,20
49247,5202,154
02547,3214,1
50021,2816,4
49192,5206,265
49237,5209,10
50022,2805,7
07203,8419,14
49170,5202,46
49343,5206,225
49267,5202,1008
49284,5202,95
49288,5202,18
49373,5206,533
49278,5202,395
49345,5202,401
49211,5206,69
50064,2805,4
49132,5202,84
49244,5201,1250
49253,5220,70
12134,7611,25
34152,7616,49
12215,7621,97
12264,7621,283
12214,7621,68
12174,7621,313
12202,7621,2989
12235,7621,23
12258,7621,73
12180,7614,21
12230,7602,24
12136,7611,86
12175,7611,6
12181,7611,22
12119,7621,251
12208,7614,806
12218,7621,210
12155,7614,28
07228,8433,79
12150,7611,34
12203,7614,83
12270,7614,371
12243,7614,73
12179,7614,8
12204,7614,17
12213,7614,69
12185,7621,152
12224,7621,233
12190,7621,17
12197,7602,192
12272,7611,35
12257,7611,71
12108,7611,26
12228,7614,27
12268,7621,34
12250,7621,14
02651,3214,3
12167,7611,130
12247,7621,32
12222,7614,20
12187,7621,20
12182,7621,31
12111,7621,30
12232,7614,23
12226,7621,24
12133,7621,630
12205,7611,70
12273,7621,30
12113,7621,32
12103,7621,19
02685,3214,5
02684,3217,134
02586,3214,6
02620,3221,21
02557,3221,4
02545,3214,12
02618,3220,18
02565,3214,13
02693,3221,15
02696,3214,2
02632,3214,2
02550,3214,30
02541,3214,25
02675,3214,9
02579,3209,4
02613,3214,40
02640,3220,6
02631,3220,11
02634,3214,6
02662,3209,19
02580,3209,44
02591,3214,3
02536,3221,4
02660,3214,4
02633,3221,3
02549,3220,64
02537,3221,13
02600,3214,17
02653,3209,32
02582,3214,3
02575,3220,67
02637,3220,15
02590,3209,9
02610,3221,19
02588,3214,3
02643,3221,53
02548,3217,15
02655,3209,3
02694,3220,26
02619,3214,7
02540,3209,37
02654,3220,2
02617,3214,17
02533,3221,2
02629,3220,16
02623,3217,0
02584,3217,6
02641,3214,2
02581,3221,9
02679,3209,5
02691,3220,3714
02553,3214,18
02573,3214,2
02558,3217,159
02604,3220,5
02678,3214,2
02567,3217,11
02697,3214,13
02688,3217,1
02657,3217,6
02664,3209,7
02661,3214,17
02595,3209,7
02559,3214,23
02677,3209,5
02538,3209,2
02674,3214,1
02621,3214,21
02625,3220,5
02672,3221,9
02569,3220,18
02568,3221,11
02687,3221,32
02663,3221,11
02648,3220,108
02628,3221,13
02607,3221,13
02572,3214,16
02614,3220,7
02627,3214,10
02635,3220,8
02551,3221,5
02601,3214,9
02650,3217,14
02682,3221,5
02689,3214,2
02680,3214,125
02644,3221,15
02532,3220,64
02639,3220,14
02556,3214,1
02546,3220,10
02670,3217,8
02578,3214,5
02555,3209,104
02570,3220,7
02571,3220,24
02544,3217,23
02534,3214,5
02561,3214,10
02616,3221,9
02626,3214,14
02668,3220,63
02609,3214,2
02585,3221,8
02656,3214,21
02587,3214,11
02554,3209,41
02594,3221,6
02671,3221,18
02535,3217,0
02599,3220,10
02645,3209,10
02665,3209,12
02560,3220,14
02530,3214,2
02666,3214,62
02649,3209,15
02605,3220,8
02676,3214,115
02624,3220,11
02615,3220,14
02647,3220,0
02542,3220,2
02638,3214,10
02563,3220,8
02690,3214,7
02681,3217,14
02642,3214,11
02636,3220,8
02562,3221,10
02574,3217,66
02667,3221,13
02539,3220,30
02566,3220,35
02552,3220,6
02593,3221,50
02622,3209,2
02598,3221,57
02589,3214,19
02576,3221,9
02652,3214,7
02583,3214,3
02606,3209,6
02673,3221,22
02577,3221,1
02608,3217,21
02596,3209,30
02543,3209,118
02659,3220,54
02612,3221,6
02602,3214,87
02592,3220,6
02686,3220,18
02531,3214,2
02683,3220,2
02564,3221,41
02658,3220,9
11388,7608,7
11391,7608,2
11413,7608,33
12099,7614,19
12006,7621,26
12091,7611,35
11414,7608,1
11416,7608,12
12018,7611,21
11382,7608,16
12036,7621,37
11422,7608,36
12012,7611,40
12055,7621,3
11406,7608,3
12023,7602,7
11424,7612,6
12054,7611,32
12028,7611,30
12029,7611,19
11430,7608,83
12057,7621,117
11425,7608,115
12033,7621,335
12053,7611,24
11395,7608,1
12068,7621,52
11433,7608,77
11421,7617,38
11384,7620,16
11385,7608,14
11412,7608,6
11420,7608,10
12042,7614,13
12010,7621,5
11418,7608,86
12063,7614,123
12019,7614,2
12090,7621,196
12002,7614,91
11387,7608,6
12056,7621,347
12065,7621,34
12095,7621,13
12071,7611,17
12049,7621,41
12004,7611,29
11393,7617,38
11397,7608,381
12027,7621,16
11440,7608,4
12051,7621,21
11405,7617,47
12082,7614,34
12007,7611,20
12097,7621,20
11389,7608,3
12098,7621,76
11439,7608,20
12102,7621,199
11409,7608,8
12074,7621,10
12003,7611,16
11380,7612,13
12084,7614,167
12059,7621,42
11417,7608,11
11407,7608,21
11428,7608,20
12011,7621,70
12035,7602,11
12017,7621,18
12043,7621,153
11400,7612,18
11404,7608,83
11390,7617,39
11392,7617,25
12083,7611,108
12037,7614,45
12096,7621,568
11410,7608,48
12086,7614,21
12052,7611,371
12061,7621,44
11431,7617,17
11436,7617,29
12016,7611,51
11394,7608,5
11399,7608,5
11402,7608,0
12038,7614,15
12058,7621,12
12109,7614,8
12100,7611,108
12021,7611,139
11438,7608,15
50059,2816,19
49155,5221,138
49344,5202,63
49224,5220,68
49219,5220,70
50039,2816,1
50034,2816,27
19195,7507,17
02736,3221,11
19206,0063,3
19177,7507,8
19108,0063,1
02721,3220,23
19148,0063,137
19163,7507,32
19189,7531,1
19087,0063,7
19144,7531,27
19124,7507,107
19172,7531,7
19199,0063,11
19142,0063,4
19171,7531,11
19098,7531,54
19193,7531,8
19207,7531,98
19091,7531,20
19102,0063,18
02792,3209,12
19149,7531,20
19196,7507,22
19078,7507,22
19156,7507,9
19154,7507,20
19200,0063,5
19109,7507,17
19167,0063,3
19120,7507,20
19203,7531,109
02715,3221,3
19072,7507,243
19204,0063,10
19162,7507,89
19153,7507,420
19056,7531,37
19187,7507,22
19188,7507,36
19082,7531,68
19093,7507,60
02718,3221,12
19198,7517,7
19182,7507,55
19169,7531,19
19220,7531,23
19219,0063,3
19099,7507,18
19192,7531,38
19121,7531,214
12118,7621,47
19128,0063,19
19210,0063,2
19214,7531,22
19134,0063,35
19157,0063,18
19208,0063,5
19213,7531,38
19096,7531,29
19069,7531,12
02822,3221,20
02834,3214,6
19184,7531,8
02788,3214,21
02740,3217,10
02726,3220,14
02791,3214,22
02818,3209,37
03028,8432,31
02786,3221,5
02777,3209,14
02785,3220,62
03018,8432,37
02753,3220,12
02703,3220,33
02833,3217,23
02823,3214,4
02815,3220,15
03005,8423,20
03002,8424,19
03022,8432,107
02800,3209,9
02729,3221,6
02770,3221,66
03010,8423,16
02763,3221,12
02756,3220,36
02712,3209,9
02817,3221,4
03013,8424,325
03012,8424,29
03016,8432,11
02809,3209,9
02768,3221,27
02803,3214,6
02739,3221,22
02824,3214,17
02828,3221,7
03011,8424,19
02699,3209,20
03004,8432,13
02805,3221,267
02764,3214,6
02698,3221,5
02793,3221,12
02810,3221,571
03001,8432,247
03003,8424,83
02754,3220,5
03021,8432,13
02826,3217,19
02746,3220,24
03020,8423,20
02814,3220,7
02757,3220,16
02755,3214,46
02723,3214,16
02747,3220,4
02790,3214,3
02751,3214,11
02745,3214,4
02821,3214,29
02798,3209,77
02758,3221,116
02816,3209,26
02806,3209,6
02759,3217,19
02714,3221,15
02813,3220,15
02706,3221,44
02772,3220,4
02783,3220,3
02761,3214,8
02749,3221,10
02769,3220,31
02711,3221,11
03027,8423,44
02734,3221,17
02774,3220,6
02701,3209,35
02742,3214,7
03006,8432,38
03007,8423,20
02819,3214,4
02784,3220,9
03014,8432,11
02743,3214,12
03019,8424,81
02719,3220,93
03026,8424,50
02795,3221,91
02752,3220,7
02807,3220,30
02762,3221,7
02760,3220,4
03015,8424,10
02782,3220,6
02831,3217,5
02832,3220,7
02737,3214,23
02731,3220,7
02775,3220,31
02812,3221,9
02781,3209,13
02767,3221,14
02766,3221,5
02741,3220,13
02744,3209,7
02713,3209,19
02720,3214,98
02725,3217,5
02748,3209,55
02830,3220,45
02794,3209,16
02724,3209,1
03008,8432,26
02730,3221,12
02710,3220,31
02789,3217,180
03024,8432,12
02717,3220,31
02704,3221,16
02702,3220,15
02820,3220,120
02801,3214,15
02732,3220,1
02716,3220,12
02765,3214,12
02727,3214,7
03023,8432,686
02827,3214,12
02722,3221,1983
02709,3220,20
03017,8432,10
02808,3220,7
02738,3220,454
02707,3214,9
03025,8424,53
02787,3214,7
02829,3221,2
02779,3220,9
02804,3221,7
02773,3221,2
02776,3220,29
02750,3221,30
02705,3214,7
02799,3221,21
02708,3220,16
02780,3221,45
02802,3214,5
02778,3214,7
02735,3221,1
02797,3221,10
02728,3217,2
12135,7611,30
12242,7611,28
12106,7621,34
02796,3209,3
12216,7621,115
12252,7611,34
12176,7621,1197
12172,7621,39
12131,7621,163
12241,7621,161
12231,7614,73
12244,7614,83
12169,7621,220
12256,7611,34
12171,7621,33
12207,7621,27
12223,7621,124
12183,7602,19
12143,7614,2
12200,7614,101
12198,7621,234
12157,7621,118
12212,7614,7
12152,7602,14
12140,7611,93
12129,7621,35
12254,7621,177
12154,7614,84
12184,7621,7
12186,7614,16
12191,7611,30
12209,7621,76
12149,7602,16
12237,7621,57
12260,7614,21
12253,7621,132
12124,7621,23
12170,7611,25
12122,7614,8
12120,7621,220
12261,7611,6
12217,7611,51
12148,7611,144
12238,7614,38
12227,7611,10
12105,7611,119
12163,7614,22
12263,7611,83
12166,7621,8
12168,7614,98
12144,7621,10
12147,7614,9
12188,7621,23
12107,7621,18
12145,7614,2318
12249,7614,18
12193,7621,29
12194,7621,55
12239,7621,21
12130,7611,75
12139,7614,10
12248,7614,53
12240,7611,35
12164,7621,85
12142,7621,48
12177,7621,81
12274,7614,10
12259,7611,49
03009,8424,5
12267,7602,35
12138,7621,163
12137,7621,76
12233,7614,14
12246,7611,36
12265,7621,33
12125,7614,15
12115,7614,21
12199,7621,207
12151,7621,17
12158,7611,35
12156,7621,40
12225,7614,141
12219,7621,43
12162,7621,65
12128,7611,22
12127,7602,58
12206,7611,32
12229,7614,16
12160,7614,58
12189,7621,23
12251,7614,27
12153,7614,23
12262,7621,77
12195,7614,29
12269,7614,5
50040,2818,13
12159,7611,41
27001,2803,23
50069,2802,25
26374,0064,1
03068,8432,9
50041,2805,595
27054,2808,27
50028,2810,8
49262,5220,25
50060,2802,19
61212,2801,7
03094,8432,289
61103,2812,15
61146,2809,11
03042,8432,51
49326,5202,32
61214,2812,622
19232,0063,9
61284,0051,14
61126,0051,20
61094,2809,26
61193,2812,16
61145,2809,312
61263,0051,13
49209,5209,21
61244,2812,15
61248,2809,47
61138,2812,20
61105,0051,13
61294,2801,90
61160,0051,20
61271,2801,8
61292,2809,28
61199,2801,26
27032,2808,74
26322,0064,33
26344,8431,48
27098,2817,7
27073,0057,71
27070,2817,89
19238,0063,14
27038,2808,24
27018,2811,51
27006,2811,10
26313,8431,727
03122,8424,24
27043,2808,37
27056,2803,972
26317,0064,67
27005,2817,88
27026,2817,31
27057,2808,18
27021,2811,24
27025,2808,77
26378,0064,0
26330,8433,190
26335,0064,23
27053,2815,10
26338,8422,204
26382,8431,33
26346,8431,23
27104,2815,45
26323,8427,242
26315,8427,55
27045,2817,35
26375,0064,2
27061,2803,16
27037,2803,68
27076,2808,35
27083,2815,10
26351,8422,3
03079,8432,12
26329,0064,13
03117,8424,27
03177,8424,16
27069,2812,29
03062,8432,51
26350,8422,6
26353,8422,70
27102,2811,51
03030,8432,51
26334,8422,22
03066,8432,36
27033,2808,8
03124,8424,12
03112,8432,42
03155,8424,115
27040,2808,21
03070,8423,3
03071,8432,14
03041,8424,16
03043,8432,85
03152,8432,25
03129,8423,14
26316,8427,15
03107,8432,141
26328,8431,5
03044,8432,112
27003,2808,172
27067,2817,120
