codgeo,ze2020,side_stocks_et_2023_total
60441,3210,50
60439,3211,308
82045,7609,21
81317,7602,106
60543,3221,14
82035,7609,21
81298,7625,57
81309,7615,49
82052,7615,66
81315,7610,131
81286,7610,39
81292,7602,39
60553,3210,8
60551,3211,13
60556,3211,17
60560,3211,53
60479,3221,33
60464,3211,43
81273,7610,329
81279,7615,21
60538,3210,9
60574,3211,25
60513,3211,226
60502,3210,6
60477,0054,89
60581,3211,305
60496,0054,11
60526,3211,40
60515,3211,17
60548,3221,34
60534,3210,30
60457,0054,13
60550,0054,7
60557,0054,12
60579,3210,27
60485,0054,18
60587,3211,93
60493,0054,24
60463,3211,904
60590,0054,49
60512,0054,9
60458,0054,8
60499,3210,10
60486,0054,19
60519,3210,8
60569,3210,20
60593,3210,5
60487,0054,26
60452,0054,33
60465,0054,3
60483,3210,27
60469,0054,39
60492,3210,34
60484,0054,11
60577,0054,107
60575,0054,236
60522,3211,9
60507,3210,12
60531,3210,107
60523,0054,55
60461,0054,10
60511,3210,19
60459,3210,10
60468,0054,19
60584,3211,262
60594,0054,11
60520,0054,9
60500,3221,406
60540,3210,44
60585,3210,12
60603,3210,31
60473,3221,10
60592,0054,21
60510,0054,33
60506,3210,30
60454,0054,54
60449,3210,15
60573,0054,14
60533,3210,164
60599,0054,15
60601,3211,47
60576,0054,19
60562,3211,85
60558,3210,18
60527,3221,9
60448,3221,15
60552,3221,23
60451,3211,73
60595,3211,11
60565,0054,40
60524,3211,156
60498,3211,16
60443,3210,18
60572,3210,30
60489,3221,47
60474,3210,14
60566,0054,7
60497,0054,5
60509,3211,678
60521,0054,21
60490,0054,15
60554,3221,24
60530,0054,14
60589,3211,554
60586,0054,48
60491,3210,175
60591,0054,137
60466,3211,7
60542,0054,62
60539,3211,89
60570,0054,122
60567,0054,44
60440,3210,40
60529,3211,4
60460,0054,4
60447,3210,34
60470,0054,42
60508,3211,208
60546,3221,6
60504,0054,60
60578,3210,47
60518,0054,3
60482,3211,270
60555,0054,2
60476,0054,5
60514,0054,10
60583,0054,30
60545,0054,25
60547,3211,23
60488,3210,26
60602,0054,4
60528,0054,10
60598,0054,50
60480,0054,26
60604,0054,12
60505,3211,67
60561,3221,24
60564,3211,16
60535,0054,22
60503,3211,4
60541,3210,22
60571,0054,5
60481,3221,29
60525,3210,21
60450,3211,262
60446,3221,237
60600,3210,35
60495,3211,15
60544,0054,6
60596,0054,12
60582,3210,34
60462,0054,186
60549,0054,6
60478,3221,14
60471,3210,869
60588,0054,18
60597,3210,100
60517,0054,60
60444,0054,4
60563,3211,24
60559,0054,43
60494,3211,155
60456,3210,55
60536,3211,5
60472,0054,3
81310,7625,16
81326,7602,47
82069,7615,22
81318,7625,21
81274,7602,51
81316,7602,23
81293,7615,35
82010,7609,15
82073,7609,39
82080,7609,59
81312,7610,83
81278,7610,6
82014,7615,21
82028,7615,128
81302,7602,6
81320,7602,12
82002,7615,247
82044,7615,141
82043,7609,18
82088,7602,88
82017,7615,129
81283,7602,104
82018,7615,66
82096,7615,190
82009,7609,3
81164,7602,40
82034,7609,9
81324,7625,31
82023,7615,52
81264,7602,7
81306,7602,74
82075,7615,327
82087,7615,245
82071,7609,5
82092,7615,19
82015,7609,11
82012,7609,29
81288,7610,250
82057,7615,41
81308,7602,131
82047,7609,4
82056,7615,24
82005,7625,135
82074,7604,15
81277,7602,44
81276,7602,127
82064,7609,10
82004,7609,12
82084,7609,10
82079,7615,286
81270,7610,18
81319,7602,48
82039,7615,41
81265,7615,12
81285,7602,24
81284,7602,301
81311,7610,60
81314,7610,43
82061,7615,19
81321,7610,9
82051,7609,67
81305,7610,71
82031,7609,62
82095,7615,26
82077,7615,18
81299,7610,39
82046,7609,6
82091,7609,14
82021,7609,17
82008,7609,76
82006,7609,6
81261,7602,84
82094,7609,168
82054,7609,14
82029,7611,23
82024,7609,30
82089,7609,76
82070,7609,4
82065,7609,31
82081,7609,11
82016,7609,20
81313,7602,18
81266,7610,85
81295,7602,37
82041,7615,14
82033,7609,1022
82082,7615,12
82049,7609,59
82042,7609,108
82068,7609,21
81271,7602,912
82020,7615,51
81307,7610,67
81280,7602,23
81300,7602,4
82063,7609,40
82038,7615,205
82001,7615,51
82066,7615,56
82085,7615,91
82050,7609,69
82067,7609,4
82037,7615,620
82083,7609,4
81304,7602,15
81322,7602,18
81297,7602,196
81282,7610,2
81325,7610,132
81281,7610,170
82040,7615,19
82072,7609,105
82022,7609,45
82062,7615,87
81268,7610,14
82090,7615,67
82025,7615,447
81287,7602,12
82048,7615,118
82036,7609,9
82032,7609,54
82019,7609,47
60652,0054,51
82060,7609,21
60687,0054,11
61079,0061,97
60630,0054,19
60651,3211,106
60611,0054,29
60634,0054,10
61046,0061,8
60677,0054,17
60655,3210,16
60626,0054,36
61008,2812,50
60640,0054,10
60635,3211,40
60646,0054,128
61074,0051,62
61054,2814,13
60660,0054,16
61014,2801,10
61069,2809,6
60613,0054,18
60698,3210,6
60624,0054,10
60637,3221,12
61053,2812,19
60617,3210,12
60663,0054,13
60665,3210,328
60702,3211,5
61086,2814,15
60683,3221,16
60681,0054,26
60672,3221,15
60633,0054,15
61035,2809,10
61038,0061,229
60693,3210,13
60653,3211,7
60632,3210,45
60627,0054,12
61018,2814,2
60686,3211,135
60678,0054,92
60691,0054,10
60699,0054,10
61048,0051,6
60676,3210,34
60612,3211,1608
61055,2801,33
61078,2809,33
61013,0051,10
60695,3211,163
60645,0054,7
60648,0054,7
61085,2809,6
61021,2809,6
60641,3210,96
61064,0051,14
61077,0051,99
61056,0051,11
60623,0054,83
61063,2809,89
60666,3221,60
60667,3210,269
60608,0054,3
60619,3221,53
60620,0054,37
61024,2809,14
61029,0051,68
61072,2814,11
61043,0061,79
61052,2812,17
60656,3221,14
60658,3221,18
60642,3210,39
61028,2801,40
60668,0054,22
61071,2814,12
61066,0051,5
61037,0051,19
60659,0054,17
60614,0054,19
61044,2809,17
60674,3210,72
61005,0061,18
61076,0051,11
61075,2809,65
60689,3210,96
61032,2812,14
61060,2812,5
61012,2812,7
61081,0051,65
60661,3221,34
60688,0054,4
60700,0054,92
60639,0054,139
60675,3210,27
60673,0054,12
60615,0054,2
61051,0051,24
61006,2801,966
60643,3210,60
60703,0054,39
61036,0051,13
60625,3210,15
61068,0051,5
60671,3221,21
60670,3211,371
60638,3211,38
61067,0051,15
61049,2801,13
60684,3211,259
61034,2812,17
61084,2801,9
61026,0051,13
60628,0054,64
61082,0051,5
60662,0054,23
60621,3210,8
60605,0054,10
60631,3211,72
60664,0054,23
60647,3210,104
60682,3211,49
60609,0054,49
60679,3221,3
61007,2809,245
60616,0054,128
61041,0061,11
61040,2809,31
60657,3210,14
60692,0054,17
60636,3210,270
60654,3210,9
60644,0054,181
61087,0051,16
61070,2809,52
60685,0054,58
60610,3210,44
61010,2814,10
60701,0054,57
61030,2809,4
60629,0054,6
61039,2801,7
60669,3211,29
60618,3221,20
60650,3221,24
60622,0054,21
61011,2809,16
61015,0051,27
61023,2801,34
61062,2801,3
61050,0061,62
61061,0061,100
60680,3210,56
61020,2801,12
60697,0054,4
61001,0051,1958
61002,2801,39
61080,0051,3
82112,7609,1016
82180,7609,39
82172,7611,22
83035,9318,766
61102,2809,10
82167,7615,152
83011,9308,194
83057,9303,359
83021,9303,257
83010,9308,19
82181,7609,14
82144,7615,53
82137,7611,71
83038,9308,39
82189,7615,47
61133,0051,48
83043,9318,171
83046,9303,369
82127,7609,53
83013,9308,29
83019,9318,1330
61227,2809,2
61265,2801,7
61118,0051,11
61091,2809,56
61291,2801,5
61262,2809,5
61151,2812,16
61267,2801,12
61224,0051,21
61243,2809,71
61288,2801,23
61167,2812,173
61286,0051,6
61277,0051,13
61203,0051,44
61168,2809,383
61165,0051,28
61164,0051,19
61215,0051,15
61194,2801,29
61089,2814,8
61257,2809,5
61121,0051,19
61298,2801,10
61222,2809,35
61266,0051,3
61259,2812,9
61096,2809,135
61107,0051,29
61283,2801,15
61163,2809,70
61137,2809,6
61202,0051,20
61275,2812,111
61230,0061,269
61104,2809,2
61258,0051,64
61093,2809,62
61124,2809,20
61123,2801,16
61141,0051,23
61237,2801,14
61241,0061,20
83059,9303,298
66044,7620,45
66102,7620,4
82120,7615,25
83003,9308,103
82195,7615,62
83009,9318,1588
83028,9308,220
82175,7609,7
66056,7620,85
66206,7620,5
66080,7620,16
66083,7620,6
66158,7620,14
83058,9308,485
83030,9303,208
66129,7620,146
66133,7620,268
66162,7620,30
66180,7620,716
66111,7620,10
66112,7620,24
66060,7620,32
66105,7620,52
66141,7620,967
66085,7620,36
66164,7620,1090
66116,7620,18
66136,7620,13498
66047,7620,0
66091,7620,1
66089,7620,36
66126,7620,38
66117,7620,64
66139,7620,3
66134,7620,76
66058,7620,142
66095,7620,49
66108,7620,301
66198,7620,27
66154,7620,10
66059,7620,236
66130,7620,111
66054,7620,2
66202,7620,44
66209,7620,4
66142,7620,7
66138,7620,121
66049,7620,895
66173,7620,82
66185,7620,27
66182,7620,513
66196,7620,296
66147,7620,36
66181,7620,10
66132,7620,29
66088,7620,428
66068,7620,6
66124,7620,508
66075,7620,47
66099,7620,23
66197,7620,1
66097,7620,8
66053,7620,506
66166,7620,26
66067,7620,68
66109,7620,30
66050,7620,504
66177,7620,111
66104,7620,72
66208,7620,157
66079,7620,25
66122,7620,5
66179,7620,84
66078,7620,25
66094,7620,239
66107,7620,78
66128,7620,1
66189,7620,562
66170,7620,20
66121,7620,85
66119,7620,38
66076,7620,4
66199,7620,16
66114,7620,136
66055,7620,80
66143,7620,14
66203,7620,5
66098,7620,41
66171,7620,1344
66151,7620,8
66174,7620,226
66093,7620,275
66137,7620,52
66204,7620,35
66148,7620,374
66090,7620,2
66069,7620,225
66057,7620,46
66113,7620,10
66205,7620,71
66100,7620,19
66188,7620,54
66187,7620,149
66156,7620,10
66064,7620,89
66052,7620,20
66144,7620,452
66073,7620,12
66194,7620,25
66061,7620,5
66186,7620,247
66201,7620,5
66106,7620,208
66150,7620,96
66092,7620,4
66125,7620,27
66165,7620,56
66096,7620,68
66081,7620,22
66160,7620,109
66207,7620,41
66127,7620,84
66152,7620,5
66118,7620,24
66051,7620,16
66063,7620,20
66048,7620,82
66120,7620,2
66175,7620,253
66065,7620,933
66153,7620,5
66145,7620,204
66077,7620,5
66184,7620,1
66149,7620,618
66066,7620,69
66172,7620,1082
66082,7620,105
66176,7620,236
66159,7620,12
66086,7620,1
66195,7620,682
66101,7620,127
66157,7620,1
66193,7620,11
66071,7620,169
66155,7620,10
66146,7620,14
66167,7620,179
66115,7620,105
66192,7620,12
66072,7620,54
66084,7620,93
66178,7620,194
66190,7620,242
66070,7620,22
66161,7620,94
66123,7620,9
66103,7620,45
66046,7620,42
66140,7620,290
66168,7620,294
66191,7620,4
66169,7620,8
66183,7620,10
66074,7620,26
82103,7609,9
82105,7615,81
83023,9303,2305
83033,9318,407
82174,7615,18
82114,7615,34
83032,9303,391
82138,7609,14
82171,7609,80
82187,7615,78
82109,7609,13
82129,7609,7
82113,7615,109
83060,9308,47
82117,7609,163
82125,7615,504
82156,7609,7
82133,7615,6
82166,7609,22
82191,7615,58
82123,7615,146
82193,7609,9
82153,7609,16
82145,7615,33
82115,7615,167
82098,7615,100
82159,7615,37
83012,9303,352
83027,9318,783
82183,7609,13
82121,7615,7000
82134,7615,428
82157,7609,18
82155,7615,324
83045,9303,100
83040,9308,11
83020,9308,5
83055,9304,808
82168,7609,20
83049,9318,1410
82119,7615,43
82192,7615,38
82124,7615,267
82160,7609,17
82143,7609,10
83041,9308,88
83042,9317,2108
82154,7609,11
83031,9303,635
82190,7615,387
83062,9318,2909
82162,7615,18
82097,7609,84
82101,7609,75
82147,7611,28
83005,9308,35
82169,7609,160
83008,9309,388
83054,9318,1358
82142,7625,136
83061,9309,7459
82161,7615,280
82163,7609,4
82149,7615,139
83037,9303,146
82136,7615,112
82140,7615,23
83025,9303,128
83048,9317,700
82128,7607,7
82152,7609,20
82139,7609,12
82146,7609,3
82170,7609,37
82126,7615,107
82182,7609,34
83056,9308,256
82186,7609,410
82151,7609,41
82108,7615,84
82164,7609,10
83002,9308,60
83018,9303,327
83015,9308,56
82107,7609,6
83051,9308,121
83026,9303,191
82116,7609,17
82158,7609,11
83044,9308,37
82102,7609,24
83007,9308,341
82099,7609,43
82150,7615,71
82130,7609,19
82178,7615,56
82176,7615,63
82110,7615,67
82185,7609,19
83001,9304,368
82173,7615,57
83034,9318,1287
82184,7615,63
82194,7615,90
82132,7615,94
83039,9303,21
82141,7609,37
83017,9318,226
82100,7615,12
82179,7615,179
82148,7615,66
83004,9308,904
82118,7609,9
82165,7609,35
83050,9308,4071
83006,9301,23
83036,9317,1329
83052,9303,34
82104,7609,13
82135,7615,101
82131,7615,117
83022,9307,0
83014,9308,23
83016,9318,1225
82111,7609,27
82106,7609,19
67004,4423,98
67132,4409,84
67060,4423,42
67069,4409,28
67137,4423,481
67034,4423,179
67107,4423,48
67016,4423,48
67076,4423,31
67116,4422,37
67142,4409,22
67073,4422,345
66226,7620,99
67025,4409,128
67075,4409,22
66221,7620,1
67050,4423,3
67026,4423,14
67065,4423,108
67085,4423,55
67134,4420,14
67117,4419,25
67094,4422,15
67010,4422,160
67123,4409,31
67062,4422,14
67071,4419,20
67078,4423,25
67097,4423,107
67018,4423,29
66233,7620,13
67011,4422,60
67059,4423,24
67005,4409,52
67127,4423,80
66215,7620,16
66220,7620,3
67086,4423,22
67077,4423,50
66231,7620,39
66214,7620,68
67115,4422,143
67068,4409,20
67113,4409,9
66228,7620,77
67052,4423,218
67091,4419,28
67040,4422,69
67019,4422,93
67044,4409,13
66230,7620,161
67021,4423,735
67074,4409,31
67063,4422,49
67104,4409,49
66227,7620,466
67120,4423,42
67144,4423,15
67013,4420,11
67053,4422,29
67028,4422,514
67112,4423,251
67109,4423,63
67022,4422,18
67061,4409,314
67084,4422,168
67106,4409,318
67039,4423,32
67103,4419,79
66234,7620,6
67130,4423,891
67079,4409,3
67110,4409,89
67023,4409,68
67098,4423,124
67030,4423,44
67138,4423,40
67135,4409,49
66212,7620,377
67119,4423,123
67101,4423,258
67082,4409,49
67124,4423,943
66232,7620,2
67056,4422,41
67027,4423,21
66216,7620,3
67136,4420,17
67125,4422,191
67033,4409,117
66210,7620,766
67108,4423,238
67043,4423,1331
67017,4419,18
67092,4422,43
67001,4423,239
67012,4409,32
67002,4420,25
67129,4419,42
67140,4409,33
67088,4420,20
67066,4423,169
67020,4423,48
66219,7620,2
67096,4423,23
67054,4423,25
67143,4422,42
67128,4423,151
67131,4423,447
67100,4423,28
67081,4423,49
67126,4409,19
67031,4423,137
67008,4423,112
67080,4423,122
67009,4420,19
66224,7620,213
67051,4422,20
66218,7620,33
67090,4422,28
67046,4409,748
66225,7620,191
67006,4423,9
67118,4423,846
67083,4409,36
66217,7620,199
67035,4409,42
67045,4423,321
67058,4423,16
67087,4409,82
67067,4409,931
67029,4420,19
67072,4420,24
67111,4420,16
67049,4423,102
67102,4423,24
67122,4423,111
67003,4422,30
67141,4409,23
66211,7620,18
67089,4423,187
67032,4422,12
66222,7620,153
67047,4420,11
66213,7620,794
67099,4420,13
67105,4420,136
67070,4420,9
67093,4409,13
67038,4409,29
67036,4420,12
67057,4409,15
66223,7620,77
67037,4409,24
67121,4422,39
67048,4409,36
67055,4422,100
67133,4419,32
83053,9318,294
83029,9304,588
82122,7609,12
82177,7607,10
83047,9318,1994
67139,4423,25
82188,7615,40
67095,4420,189
83069,9318,6980
83078,9308,45
83072,9308,1279
83106,9303,638
83095,9303,76
84017,9305,400
84015,0064,28
83136,9303,310
84048,9306,6
83101,9317,617
84061,9316,30
83137,9318,14921
84043,0053,913
84002,9301,151
83065,9317,712
83151,9303,64
84014,9301,93
83105,9312,3
83090,9318,1922
84046,9305,52
83092,9303,433
84037,9316,275
84006,9306,9
83111,9303,189
83148,9308,1266
83110,9303,158
84067,9305,231
84062,9306,245
84060,9306,6
84001,0053,326
83140,9303,490
84032,9306,74
84024,9301,118
83124,9304,326
83080,9304,107
84042,9301,281
83063,9317,360
67249,4423,23
67260,4409,29
83086,9308,1250
67201,4419,14
67183,4420,36
67289,4409,33
67192,4422,69
67304,4409,44
83089,9303,57
83143,9303,418
67272,4423,15
67259,4409,43
67252,4409,52
67191,4420,110
67217,4423,30
67172,4423,185
67189,4423,76
67322,4419,72
67277,4422,40
67182,4423,206
67254,4409,36
67291,4409,242
67223,4423,95
67231,4409,8
67311,4422,194
67314,4423,16
67161,4419,22
67313,4423,443
67268,4423,153
67283,4423,220
67149,4423,29
67214,4423,96
67186,4409,17
67290,4409,57
67148,4420,9
67253,4423,55
67286,4423,106
67197,4423,141
67169,4409,201
67180,4409,3454
67206,4409,63
67152,4423,990
67168,4423,103
67222,4409,396
67312,4423,17
67296,4423,203
67242,4409,47
67147,4409,16
67163,4423,32
67228,4423,64
67241,4419,14
67203,4409,21
67173,4423,84
67159,4419,6
67190,4423,16
67195,4422,29
67184,4409,127
67303,4409,36
67310,4422,74
67299,4423,72
67225,4409,3
67188,4423,58
67275,4423,50
67276,4423,124
67273,4420,26
67248,4423,164
67181,4423,32
67150,4423,156
67167,4423,92
67237,4423,227
67306,4423,46
67177,4409,30
67145,4423,13
67164,4423,80
67244,4423,9
67245,4423,14
67263,4409,116
67208,4423,28
67202,4423,343
67153,4423,22
67234,4420,124
67185,4419,33
67160,4409,60
67321,4423,30
67257,4409,47
67271,4409,26
67246,4422,75
67212,4423,360
67307,4409,24
67155,4423,94
67282,4423,462
67270,4423,23
67176,4409,261
67300,4423,900
67233,4422,78
67280,4422,42
67269,4423,24
67194,4409,317
67267,4423,1304
67226,4423,238
67221,4409,20
67285,4423,120
67238,4409,33
67239,4422,128
67198,4420,11
67320,4422,80
67279,4423,20
67302,4419,215
67247,4423,68
67295,4423,54
67292,4409,50
67162,4423,23
67187,4422,31
67265,4409,32
67278,4420,23
67196,4422,174
67174,4409,55
67255,4422,38
67235,4409,13
67216,4422,168
67261,4409,109
67230,4409,142
67308,4409,33
67236,4423,45
67209,4423,19
67210,4423,78
67287,4423,27
67165,4423,24
67258,4423,19
67220,4423,24
67264,4409,37
67154,4423,221
67179,4419,56
67250,4409,40
67227,4422,20
67301,4409,227
67213,4409,42
67178,4420,20
67205,4409,691
67146,4422,34
67293,4409,34
67200,4423,51
67156,4409,201
67274,4420,14
67218,4423,2471
67166,4409,13
67317,4422,31
67309,4423,781
67266,4423,47
67199,4420,4
67229,4423,11
67298,4423,46
67240,4423,65
67151,4423,336
67256,4423,321
67319,4409,13
67305,4409,98
67204,4423,726
67315,4409,21
67215,4409,19
67232,4409,5
67281,4422,338
67288,4409,8
84027,9316,236
83152,9317,122
84057,9306,52
83079,9317,274
83147,9308,2
84039,9316,532
83077,9318,217
83075,9303,61
83120,9312,519
83094,9317,617
83099,9309,1713
83088,9303,260
84033,9306,10
84054,9306,2609
84038,9306,455
83081,9304,1232
83119,9317,1961
83126,9318,5880
84010,9301,93
83114,9303,27
83118,9309,5600
83121,9308,614
83107,9309,2490
83153,9318,451
83131,9318,551
83132,9318,292
83100,9318,367
83070,9318,1318
84049,9316,97
83129,9318,4418
84029,9316,445
84035,9306,2853
84065,9301,437
84068,9301,294
84064,0055,233
84066,9306,42
83103,9318,364
84047,9306,300
84056,9316,443
83091,9318,503
84023,9306,14
84012,9305,295
83149,9308,226
83071,9318,1339
84020,9306,254
83133,9304,203
84055,0053,157
83145,9303,122
84036,0053,384
84009,9301,168
83113,9311,202
83102,9308,191
84022,0064,18
83084,9303,46
83097,9301,516
83150,9311,424
83112,9312,1944
83130,9318,1245
83128,9308,81
84045,0064,59
84053,0064,158
83127,9318,537
83115,9317,3092
83074,9308,35
84005,9306,18
83073,9303,974
83098,9318,1275
84030,9305,334
83064,9303,531
83144,9318,2812
84040,0064,62
84007,0053,11652
83154,9308,107
84018,9305,67
83066,9311,128
84034,0053,483
84016,0053,503
84008,9305,75
83108,9303,215
83109,9308,19
83085,9308,370
83134,9308,216
83122,9308,48
83082,9308,51
84058,9306,68
83117,9304,243
83087,9303,495
83096,9301,100
84031,9305,3342
84019,0055,1269
83067,9303,378
84050,9306,385
83116,9303,2214
83093,9312,256
84004,9305,521
83068,9317,1598
83123,9318,2688
83076,9303,66
84063,0055,51
84013,9306,68
84041,9305,63
84025,9306,283
83104,9301,417
84051,9306,187
84044,0064,118
84021,0064,19
84011,9305,53
83135,9303,120
84028,9316,112
83125,9303,277
83141,9308,746
84003,9306,1497
84052,9301,142
83083,9303,114
83138,9304,596
83139,9308,98
84059,9305,15
84026,9301,552
83146,9311,131
83142,9307,29
67359,4409,93
67438,4423,56
67437,4419,1197
67354,4423,44
67424,4423,13
67417,4409,18
67386,4419,12
67410,4423,47
67446,4409,16
67329,4423,81
67491,4420,13
67327,4409,45
67497,4409,36
67476,4409,41
67385,4420,10
67423,4423,37
67364,4423,49
67462,4422,1974
67335,4423,75
67338,4423,109
67444,4423,6
67490,4422,36
67372,4409,436
67484,4409,22
67391,4419,23
67467,4419,23
67408,4423,102
67453,4422,34
67347,4409,87
67461,4422,16
67463,4409,209
67377,4423,74
67351,4409,107
67400,4409,46
67339,4409,268
67340,4409,88
67406,4423,27
67326,4423,176
67394,4409,11
67433,4423,114
67382,4423,63
67435,4420,31
67416,4409,25
67366,4419,29
67403,4409,29
67492,4423,57
67493,4422,33
67494,4409,33
67447,4423,3880
67401,4420,15
67349,4409,30
67495,4423,459
67358,4409,48
67369,4420,13
67445,4422,272
67489,4419,52
67328,4409,117
67375,4423,89
67442,4423,88
67448,4423,176
67353,4409,19
67455,4409,37
67350,4423,201
67477,4422,36
67409,4409,171
67411,4423,692
67427,4422,24
67330,4409,65
67371,4420,71
67472,4409,330
67337,4422,40
67441,4409,20
67470,4423,1
67458,4409,504
67342,4423,120
67397,4422,133
67360,4422,60
67344,4409,17
67384,4423,29
67336,4423,135
67451,4409,76
67404,4409,46
67481,4423,91
67459,4423,46
67331,4409,85
67466,4409,29
67478,4419,155
67370,4420,29
67363,4423,62
67333,4409,9
67422,4422,48
67418,4409,119
67380,4423,20
67473,4423,72
67378,4423,309
67482,4423,30279
67485,4423,167
67456,4420,22
67465,4409,148
67464,4422,54
67413,4409,15
67387,4422,18
67436,4423,40
67440,4409,18
67352,4409,14
67488,4420,37
67324,4409,322
67405,4409,178
67420,4423,86
67468,4420,22
67434,4420,248
67345,4409,315
67425,4419,28
67426,4422,33
67395,4423,30
67415,4409,39
67373,4419,17
67367,4423,106
67383,4423,14
67428,4423,30
67454,4419,15
67480,4423,101
67365,4423,934
67474,4409,289
67429,4423,50
67414,4423,109
67334,4409,7
67325,4423,103
67389,4423,622
67379,4409,58
67421,4423,62
67407,4409,98
67450,4409,46
67362,4422,57
67452,4423,164
67392,4409,27
67430,4422,52
67348,4423,1457
67483,4420,8
67471,4423,716
67460,4423,142
67412,4422,62
67368,4423,149
67355,4420,60
67356,4423,146
67486,4422,139
67341,4409,17
67346,4409,20
67396,4420,14
67449,4409,123
67443,4409,27
67432,4409,25
67381,4409,17
67398,4422,31
67487,4409,104
67475,4409,20
67388,4409,377
67479,4409,46
67361,4423,36
67343,4423,663
67515,4423,29
84143,9305,139
84083,9316,201
85023,5207,20
85014,5207,75
85040,5207,74
85090,5213,411
85011,5203,172
84110,0064,2
85031,5213,210
85024,5203,158
84138,0064,809
84134,9316,52
85098,5210,90
84099,9306,557
84119,0053,472
84091,9316,517
84142,0053,301
85016,5210,187
85045,5203,83
85042,5207,123
85004,5207,214
85094,5207,98
84140,9301,86
67539,4423,223
85034,5210,196
84087,9316,3003
84092,0053,1862
85065,5213,223
85083,5203,153
84080,9305,1245
85018,5203,329
84111,0064,24
85072,5213,59
84118,9306,346
84116,0064,114
84093,9306,108
84103,9306,87
84136,9305,109
84132,9306,1061
68044,4405,60
84094,0064,82
85017,5213,123
84126,0064,100
84079,9306,25
67498,4409,44
68010,4411,74
68013,4418,45
68072,4418,91
67557,4423,55
67501,4423,25
84129,0053,2049
68095,4405,67
85059,5207,222
85039,5213,232
84117,0064,29
85073,5207,57
68056,4411,959
68009,4405,50
68105,4411,16
68102,4411,35
68046,4411,29
68061,4418,22
68028,4405,224
68027,4418,7
67554,4423,65
67506,4423,704
68064,4411,40
68100,4411,11
68073,4411,30
68092,4418,19
68038,4405,94
68106,4411,27
68051,4405,80
67502,4409,18
68026,4405,174
67500,4423,141
67532,4423,103
67556,4423,7
68043,4411,236
68103,4418,38
68068,4411,230
68035,4418,8
68060,4411,234
68040,4411,124
68087,4418,28
68077,4411,17
68104,4405,9
68101,4411,40
68098,4411,35
67523,4409,193
67529,4409,295
68069,4405,79
68058,4411,214
68099,4411,62
67516,4423,31
68085,4411,29
68029,4411,73
67543,4423,144
67508,4420,21
68080,4418,9
67525,4423,137
67546,4409,57
67545,4422,36
67558,4409,32
68081,4411,35
68065,4411,45
68014,4405,27
67526,4423,89
67527,4423,16
68107,4411,22
68006,4411,73
67530,4423,33
68084,4411,103
67541,4409,15
68057,4411,11
67538,4409,123
68022,4411,89
68012,4411,164
68074,4418,20
68096,4418,14
67504,4423,131
67520,4423,494
67536,4409,17
67505,4422,36
67511,4409,47
67524,4409,21
67522,4420,19
67540,4409,54
68037,4405,31
68005,4405,162
68036,4405,133
67510,4409,32
68019,4405,25
68049,4418,27
68015,4411,153
68094,4418,45
68066,4405,6467
68011,4411,122
68039,4411,23
68002,4411,18
68050,4411,35
68082,4411,510
68032,4411,90
67519,4423,679
67551,4423,408
67513,4423,8
68088,4411,85
68016,4411,47
67535,4409,76
67534,4423,60
68007,4405,138
67531,4423,21
67528,4419,28
68052,4411,14
68030,4411,32
67555,4423,18
68078,4405,205
68004,4411,581
67544,4409,650
67514,4420,36
68018,4411,40
68079,4411,16
68042,4418,292
68041,4411,121
67517,4423,53
67552,4420,24
67542,4423,24
68008,4405,27
68062,4411,128
68076,4405,52
67521,4409,42
68034,4418,12
68025,4418,9
68071,4411,30
68083,4405,31
68054,4418,10
68024,4411,10
68086,4411,6
68055,4411,66
68045,4411,30
67507,4422,193
68021,4418,330
67550,4409,166
68091,4411,146
68093,4411,74
68063,4411,997
68020,4411,81
68023,4405,70
68017,4411,42
68097,4405,82
68033,4418,21
68001,4405,64
68059,4411,153
68109,4405,33
67503,4409,8
67548,4423,189
67537,4409,16
67553,4423,15
67559,4409,19
68067,4418,14
68090,4418,69
67509,4420,17
67547,4422,116
68075,4418,38
67499,4422,20
68089,4411,148
84124,9306,131
84148,9305,136
85062,5203,85
85036,5207,43
85074,5207,8
84075,9305,33
84076,9301,118
85005,5207,88
85047,5203,2355
84090,9301,74
85006,5210,148
84104,0064,178
85025,5213,162
84071,9306,394
84127,9316,270
84121,9301,33
85022,5214,96
84145,9306,81
84144,9306,82
84100,9305,5
85096,5203,411
85026,5210,119
85061,5210,72
85008,5210,520
84102,9306,256
85009,5207,62
84086,9306,230
84074,9306,249
85038,5213,137
84112,9306,80
85066,5213,19
84073,9306,170
84072,9305,611
85064,5213,132
84098,0064,72
84096,0064,74
85010,5214,126
85093,5210,56
84107,9306,62
85001,5207,298
84106,9316,267
85080,5207,79
85029,5203,155
85049,5207,98
84149,9316,168
84070,9305,180
85033,5207,32
85078,5207,64
85077,5207,36
85076,5216,424
84151,9301,13
85046,5210,295
84114,9306,36
85056,5207,22
84109,9305,19
84150,0064,145
84069,0064,328
85087,5207,14
85084,5213,737
84077,9305,42
85092,5207,1243
85070,5203,267
85028,5207,29
85095,5203,111
84089,9301,2479
84082,9305,204
84078,0055,287
84135,9316,154
84108,9305,264
85020,5207,228
85086,5210,108
84128,9306,6
84139,9306,111
85071,5203,249
85051,5213,638
84137,0064,982
84123,9306,173
84084,9301,159
85019,5210,561
85003,5210,895
