ZE2020,year,sitadel_monthly_total_autorisee,sitadel_monthly_total_commencee,sitadel_monthly_q1_autorisee,sitadel_monthly_q1_commencee,sitadel_monthly_h1_autorisee,sitadel_monthly_h1_commencee
5316,2023,101528,37404,21789,13468,36845,21662
5317,2023,95632,43741,16770,9610,29416,14558
5318,2023,195771,93609,31234,33261,81977,47995
5319,2023,91521,85361,35963,23407,65348,39506
7501,2023,132702,122342,19775,23728,66559,38381
7502,2023,121303,43304,6292,4052,20102,16915
7503,2023,171820,74579,38865,26771,69568,42201
7504,2023,97191,34732,16781,11534,23239,13212
7505,2023,710262,464050,161183,102861,320532,227174
7506,2023,92262,65781,31376,10110,45183,32551
7507,2023,61023,36147,26530,14114,33299,17053
7508,2023,31226,14226,3800,6479,8913,10403
7509,2023,118636,47966,36738,7875,51169,23692
7510,2023,181970,115596,63387,59264,100214,78080
7511,2023,81261,20503,11358,5093,23990,10358
7512,2023,134574,119612,34722,49768,79735,64539
7513,2023,99719,72039,22125,12118,54318,35241
7514,2023,55908,28234,20205,6319,33379,8252
7515,2023,41412,25476,4536,12375,12332,19861
7516,2023,59102,32809,10498,17862,22350,25736
7517,2023,111445,72212,29194,14432,70656,39160
7518,2023,186801,89947,20101,45789,45280,49930
7519,2023,81833,51999,28119,5607,43921,12196
7520,2023,134742,116847,53425,29387,91474,45267
7521,2023,19365,30881,3767,18788,6548,20484
7522,2023,181636,125932,18645,23796,68546,43342
7523,2023,134591,48181,27577,4623,39774,12750
7524,2023,255500,69186,27910,26249,84475,40200
7525,2023,37098,18787,10943,3978,21925,8542
7526,2023,62361,50770,25243,31953,42080,38090
7527,2023,50656,19373,6946,8441,22246,9818
7528,2023,80559,84339,26117,19772,45661,27977
7529,2023,27507,15809,5685,3675,13010,7699
7530,2023,38669,34159,8939,17192,10328,27174
7531,2023,41154,25388,19123,5850,23721,10648
7532,2023,114440,123417,61212,43747,78168,62182
7601,2023,41405,34993,6014,5843,14904,13308
7602,2023,155842,60044,19595,19233,47591,33265
7603,2023,41016,21732,7723,6152,18324,11424
7604,2023,164747,52447,39327,13222,82793,22725
7605,2023,20950,5393,1682,1728,8311,3628
7606,2023,121091,71462,36989,9572,61584,30872
7607,2023,46394,25432,14704,6326,22063,11629
7608,2023,97332,93916,37890,5896,52313,13014
7609,2023,79638,37550,17408,12837,62768,20545
7610,2023,89189,65537,11855,17749,47716,34085
7611,2023,34129,38514,6781,26092,12399,28763
7612,2023,75243,78069,18844,12043,29682,50542
7613,2023,49833,20861,19995,7775,29256,12539
7614,2023,43456,14414,4140,3231,13572,5978
7615,2023,254781,91872,99224,33495,143443,47408
7616,2023,393847,213688,90977,46175,149916,76623
7617,2023,112066,64672,19370,22587,31904,43151
7618,2023,170028,118610,41438,38761,62659,59868
7619,2023,33207,16538,12733,8587,21166,11550
7620,2023,287221,141878,83382,52682,160259,85151
7621,2023,117409,80174,19984,32711,42678,44455
7622,2023,77235,41793,15543,6338,27408,20564
7623,2023,37848,20516,8811,4456,16787,8914
7624,2023,121965,57521,32594,15521,50047,39945
7625,2023,752187,503257,165490,159926,323490,304590
8401,2023,126880,69077,31628,14094,56057,35986
8402,2023,59564,33001,16825,9560,31065,16751
8403,2023,25791,23344,3549,7900,11954,14822
8404,2023,18710,7994,8724,149,10270,5100
8405,2023,240548,141768,99332,31040,152171,44799
8406,2023,130972,100434,30851,45536,70670,71372
8407,2023,146390,43952,32966,9648,64172,17803
8408,2023,358389,181620,122679,28864,183414,52173
8409,2023,250501,176463,48304,65135,82065,78627
8410,2023,41723,28214,3536,7855,17373,16776
8411,2023,21407,15873,4399,273,9643,3515
8412,2023,37302,39444,7036,5414,21071,11708
8413,2023,101952,69688,18825,25839,40829,52173
8414,2023,40931,25884,7181,2185,17102,6291
8415,2023,119270,74517,2875,3123,67451,15431
8416,2023,145474,101462,36684,14923,69220,35234
8417,2023,55965,27473,18113,3508,27596,12399
8418,2023,37883,19609,12418,9189,26604,12047
8419,2023,56378,36015,9689,8936,21466,16270
8420,2023,41324,26174,7403,4180,16039,11179
8421,2023,949362,604744,239800,126575,470300,282260
8422,2023,145236,32085,15263,16096,121720,20667
8423,2023,47030,16818,7612,4678,12338,8959
8424,2023,115551,21585,17621,5724,28850,14529
8425,2023,60431,16443,618,7607,40403,10097
8426,2023,100893,53153,27178,16634,48832,29165
8427,2023,75782,13150,12830,3926,18617,8502
8428,2023,294892,162332,53517,37599,146722,74004
8429,2023,29569,25378,6082,8865,10919,12012
8430,2023,32618,27826,12289,10550,17004,13100
8431,2023,184940,85315,52148,31700,97010,43694
8432,2023,76448,39524,8701,5008,25014,13748
8433,2023,125989,60723,35826,16517,63369,27812
8434,2023,162114,76388,90113,11503,107526,34442
8435,2023,93200,47601,14681,12600,38641,23914
9301,2023,153779,108598,42588,23248,86792,45462
9302,2023,22591,15359,3647,6318,14320,8410
9303,2023,44908,30919,8872,8697,14273,15619
9304,2023,142956,74293,12990,48511,42397,54235
9305,2023,74134,44827,8455,6897,15113,18572
9306,2023,151018,102634,25072,36149,51349,69869
9307,2023,37315,19918,12439,5711,20525,9124
9308,2023,32389,24201,10450,9054,16727,18291
9309,2023,32708,25195,6584,11436,16365,16832
9310,2023,49125,40779,12669,4550,26877,18804
9311,2023,48585,34094,19552,6391,25775,13471
9312,2023,356754,241334,88734,70840,208070,164559
9313,2023,234441,54124,138684,21780,172937,28647
9314,2023,10328,1984,6113,963,8009,1984
9315,2023,178497,139208,109709,81200,124224,102667
9316,2023,14422,11162,2265,3119,6853,6012
9317,2023,29707,14236,7293,4137,15120,7756
9318,2023,120588,101951,25749,14905,47547,50618
9401,2023,47871,20242,15849,7207,23677,13338
9402,2023,28750,18785,2938,7184,7863,11317
9403,2023,7984,7527,1925,726,5037,1822
9404,2023,2659,1148,222,103,2639,520
9405,2023,18941,12595,6751,1678,11571,5830
9406,2023,16175,9790,3167,4630,8172,5378
9407,2023,11790,1502,1280,1172,8401,1298
0051,2024,57901,37378,13050,12385,24504,18324
0052,2024,321921,74112,22082,11732,99983,12666
0053,2024,160667,142514,51240,55886,113882,100324
0054,2024,304137,92633,36421,7999,71376,29591
0055,2024,117590,35177,9828,10514,39824,10568
0056,2024,27645,14575,9891,7379,12637,9028
0057,2024,130853,57145,94764,31802,109157,44252
0058,2024,24759,13556,8318,4660,14154,6076
0059,2024,111351,50042,34156,9284,59622,25948
0060,2024,49239,23471,10313,6219,23354,16185
0061,2024,46910,17879,4771,3086,23632,7891
0062,2024,59152,29261,8355,4985,20906,11889
0063,2024,54741,52977,23886,21549,32041,32280
0064,2024,31745,14505,6310,5688,19062,9847
0101,2024,1625,313,114,0,444,230
0102,2024,12073,4225,5638,1547,8110,2308
0103,2024,1541,1028,293,0,1422,0
0104,2024,78261,27997,8430,4842,38406,14767
0105,2024,24727,799,897,92,11046,193
0201,2024,5069,4944,2877,719,3909,1891
0202,2024,38466,20399,12540,2002,21300,11935
0203,2024,1234,2,38,0,558,0
0204,2024,6732,1632,3659,79,4627,1559
0205,2024,6461,4429,3009,991,3894,991
0206,2024,12061,8620,5470,852,8393,4967
0301,2024,27757,15570,1565,1451,2456,6538
0302,2024,58597,872,15,314,1081,314
0303,2024,8699,110,0,0,5107,0
0401,2024,48604,32488,23348,11445,24932,20601
0402,2024,69405,43564,13816,19201,26048,25654
0403,2024,71735,12778,9281,5512,21589,6840
0404,2024,129892,101752,53124,25508,80521,44527
0601,2024,82846,33848,34560,3894,42518,30216
1101,2024,250923,121315,106053,16454,151444,36287
1102,2024,66871,25732,9477,1863,40501,20437
1103,2024,66194,13915,41307,1789,51799,4079
1104,2024,138081,74040,29780,20287,53988,33633
1105,2024,102261,20211,10480,3066,65565,16605
1106,2024,334322,92428,92948,20683,159190,46498
1107,2024,38562,20521,12374,13616,23550,15967
1108,2024,58919,37954,2787,10508,32444,14728
1109,2024,1624142,1382077,424753,469628,735343,837204
1110,2024,19558,3690,1426,156,8339,1827
1111,2024,15976,11950,8652,980,11306,7960
1112,2024,532278,215717,109372,44674,248603,88410
1113,2024,251167,186678,103921,43707,181010,55715
1114,2024,229857,203076,56451,48369,125715,76459
1115,2024,158430,111372,50281,9343,107972,34739
2401,2024,99866,51459,20637,9392,47387,17447
2402,2024,161679,68887,31323,6440,49432,30439
2403,2024,260904,35073,113101,5482,133072,14086
2404,2024,21545,9299,2726,1229,6034,2455
2405,2024,94576,69153,20157,18104,45419,35654
2406,2024,47694,11281,26720,5792,31176,7722
2407,2024,24635,14937,4474,8651,8516,12091
2408,2024,55150,49318,10399,2422,16813,6967
2409,2024,44598,22161,4475,4023,14988,11100
2410,2024,369602,120392,46522,44314,109749,66857
2411,2024,45002,19874,4290,1311,13181,3940
2412,2024,63879,24836,10864,7259,29284,9829
2413,2024,325140,162526,53038,62850,114713,80793
2414,2024,29678,32110,5162,20159,7719,23034
2415,2024,13681,3748,2944,636,5046,1633
2701,2024,4331,3020,463,1148,1034,1432
2702,2024,78934,20267,13978,6671,36000,9082
2703,2024,10971,3781,3501,2535,4939,2545
2704,2024,91609,49887,13527,11694,61908,35726
2705,2024,60258,30814,8510,4421,24039,12535
2706,2024,155130,99417,45633,26591,84470,53868
2707,2024,223112,110708,69176,48989,112938,57373
2708,2024,30397,20083,7655,8714,13345,10737
2709,2024,20142,16370,2212,9924,12832,15898
2710,2024,103884,33995,4764,5569,81769,24931
2711,2024,144443,100454,24377,10297,52992,60126
2712,2024,36790,17380,7738,9009,17674,13171
2713,2024,88370,59051,21977,11130,47599,30912
2714,2024,114695,42380,10355,28165,23352,30074
2715,2024,121831,64007,27711,24838,55146,34795
2716,2024,22250,11888,2711,1268,8145,5604
2717,2024,199064,21335,67060,3116,179262,17404
2718,2024,79953,36537,17371,14876,39301,26192
2801,2024,16578,14319,8670,3463,11088,11679
2802,2024,50062,41699,9029,11223,26545,27180
2803,2024,39700,10859,14215,3552,23970,5680
2804,2024,331514,195417,98920,59923,149533,122396
2805,2024,81980,40131,28162,4696,45209,23764
2806,2024,36878,19869,7937,7659,18470,10943
2807,2024,112134,29670,8637,5569,51887,12739
2808,2024,64801,27868,22312,4885,46743,11183
2809,2024,54907,45832,10919,4787,19158,15074
2810,2024,45707,18058,12362,3254,29312,9329
2811,2024,61575,56126,5108,1106,23053,3995
2812,2024,15865,9142,2048,1768,8164,3259
2813,2024,127608,110071,17230,40659,68598,59467
2814,2024,48881,21302,6626,4897,26238,6592
2815,2024,403929,212222,45288,41829,167487,101514
2816,2024,61481,31635,19627,11333,37941,18980
2817,2024,71974,33380,18033,3860,26807,19581
2818,2024,23308,14426,2158,4949,4451,6451
2819,2024,148677,78840,24320,14589,58747,33595
3201,2024,35178,23429,7773,11686,21238,17160
3202,2024,229503,127389,28736,80385,112376,93557
3203,2024,157960,80611,36749,35338,102406,48771
3204,2024,63964,25248,13751,4308,37938,7475
3205,2024,112898,64528,44195,23857,76188,39771
3206,2024,58578,27809,7817,9010,18968,13159
3207,2024,181512,20459,44093,11329,81271,15484
3208,2024,71439,31185,9593,13956,42069,18183
3209,2024,104257,4160,5485,75,12987,1939
3210,2024,60361,40750,11648,6648,32517,17442
3211,2024,139353,37129,14896,6873,56741,16436
3212,2024,178938,163971,16600,37774,33540,42891
3213,2024,1087993,107176,140537,29493,171477,51370
3214,2024,136534,15194,104266,9401,117995,13580
3215,2024,332394,90582,30972,11870,82114,24364
3216,2024,409532,235484,95946,52166,159867,112094
3217,2024,106268,21189,14430,6343,34953,15717
3218,2024,116086,53779,17686,21564,34591,28985
3219,2024,98163,31156,34768,7247,44918,14932
3220,2024,83966,85326,30714,54932,48624,73100
3221,2024,83781,31154,9431,14967,31433,19433
3222,2024,122182,170948,32137,24391,80268,133458
4401,2024,77542,52181,12409,2811,53720,27587
4402,2024,79539,111238,6327,44143,26689,64648
4403,2024,56314,31511,3778,7793,30833,10461
4404,2024,40031,21979,7050,3568,14944,13055
4405,2024,103564,35047,28554,11414,57730,13959
4406,2024,68363,53917,21994,22750,35392,33637
4407,2024,122015,37441,25646,13283,49230,25209
4408,2024,35317,17263,3478,5486,10932,8585
4409,2024,199240,182293,51102,36989,129608,79810
4410,2024,181498,97572,27190,25168,54342,58059
4411,2024,143806,83090,37930,25784,84737,55291
4412,2024,229448,128753,46633,27093,111254,46001
4413,2024,186896,99913,56126,33316,90654,48767
4414,2024,38943,18789,8189,2900,19868,5733
4415,2024,28744,22925,7201,354,11551,3776
4416,2024,66999,18645,11936,4479,21199,9122
4417,2024,37471,23760,13826,5706,22417,7474
4418,2024,165243,41217,12804,18615,20181,36394
4419,2024,39233,20867,6416,9059,13040,10688
4420,2024,44895,42234,19116,22692,32010,25126
4421,2024,39116,12637,4421,3550,13203,6334
4422,2024,46989,75089,14301,15290,25444,26201
4423,2024,354627,262271,111301,86767,185590,146518
4424,2024,183109,57478,64625,14486,80765,19155
4425,2024,131606,129372,21528,79867,41872,104388
4426,2024,53852,26781,10979,3015,27327,12356
4427,2024,33266,10655,3530,1716,13165,5417
5201,2024,96774,76078,24264,15836,47437,40249
5202,2024,277264,177836,45560,28875,85384,74443
5203,2024,65246,56623,23998,19931,39933,34388
5204,2024,68963,46500,8490,8556,35960,12756
5205,2024,38985,13295,10370,1937,12389,4557
5206,2024,132225,125923,18477,19970,60525,86786
5207,2024,239498,143658,23606,24043,69421,46069
5208,2024,186588,14052,3332,4237,10484,9544
5209,2024,34218,23030,13557,2331,16931,12627
5210,2024,183198,151952,71458,11742,105309,98541
5211,2024,140822,112959,67134,36206,84023,92406
5212,2024,194604,100240,49713,23251,82519,34186
5213,2024,183297,109970,32877,58133,87162,77242
5214,2024,77261,48333,20597,9053,37894,15304
5215,2024,78084,45786,21808,15565,44870,19746
5216,2024,613092,276477,152950,63681,311047,134415
5217,2024,30751,73474,5603,8949,11643,16927
5218,2024,150146,40789,56308,7850,121378,13952
5219,2024,156255,82605,27261,12385,47475,28360
5220,2024,105301,42833,11292,22952,25894,30292
5221,2024,109953,35773,49493,5798,55028,29189
5301,2024,37810,45850,9911,13075,16010,32526
5302,2024,316553,138660,66507,39711,156806,87518
5303,2024,124666,47449,25333,8318,41405,31632
5304,2024,73552,51680,26327,14019,42208,26185
5305,2024,54699,7890,4039,3018,8781,4910
5306,2024,27071,18131,3564,5721,8777,12938
5307,2024,71301,61286,19156,22038,33836,29502
5308,2024,79160,46637,14462,19018,27778,31134
5309,2024,108671,76538,25788,26417,48304,53741
5310,2024,190320,114302,53308,16319,124984,29499
5311,2024,80465,69775,17593,13298,44701,32113
5312,2024,216713,115197,81761,24261,117368,40922
5313,2024,179166,107692,28611,34919,76185,70931
5314,2024,84739,34340,24996,4119,60363,17766
5315,2024,525115,291591,111979,71213,211269,177351
5316,2024,99783,70088,15148,26257,44216,48219
5317,2024,87170,69594,39418,20731,48934,36637
5318,2024,140905,98667,29319,41771,75798,62542
5319,2024,127817,31477,6624,5873,23160,15481
7501,2024,98547,89255,18839,31240,41260,53095
7502,2024,125742,38424,13632,4946,40286,9219
7503,2024,162630,63341,37283,18055,86259,31614
7504,2024,62887,19418,11489,11939,22533,14568
7505,2024,769067,307504,151545,52086,319709,108938
7506,2024,94966,37918,18439,9935,46850,22712
7507,2024,67622,27952,18093,3191,26745,14263
7508,2024,17868,11177,2512,3516,3484,8463
7509,2024,123985,40812,10321,16560,56513,24898
7510,2024,162363,71371,67601,29873,109043,42817
7511,2024,50353,27541,16228,4723,25282,18420
7512,2024,125368,92035,34462,15552,59415,35328
7513,2024,99693,39946,16024,10442,52094,19351
7514,2024,64469,37228,11740,7054,27119,10298
7515,2024,32919,22846,14130,6835,18251,15609
7516,2024,74217,33112,14128,4875,25909,11370
7517,2024,106228,58622,24733,10134,66487,29166
7518,2024,221413,137773,120036,9717,137235,18373
7519,2024,141622,34999,30588,9476,42249,15708
7520,2024,109203,47939,25271,5780,56796,26123
7521,2024,46941,11259,13457,1341,18496,3800
7522,2024,121799,64038,38755,19432,69363,29691
7523,2024,79575,35454,13393,7054,34453,22390
7524,2024,149808,107276,43971,28260,86677,51058
7525,2024,19724,11678,3518,4009,10357,4743
7526,2024,85810,29896,11415,4122,62004,12860
7527,2024,40115,21866,12743,2260,19775,13649
7528,2024,71452,53528,13111,7673,29618,29985
7529,2024,34836,7788,6042,2741,15019,3723
7530,2024,36854,25888,6052,15498,13721,16703
7531,2024,33417,16792,9691,6872,17052,9669
7532,2024,88619,55723,11010,40271,51275,46225
7601,2024,51686,21278,9069,899,33664,12554
7602,2024,165736,92370,16779,31856,79735,58113
7603,2024,73590,18476,15431,4917,38795,8992
7604,2024,162922,76257,39861,5743,105782,24150
7605,2024,21673,14801,6180,4812,9131,5089
7606,2024,133710,69724,49173,17550,85283,42193
7607,2024,64067,17507,10813,5898,31048,11745
7608,2024,274157,89679,43495,13095,125047,54661
7609,2024,134262,76444,8507,7299,63022,42776
7610,2024,120352,68729,42212,16539,73147,42765
7611,2024,73699,37787,6806,8204,28724,24358
7612,2024,72111,43255,17682,16264,37690,24204
7613,2024,49879,19176,10764,3722,20540,12463
7614,2024,52265,27609,12415,15623,22223,18694
7615,2024,159784,87410,25500,15202,72397,35404
7616,2024,405637,247658,73345,45519,209246,104360
7617,2024,66427,26837,11853,5607,25466,9064
7618,2024,109798,56276,8049,26609,35519,37094
7619,2024,63716,19052,15932,5010,29521,8671
7620,2024,348843,104005,55832,36430,129580,64821
7621,2024,168603,115110,45099,44708,72278,55245
7622,2024,79701,56531,27845,11563,42774,22468
7623,2024,27544,23279,5754,9773,11098,12928
7624,2024,121632,63814,36772,17189,59319,35870
7625,2024,832735,442610,156802,141469,353278,266704
8401,2024,153780,105526,52045,37318,72442,58128
8402,2024,47817,37823,9917,12579,20101,17600
8403,2024,57717,21300,16274,10860,33020,14430
8404,2024,22428,5775,5309,724,6866,4164
8405,2024,170526,98017,52327,36063,87212,57973
8406,2024,109516,75305,32725,24524,59742,45462
8407,2024,160488,56996,59524,16217,80643,44635
8408,2024,239553,161940,74207,53301,116349,113348
8409,2024,184091,222619,39051,32532,88813,74159
8410,2024,78365,53625,8818,6915,55631,15584
8411,2024,18705,14429,5957,7279,13585,11065
8412,2024,48675,17630,7697,3003,19944,9741
8413,2024,127395,46795,27114,7226,69362,15975
8414,2024,61700,29731,7079,3101,15589,8442
8415,2024,59134,25271,8932,3031,30407,16403
8416,2024,173510,57094,53275,21343,85568,28240
8417,2024,59689,24813,11473,7568,33074,10208
8418,2024,28384,10827,6870,4128,10486,5144
8419,2024,98634,28483,25859,7477,38491,17365
8420,2024,88226,43572,13279,11353,37882,16566
8421,2024,842674,552145,175991,174250,369023,253320
8422,2024,54142,140695,7661,43412,17231,51775
8423,2024,35700,31414,14196,18162,18011,25608
8424,2024,42992,100995,17518,9441,24890,22092
8425,2024,34770,15562,2458,3221,22639,7863
8426,2024,113851,52875,59238,12350,69327,24229
8427,2024,69403,44843,32214,9782,41171,18033
8428,2024,229164,137152,77119,32735,121866,61604
8429,2024,53033,19896,10900,2602,28497,9168
8430,2024,48000,29340,21914,5892,25922,9983
8431,2024,271483,142374,98740,41266,168516,63172
8432,2024,95519,43767,22491,8693,46491,16953
8433,2024,161816,54955,25722,21360,95779,32573
8434,2024,103884,58869,34251,16606,49745,23916
8435,2024,154599,66729,38436,15536,67496,23734
9301,2024,204853,62668,51525,27795,105878,45099
9302,2024,33037,13534,1128,1130,11450,11232
9303,2024,58388,36484,10917,10052,20352,12372
9304,2024,142805,55851,10911,18064,41589,31145
9305,2024,177480,45971,104315,3663,130435,10902
9306,2024,127438,77042,28392,35995,50897,48871
9307,2024,48129,18422,9334,1319,23426,7174
9308,2024,47725,21532,9843,4210,19020,10717
9309,2024,56639,14498,12419,2433,38862,11680
9310,2024,40326,46108,8912,5123,17452,19847
9311,2024,34834,17862,8865,8505,19613,10175
9312,2024,368843,172418,99503,49394,179477,110658
9313,2024,446360,137201,73389,62722,99061,97519
9314,2024,12802,2214,5761,257,7347,838
9315,2024,154480,41904,16292,11151,39021,20607
9316,2024,38726,19592,10022,5820,19097,9836
9317,2024,38307,6541,6687,1000,23510,2862
9318,2024,171734,100233,43512,26584,83562,48894
9401,2024,53522,20473,20181,948,25464,3096
9402,2024,56943,18050,1804,2852,16004,8952
9403,2024,27736,11734,5775,611,7655,1740
9404,2024,1366,540,533,0,919,409
9405,2024,18868,5657,2590,1099,5354,2148
9406,2024,14137,1836,3894,544,6138,747
9407,2024,6400,2766,1579,1655,2274,2479
0051,2025,88407,55059,30227,6784,41103,16883
0052,2025,192661,212288,36164,44217,155856,121698
0053,2025,141289,78969,44182,15454,73352,32153
0054,2025,170892,199872,34306,134925,74982,159521
0055,2025,29010,107570,1376,85350,5382,88265
0056,2025,58467,17349,8319,492,50793,8977
0057,2025,58815,34903,35033,19317,42430,23367
0058,2025,44364,27837,9485,11297,19405,15325
0059,2025,93379,41583,15956,5856,35660,14521
0060,2025,53234,30141,25403,4178,34554,10632
0061,2025,29662,14222,3423,4181,15912,7593
0062,2025,73552,45687,10671,18968,30778,22059
0063,2025,67173,28118,13538,4479,28259,13413
0064,2025,30856,20763,4443,3796,11867,6847
0101,2025,1691,0,12,0,655,0
0102,2025,13473,1769,4839,1085,6878,1181
0103,2025,441,376,158,16,348,309
0104,2025,78361,17692,23734,5323,26817,7462
0105,2025,15171,20130,4927,886,7425,10325
0201,2025,10631,1898,1778,187,3500,357
0202,2025,52383,33368,8063,4107,12024,9708
0203,2025,804,2235,190,1686,751,1686
0204,2025,4503,3033,1393,0,1702,0
0205,2025,15479,1875,10915,210,11400,299
0206,2025,9198,8023,3294,736,5865,2365
0301,2025,108147,19491,50968,16510,69159,18911
0302,2025,23784,2163,6308,0,7754,0
0303,2025,6202,214,1876,214,3560,214
0401,2025,74421,24250,19662,2978,32692,7173
0402,2025,120096,86582,21614,10675,51884,18801
0403,2025,43908,29555,16546,10108,26010,14235
0404,2025,149323,64502,21356,16929,46055,37797
0601,2025,77919,18682,25147,0,40981,631
1101,2025,164681,228662,37497,39004,84872,168590
1102,2025,98341,9166,9769,589,11051,640
1103,2025,31801,9949,6639,3928,13960,6942
1104,2025,302526,193271,44498,19176,77506,48636
1105,2025,65607,25992,21694,8095,35321,13373
1106,2025,187206,121270,32280,48778,119698,67611
1107,2025,62155,11930,9786,5648,15913,8162
1108,2025,60065,25189,19528,7708,33140,9652
1109,2025,1731047,1073120,254269,275967,625734,572828
1110,2025,97174,17340,6653,2653,9183,4571
1111,2025,23340,11740,4135,2721,13755,3955
1112,2025,451631,389221,181140,30792,253353,100830
1113,2025,281137,211337,130227,26332,183879,87835
1114,2025,276883,172799,29824,25370,107288,37079
1115,2025,149767,99741,31363,30123,59247,49907
2401,2025,86331,59912,15466,12844,38229,28218
2402,2025,125744,52749,33034,14734,54867,32642
2403,2025,146212,114142,29219,28258,68166,82723
2404,2025,68079,14258,9877,6667,19959,7188
2405,2025,196607,51896,19021,10997,39405,33815
2406,2025,16127,10081,4737,1588,9881,4297
2407,2025,48853,41081,11325,11669,22920,22533
2408,2025,28541,13052,1912,523,4305,1182
2409,2025,167785,21357,35551,4176,43636,12340
2410,2025,271773,354896,119506,13657,179762,89427
2411,2025,55773,24158,4768,11578,14428,14218
2412,2025,73189,21379,3856,8694,52504,10877
2413,2025,367823,119152,63619,31131,184158,55374
2414,2025,73019,19719,7782,8987,15183,13677
2415,2025,25705,13023,3007,2426,11186,6870
2701,2025,13323,2223,2811,767,5347,1536
2702,2025,89370,68139,8398,7938,48073,22572
2703,2025,23367,3029,4808,700,6961,1109
2704,2025,112978,24342,35246,2674,68407,4821
2705,2025,68571,46766,17270,23192,39284,28797
2706,2025,123342,117372,33422,46524,75507,74956
2707,2025,101947,94706,12098,41953,42968,56199
2708,2025,43434,21787,7698,3966,18737,6018
2709,2025,24562,10220,5055,6101,9216,8457
2710,2025,53766,76656,12094,4260,21697,7203
2711,2025,150552,75657,32789,20359,77288,34572
2712,2025,43660,42690,12138,12904,26327,23215
2713,2025,97120,44727,21371,9583,49041,24531
2714,2025,49008,23968,18046,9795,24559,18812
2715,2025,87467,55372,13868,12408,39048,22642
2716,2025,29876,9651,2644,746,10775,1264
2717,2025,81629,24853,61180,9720,64750,14444
2718,2025,71313,35041,13539,7894,41758,14617
2801,2025,24731,14233,8149,5121,14652,11475
2802,2025,64035,43514,12727,12128,24876,17762
2803,2025,387043,5492,9312,832,21263,2775
2804,2025,304006,208171,88091,41284,166063,102452
2805,2025,86825,54451,18020,12068,36737,26434
2806,2025,48762,16125,11693,5033,19346,8926
2807,2025,86542,69480,25545,12583,36530,16053
2808,2025,70726,28738,19188,9448,32678,17076
2809,2025,39013,22705,15020,5455,20736,10617
2810,2025,31778,37931,7210,6042,15276,15550
2811,2025,44820,49264,7052,17338,30809,28055
2812,2025,28672,17016,7826,3463,15798,11375
2813,2025,192235,132115,80790,80781,100862,105973
2814,2025,66681,31762,13225,10768,24018,14530
2815,2025,333331,239833,72272,90392,120552,163918
2816,2025,86935,44526,17349,3485,44968,15804
2817,2025,47795,29307,16514,3736,30177,6798
2818,2025,25142,9483,4108,3764,12737,5066
2819,2025,94338,30244,15270,9603,39973,14243
3201,2025,58379,27644,11876,14390,23889,19369
3202,2025,693626,124007,474863,47130,522651,76557
3203,2025,167036,74754,32812,15406,72799,43610
3204,2025,56398,26719,15813,13540,29568,16242
3205,2025,180248,61093,89618,20152,109903,37650
3206,2025,60778,38553,24663,3951,32522,12022
3207,2025,115153,51986,10029,4057,25747,12660
3208,2025,194532,18361,10176,4829,160287,7138
3209,2025,42365,7790,9443,3813,21470,4421
3210,2025,79371,27949,9521,3983,17658,10859
3211,2025,162618,40701,119077,14830,145952,18531
3212,2025,215435,55450,15247,4194,38154,20033
3213,2025,434902,111150,29254,35599,57424,58711
3214,2025,24794,29313,5419,6241,14002,12389
3215,2025,176406,117540,30317,26961,66831,33706
3216,2025,389509,323611,65397,106516,151406,158866
3217,2025,78378,41006,19943,13985,33550,20320
3218,2025,150208,104986,38394,45091,50180,65629
3219,2025,125470,56238,28559,3826,53121,14304
3220,2025,201211,46677,54008,7617,81987,24226
3221,2025,93143,49099,11148,3930,29608,6040
3222,2025,144921,111983,44204,9549,76132,37173
4401,2025,31973,22977,8129,2616,26442,10017
4402,2025,47593,38130,15884,20861,22798,33877
4403,2025,50594,17377,8270,7816,15166,11505
4404,2025,105683,48376,9677,9260,26349,10885
4405,2025,131318,48605,26067,11075,51185,19911
4406,2025,55952,31160,9175,10291,19592,19251
4407,2025,138744,76117,19397,31651,89243,47956
4408,2025,24121,14134,8834,4046,14036,7307
4409,2025,129098,68194,55231,10822,78199,36063
4410,2025,319369,204748,40809,22363,238486,55359
4411,2025,233371,164737,99891,11740,127317,54582
4412,2025,299521,163448,32109,22903,110905,59164
4413,2025,226962,120721,22512,28025,110470,36737
4414,2025,33868,14890,9819,7945,22191,10426
4415,2025,20257,13547,7422,3282,9494,4168
4416,2025,55385,25183,9711,6720,31870,12225
4417,2025,32921,27241,11270,13438,19756,20259
4418,2025,29702,30271,12833,25281,19217,26481
4419,2025,54433,20109,23043,10706,34823,13927
4420,2025,214072,24328,185486,11697,192499,16537
4421,2025,31113,12084,12336,4746,19740,7803
4422,2025,64091,40306,15771,9134,49664,18641
4423,2025,325743,215713,92194,44251,181505,90793
4424,2025,221937,72965,29205,31727,84449,44373
4425,2025,97945,32983,19647,4019,47205,16265
4426,2025,44046,19653,2959,3436,13200,9843
4427,2025,22393,33007,5788,8870,11065,18805
5201,2025,79338,70414,13885,14335,25484,23759
5202,2025,313055,155411,61146,39891,114419,70145
5203,2025,175940,67665,44296,15228,73245,27662
5204,2025,28838,25377,6437,4520,12451,14581
5205,2025,41652,47689,13412,19268,26918,38894
5206,2025,201515,188293,53640,44290,117656,76260
