ZE2020,year,sitadel_monthly_total_autorisee,sitadel_monthly_total_commencee,sitadel_monthly_q1_autorisee,sitadel_monthly_q1_commencee,sitadel_monthly_h1_autorisee,sitadel_monthly_h1_commencee
8430,2021,45744,21749,9303,1338,16450,14107
8431,2021,252746,96546,75527,18855,126912,54140
8432,2021,97891,57218,9932,10492,24328,26098
8433,2021,227944,154142,18081,15175,82050,59161
8434,2021,158981,79071,35676,13577,53688,46208
8435,2021,138990,66465,24651,21677,50704,39409
9301,2021,237291,120972,81905,28555,120929,65806
9302,2021,19203,12190,2261,6529,3710,10251
9303,2021,75448,30019,10990,11394,26416,16329
9304,2021,162689,123275,32060,28963,69070,69450
9305,2021,115449,85172,14295,4777,68101,13077
9306,2021,112097,70926,29284,13144,56169,17438
9307,2021,54377,18589,7009,2046,15469,5845
9308,2021,102930,21485,3076,7832,16636,10245
9309,2021,35266,62104,4006,5263,17713,36595
9310,2021,63615,57008,11772,29382,29121,34682
9311,2021,51379,35520,4980,4628,19199,15103
9312,2021,318029,240300,74942,68301,142071,123506
9313,2021,367318,106596,31373,23422,129503,38300
9314,2021,6688,4918,759,947,1786,2086
9315,2021,152385,91859,75482,7549,86945,78196
9316,2021,28307,24117,5617,6462,9565,9908
9317,2021,16856,10613,2284,3377,6610,6532
9318,2021,143543,124962,30121,28573,73497,53044
9401,2021,26475,25160,4773,2586,15966,6751
9402,2021,79243,11204,7391,2509,26732,5809
9403,2021,10689,2510,1465,0,3459,0
9404,2021,3643,5485,840,915,1092,1489
9405,2021,18631,12091,6215,4088,8495,7485
9406,2021,23367,9956,3650,2673,10366,4385
9407,2021,10194,2235,332,290,1387,290
0051,2022,65329,54279,16729,29174,29249,31954
0052,2022,152240,126945,20745,38847,65518,103806
0053,2022,480510,192387,70709,51587,135300,109880
0054,2022,423252,141405,78854,13233,111652,89224
0055,2022,129179,116912,17154,809,25698,12490
0056,2022,23128,12273,2389,3516,7525,5837
0057,2022,155180,34070,17410,14771,122859,16129
0058,2022,27344,37884,8669,982,11790,18493
0059,2022,178360,47960,18076,13132,37455,30437
0060,2022,45410,32555,12280,7860,21727,22413
0061,2022,33183,27792,8738,3743,17576,10614
0062,2022,43983,26412,14452,7586,26696,18056
0063,2022,48570,24980,15268,10072,27415,15375
0064,2022,51288,22296,11698,9855,25712,17070
0101,2022,868,1546,40,0,510,98
0102,2022,27760,22497,9012,4840,21635,8603
0103,2022,2640,482,2263,402,2440,402
0104,2022,108274,78138,29381,11612,47252,29864
0105,2022,17067,9989,3817,4150,7900,6331
0201,2022,12187,8612,1953,4164,6848,6399
0202,2022,40781,12445,9534,5121,13004,6021
0203,2022,422,0,16,0,281,0
0204,2022,4427,1412,494,267,630,1123
0205,2022,10560,3588,1276,666,5412,1681
0206,2022,45133,13373,13235,1136,16162,3819
0301,2022,68053,23530,24064,605,33577,14419
0302,2022,11916,3426,9286,172,9286,1180
0303,2022,11292,214,8508,0,10249,74
0401,2022,37932,59227,14206,10387,24702,41081
0402,2022,58970,82533,20825,20563,34287,44041
0403,2022,69461,60786,25273,6361,33649,42718
0404,2022,162346,119433,47679,26839,80295,76616
0601,2022,60309,45481,11682,7383,26649,17653
1101,2022,267549,307662,59867,47069,146846,167678
1102,2022,26466,10330,2312,553,6579,3543
1103,2022,36001,38945,4723,5943,20500,18353
1104,2022,208553,226665,34997,38955,77391,130361
1105,2022,54971,30130,10372,7660,27803,23758
1106,2022,232320,175614,50038,34154,120739,57570
1107,2022,108268,124030,39417,22353,50984,36086
1108,2022,204119,177004,157657,7883,174482,161488
1109,2022,1954797,1399360,304021,277232,995105,594917
1110,2022,45339,19130,3295,5777,17682,7811
1111,2022,17175,92990,2213,87456,7501,89480
1112,2022,590622,249932,73139,106094,142236,145511
1113,2022,315831,290145,52928,70302,116642,183783
1114,2022,381001,154996,115570,35652,169921,89733
1115,2022,265476,137706,45553,25030,113279,53528
2401,2022,207876,130997,63548,17713,88677,66852
2402,2022,193673,77738,38007,21883,149291,49061
2403,2022,108491,373725,25398,309929,31951,335134
2404,2022,27548,46408,12762,6163,21732,15676
2405,2022,88620,55030,25464,12891,46820,29444
2406,2022,12606,23905,5517,1945,7290,4686
2407,2022,72275,61586,14096,28678,29343,45978
2408,2022,55109,28961,2981,7146,8555,18243
2409,2022,164180,43969,9844,7760,20968,34882
2410,2022,336149,125777,66532,38132,97401,63969
2411,2022,110724,107361,3753,73871,9404,105146
2412,2022,45706,46584,9620,18108,21622,28064
2413,2022,584819,247765,45636,20414,223312,67371
2414,2022,30570,13600,14235,1758,17747,6090
2415,2022,16450,10822,7510,1370,12327,6761
2701,2022,10102,3486,2114,1122,4830,1884
2702,2022,52047,28466,10059,8147,24358,18183
2703,2022,16616,9091,4901,1892,6572,5591
2704,2022,62168,52877,12068,9870,26584,23706
2705,2022,117023,78892,31160,19627,64264,45391
2706,2022,204022,134738,56239,37015,107687,86509
2707,2022,102742,67981,14661,14890,47184,55398
2708,2022,33137,19633,12414,3802,15510,10443
2709,2022,23812,11397,6204,2525,13322,8707
2710,2022,20749,14768,5187,2787,8915,8044
2711,2022,146506,132489,40679,30002,77185,67476
2712,2022,76983,74387,20037,39464,46706,43085
2713,2022,246222,76282,91072,16905,120288,44385
2714,2022,51967,63885,18028,45771,24866,55509
2715,2022,106576,70913,12758,15320,48715,27009
2716,2022,34179,9950,11959,455,14869,2828
2717,2022,25157,14142,8721,904,17337,2999
2718,2022,66838,65224,14605,14544,32049,36041
2801,2022,146566,14446,2369,2861,13270,6491
2802,2022,64153,63448,19477,12957,43205,37888
2803,2022,41279,22186,5405,3688,15569,7715
2804,2022,459170,311576,76575,59504,232296,111672
2805,2022,96378,60732,28781,9280,41709,23704
2806,2022,40084,54246,7848,8947,17967,30688
2807,2022,54921,30721,16409,7708,24306,12957
2808,2022,72444,41199,13162,5782,32258,24467
2809,2022,39190,23129,9466,8252,18082,12154
2810,2022,26723,22591,10997,7421,20151,15240
2811,2022,130085,66454,93607,26721,109199,31430
2812,2022,23379,18129,3622,2641,14090,4698
2813,2022,179193,114497,46432,15905,78933,42297
2814,2022,47506,30790,13903,14391,18397,18812
2815,2022,357583,302866,88551,97713,152089,214243
2816,2022,90211,45743,17922,10396,41383,13329
2817,2022,100160,35019,7456,10274,38271,17408
2818,2022,21234,37795,9022,14930,11230,29409
2819,2022,40652,42866,8013,2849,14676,15662
3201,2022,29293,25312,7801,4033,14510,14906
3202,2022,262670,204193,37317,118204,134409,167298
3203,2022,127429,66408,27488,19394,77401,34026
3204,2022,91751,29259,30895,3047,42037,9756
3205,2022,129790,86075,27612,12016,48228,30299
3206,2022,61346,52783,24620,2416,40625,23485
3207,2022,41264,21398,7922,6971,22769,14563
3208,2022,57688,39102,6878,3303,20791,6905
3209,2022,80067,4606,1220,895,3750,3672
3210,2022,250133,108431,22050,68481,183097,77905
3211,2022,137822,42383,7034,5968,47179,10852
3212,2022,200715,102078,114970,20552,136177,86974
3213,2022,181612,270952,28094,78390,82830,103389
3214,2022,29279,50861,2767,6984,10268,45593
3215,2022,216746,242503,26248,104904,141754,180513
3216,2022,594516,537679,146496,167817,284174,354464
3217,2022,67171,40937,11059,8760,36013,19262
3218,2022,180769,65376,31280,11970,77129,34122
3219,2022,104083,82528,32397,11055,66553,48935
3220,2022,158084,259935,80740,116875,128426,149456
3221,2022,79699,45800,10541,8938,29875,24039
3222,2022,220684,175382,60417,12650,146996,78661
4401,2022,43366,32290,4029,1520,28351,14380
4402,2022,165503,58857,41801,9012,88840,37455
4403,2022,70153,38656,34006,15766,42123,24874
4404,2022,67027,55182,4489,8918,24516,16612
4405,2022,99930,43038,13933,16073,32562,28221
4406,2022,71846,55256,20883,8197,32835,35640
4407,2022,194720,118994,26392,44215,105424,57317
4408,2022,58385,13350,8206,4108,21732,7463
4409,2022,274838,140743,45379,41167,80623,91946
4410,2022,229295,103289,41855,29046,108035,50019
4411,2022,217909,202817,53168,31786,98827,110926
4412,2022,295914,128718,57889,26285,138374,66293
4413,2022,285868,128055,72010,26572,187580,55361
4414,2022,71526,30291,24917,14364,44005,18778
4415,2022,68895,33856,26236,9002,39694,19633
4416,2022,96315,28955,28098,3200,54977,4550
4417,2022,30254,23088,5209,4024,9091,15281
4418,2022,58786,46021,7589,6362,15734,30728
4419,2022,67725,61988,21419,20277,31742,39037
4420,2022,58008,54105,10819,19089,25592,30042
4421,2022,54369,57215,11808,14889,24666,40809
4422,2022,98215,48252,13107,11513,48753,19719
4423,2022,496854,323890,139873,79939,250716,152356
4424,2022,134843,57301,18996,19918,48123,27151
4425,2022,121441,97783,28285,14676,56691,44810
4426,2022,43352,31571,6479,5319,15143,9504
4427,2022,61034,36817,8228,3146,20616,19335
5201,2022,69835,50243,11100,9568,28123,17988
5202,2022,277420,170147,61643,34402,134153,72368
5203,2022,131068,83849,25104,14516,59311,26157
5204,2022,55729,26271,6711,11242,19353,16572
5205,2022,93459,73410,14577,3312,58776,10098
5206,2022,218893,149529,40693,24072,100995,61531
5207,2022,134405,95924,21012,19141,44599,62732
5208,2022,46481,36418,6704,6231,30346,26765
5209,2022,50026,56273,7966,33567,17399,40243
5210,2022,147976,92886,32349,28601,55172,50724
5211,2022,136939,70852,35949,15187,73435,44079
5212,2022,173399,88238,23128,28035,56492,55299
5213,2022,200902,136019,49044,48337,83492,84069
5214,2022,78282,35955,19031,8107,38960,22105
5215,2022,51999,27989,8556,11109,15394,13771
5216,2022,722228,858309,143012,367450,349182,617474
5217,2022,65997,31151,11344,9844,23940,14654
5218,2022,43833,30703,3457,4004,10530,20501
5219,2022,180915,122824,50731,44516,81161,74973
5220,2022,47145,70586,11925,25789,22040,36345
5221,2022,44609,19207,4798,3752,17986,7197
5301,2022,52823,29847,4811,6081,29520,18865
5302,2022,282005,163715,66175,36885,116258,93533
5303,2022,56421,35600,11833,17646,30605,26150
5304,2022,47784,47188,13906,11049,21482,28853
5305,2022,24596,21029,6539,3714,9024,12589
5306,2022,62129,24000,13592,4935,31593,11815
5307,2022,73500,35092,12545,9026,30798,19688
5308,2022,84057,54183,17915,12835,42995,31702
5309,2022,112616,56433,18609,14088,56325,21803
5310,2022,182127,106561,46014,15597,124126,59393
5311,2022,141695,57463,36962,15131,82976,35660
5312,2022,149588,154362,30489,25721,60276,120684
5313,2022,162462,84528,48732,26760,82953,51677
5314,2022,42595,24913,2697,4202,20219,17912
5315,2022,582729,353168,143622,86659,233135,180297
5316,2022,115336,55751,29498,18790,52576,44888
5317,2022,93435,82243,15935,18402,50581,39102
5318,2022,161707,97413,38141,28642,68964,43487
5319,2022,95896,53015,22322,14130,45117,28147
7501,2022,127657,82921,23026,16744,53830,53364
7502,2022,122704,77926,18328,9891,32736,27554
7503,2022,198895,149765,48880,43573,93370,66307
7504,2022,66199,34345,18758,2077,42544,10979
7505,2022,837094,463792,228017,109354,431480,225775
7506,2022,98330,63823,29767,15295,52807,31234
7507,2022,71345,62147,19510,14210,42778,45918
7508,2022,36728,21905,4654,7913,14100,14632
7509,2022,145538,111626,24655,20598,85865,44819
7510,2022,163546,86563,41585,48182,59383,67379
7511,2022,58264,30934,12969,13383,32771,17080
7512,2022,130562,143104,27952,37142,61556,77768
7513,2022,107320,75591,32729,21825,66124,41602
7514,2022,71840,45597,15540,10143,29346,22456
7515,2022,25138,27490,6579,10153,14594,19706
7516,2022,82310,65549,23288,17255,44166,37661
7517,2022,102315,64205,24534,13554,51583,30262
7518,2022,145540,62064,20560,23368,30476,44752
7519,2022,116190,85968,18356,21135,34946,38817
7520,2022,129203,92668,16005,19066,53175,42895
7521,2022,38270,16525,12997,3648,21486,8020
7522,2022,181917,88226,114533,20785,135506,34905
7523,2022,121260,72005,25956,4075,69349,32005
7524,2022,143937,105163,21224,42126,55548,56458
7525,2022,28446,19374,3856,2377,13101,12626
7526,2022,72246,52156,12548,13071,31398,37922
7527,2022,32210,20772,10891,1826,21683,9359
7528,2022,113681,48554,13476,16748,83277,25644
7529,2022,23824,14331,3427,4684,14418,6457
7530,2022,41606,24386,11598,3244,20706,10558
7531,2022,36088,18426,10391,2248,16601,6658
7532,2022,188726,31507,6573,8384,18188,15928
7601,2022,28631,22461,8358,3171,11117,14609
7602,2022,157640,104441,35370,27352,66697,43694
7603,2022,52885,34190,12662,14466,29382,22652
7604,2022,138537,81839,38874,25736,83901,40799
7605,2022,23214,17253,1598,3901,13336,8029
7606,2022,147573,102555,46476,17093,75869,62957
7607,2022,39148,28272,7070,12597,14227,21244
7608,2022,70906,31080,12973,3273,39347,10360
7609,2022,142762,29270,10647,4023,53331,19485
7610,2022,92105,51602,17103,17097,53095,35762
7611,2022,49073,34275,7941,11392,15135,22449
7612,2022,119381,40411,19996,9519,69711,21207
7613,2022,28627,20465,5394,6639,13885,10966
7614,2022,51132,20704,13139,3351,21097,13149
7615,2022,202481,183005,86379,24760,115013,59042
7616,2022,309296,236410,61070,60110,112749,129184
7617,2022,118374,28290,18840,5976,34941,17046
7618,2022,157813,83593,25599,33613,46940,54185
7619,2022,50865,31539,5695,11027,30746,16815
7620,2022,285977,143970,66188,44521,129762,97044
7621,2022,165923,94343,52698,37133,71273,61015
7622,2022,54578,40981,11995,6087,28192,23944
7623,2022,56438,23737,7771,14866,31621,19836
7624,2022,108541,67658,21479,12127,44282,33684
7625,2022,863762,381822,147868,72732,356898,209745
8401,2022,178826,164609,50348,66406,102220,91274
8402,2022,46255,33353,8111,9008,23384,13382
8403,2022,67696,36275,13876,14156,39024,26622
8404,2022,13626,8941,5955,1549,9766,4084
8405,2022,156030,81886,25736,17718,46128,34273
8406,2022,191985,170580,44740,19004,75454,58331
8407,2022,129937,42752,16307,12214,53301,20494
8408,2022,263451,139373,55321,16455,106910,79881
8409,2022,325222,242953,71014,76775,158145,102924
8410,2022,54207,25401,18395,8154,37088,15359
8411,2022,20842,18979,3646,2875,6221,5011
8412,2022,90236,29854,16795,2016,29590,6316
8413,2022,131829,50159,46556,6159,60419,34564
8414,2022,27512,16725,9181,2683,16928,4614
8415,2022,55927,75361,18465,4771,23439,55983
8416,2022,157221,103648,27081,14771,84044,52030
8417,2022,61033,38212,15716,7232,31975,28107
8418,2022,35840,21660,5122,5025,13338,14597
8419,2022,104797,67304,18032,12670,61865,34130
8420,2022,95170,33425,26143,11623,45988,18967
8421,2022,1045100,760587,206938,186716,477840,359332
8422,2022,134392,63607,15483,5435,42811,36504
8423,2022,42267,21236,10283,2417,17974,3712
8424,2022,96704,48586,39955,14254,53123,38753
8425,2022,30861,13702,3833,2659,15330,8770
8426,2022,88824,92163,24692,10331,44683,63787
8427,2022,68316,38349,24369,10261,38821,21857
8428,2022,247100,176079,46440,60770,102703,86200
8429,2022,53637,29329,15319,2848,33885,16965
8430,2022,32166,36280,15202,10634,20534,28319
8431,2022,226790,187300,73643,60383,140462,114423
8432,2022,259460,51082,9704,13168,221792,19628
8433,2022,212335,139904,121281,58237,149465,83981
8434,2022,102898,96918,23828,30947,56988,55835
8435,2022,144188,65782,29768,22441,56810,30803
9301,2022,180849,152063,48600,18831,104520,63146
9302,2022,33271,9031,3052,1377,15498,3194
9303,2022,58380,31859,21072,4305,29670,16638
9304,2022,95191,41605,18615,7159,41497,19238
9305,2022,43525,30413,6677,5444,16664,23353
9306,2022,179439,53889,24278,10496,59015,16301
9307,2022,36980,21393,7006,4560,11451,10277
9308,2022,53312,87670,14274,69030,28148,73178
9309,2022,64644,29172,14195,4560,28297,12277
9310,2022,96758,59691,28433,8809,52504,38932
9311,2022,63662,23280,25396,7744,31098,14632
9312,2022,466311,252662,137421,80855,195518,139818
9313,2022,253812,204575,107242,20231,134591,171124
9314,2022,4127,4886,427,98,1771,1105
9315,2022,160102,118209,25148,13661,63414,28393
9316,2022,39607,13008,4356,3494,8600,5550
9317,2022,27364,18865,8830,3703,21752,11552
9318,2022,220372,115641,68119,31366,93636,60253
9401,2022,42976,23801,8127,9615,20252,15606
9402,2022,71583,46479,21132,6771,48755,33832
9403,2022,20168,5083,1392,2032,8970,2612
9404,2022,4908,396,1786,0,2135,335
9405,2022,13072,8609,95,1993,5290,6341
9406,2022,23069,9177,5937,3779,13273,6505
9407,2022,3831,1918,466,300,1280,658
0051,2023,76426,40479,17260,5268,26703,14486
0052,2023,115736,79531,27624,14487,78218,48224
0053,2023,192838,145585,40942,39675,108223,60101
0054,2023,207290,67275,25670,19471,117171,33043
0055,2023,109655,31088,14190,17695,35118,25664
0056,2023,33424,15025,2209,6827,5582,10627
0057,2023,87104,22541,7968,7796,20504,16139
0058,2023,24131,28875,3364,8346,7792,16903
0059,2023,136061,78711,21041,19115,88387,34675
0060,2023,62900,31681,11615,9711,36491,12621
0061,2023,32854,14904,5531,5049,10582,8687
0062,2023,51017,28244,8363,11141,22158,16713
0063,2023,53841,20843,5042,5683,14401,11114
0064,2023,54039,19332,16480,1382,32164,2335
0101,2023,2374,1279,591,0,800,794
0102,2023,23670,5127,5650,1231,10968,2164
0103,2023,932,0,0,0,247,0
0104,2023,63189,28600,6371,780,20101,5495
0105,2023,20382,4529,2707,1206,4524,3163
0201,2023,15728,5956,7623,2827,11469,3564
0202,2023,61475,25586,18952,9154,35736,9424
0203,2023,3983,402,171,0,1285,116
0204,2023,40970,3039,28209,412,40732,2478
0205,2023,17236,9297,4137,5620,11803,6229
0206,2023,20070,19861,3948,10863,5282,17566
0301,2023,31665,17361,5022,3357,7241,5478
0302,2023,59973,218,10739,158,57756,158
0303,2023,12700,4100,7993,0,10048,0
0401,2023,61407,16123,19630,7723,34760,10050
0402,2023,89642,45651,30518,9284,47470,19719
0403,2023,30463,21369,9443,6719,14036,10479
0404,2023,150703,81021,28724,15914,82598,42369
0601,2023,78438,15287,11451,3408,28858,7331
1101,2023,287884,103661,32929,31810,77696,58785
1102,2023,51075,2949,5485,1981,8404,2337
1103,2023,60136,57436,7485,2325,20456,45519
1104,2023,196982,126947,59265,33993,119321,63982
1105,2023,90228,29811,38191,7870,48095,16594
1106,2023,219125,178768,57142,6955,126493,27048
1107,2023,79462,55567,28350,6450,38527,22870
1108,2023,68081,25592,27446,4732,46666,10712
1109,2023,1737055,1014683,490082,359508,870428,589458
1110,2023,20513,34448,14014,11169,15873,27493
1111,2023,30493,12202,13471,3752,15714,6557
1112,2023,433457,271285,90424,121354,181903,181690
1113,2023,311435,101975,56233,52340,138873,70985
1114,2023,258332,196085,31853,29489,58780,113765
1115,2023,232928,190893,86254,34958,137813,87233
2401,2023,73041,37552,21647,10930,33681,17507
2402,2023,94460,54533,12775,16838,35252,26414
2403,2023,101734,50462,47552,11317,52554,42601
2404,2023,65891,12194,7574,1265,10165,7202
2405,2023,295544,55420,15475,13356,168466,28943
2406,2023,16492,11593,6067,652,8427,8311
2407,2023,35872,10433,9086,3431,17554,7211
2408,2023,33629,16561,10635,5818,16219,6462
2409,2023,180294,159775,35103,145544,39727,149490
2410,2023,470011,145192,51987,18934,166135,40859
2411,2023,32549,16151,10057,7003,11650,14337
2412,2023,183317,21603,26187,3853,32009,6054
2413,2023,376631,372024,55275,54426,194124,90627
2414,2023,72166,11957,704,3904,24467,5568
2415,2023,99878,9906,1793,3095,12432,4557
2701,2023,6528,4473,107,611,1599,1435
2702,2023,148342,27763,16346,5420,42941,13705
2703,2023,92003,9344,2898,3136,6861,3230
2704,2023,93489,32073,26862,3752,37727,13216
2705,2023,129738,70272,13291,32457,97809,52620
2706,2023,183881,120136,64666,26082,97342,52565
2707,2023,108176,95664,30060,37391,67925,57727
2708,2023,51247,22161,9336,5914,23442,13186
2709,2023,13983,5054,2923,427,5299,3479
2710,2023,15432,18640,2608,6685,5245,10604
