codgeo,ze2020,side_stocks_ul_2023_total
71566,2707,150
72054,5212,185
72091,0051,8
72131,5212,29
72072,5212,18
71581,2708,17
72039,5208,174
72052,5212,33
72105,5208,15
71568,2713,3
72093,5208,35
72047,5212,114
72028,5212,29
72120,0051,8
72019,5218,16
72090,5208,150
72038,5208,19
71586,2708,8
72018,0051,5
89359,2717,27
89456,2717,35
71576,0059,16
71571,2708,34
72006,0051,121
89422,2702,2
89350,2717,24
89446,2703,80
89486,2702,11
90033,2705,268
90029,2705,87
89436,2702,35
89383,2702,10
89346,2702,209
89368,0056,99
90023,2705,54
89379,2703,14
89387,2717,1952
90009,2714,181
89406,2703,3
90037,2705,41
89481,2702,1
89472,2702,32
89344,0056,144
89345,2702,249
90026,2705,81
89397,2702,29
89384,2702,40
89349,2703,38
89461,2717,90
89468,2717,16
89390,2717,37
89354,2717,77
90035,2705,33
90014,2705,18
89391,2717,68
89373,2717,43
89404,2717,33
89439,2702,61
89418,2702,300
90021,2705,14
89375,2703,9
89464,2717,331
89407,2702,58
90020,2705,10
90031,2705,14
89427,2702,20
89474,2702,20
89398,2702,25
89478,2702,67
89385,2703,2
89399,2717,92
89463,2702,12
89378,2703,56
89469,2717,68
90002,2705,13
90030,2705,8
90032,2705,272
89414,2717,98
89465,2717,10
90025,2705,23
89386,2703,4
89365,0056,29
90005,2705,30
89462,0056,21
89428,2717,35
89415,2703,10
89483,2717,34
89367,2702,32
89351,2703,19
89352,0056,14
89392,2703,16
89467,2717,35
90006,2705,18
90003,2705,41
90016,2705,4
90022,2705,124
89405,2702,28
89426,2702,17
89347,2703,32
89416,0056,29
90012,2705,97
89403,2703,9
89434,2717,24
89485,2703,14
89369,2717,34
89459,2717,16
89400,2702,20
89374,2702,6
89437,2702,17
90010,2705,2811
89480,2717,82
90024,2705,4
89424,2702,4
90034,2705,60
89395,2717,35
89388,2702,40
90019,2705,16
89371,2702,11
90011,2705,21
90028,2705,13
89477,2702,10
89423,2702,8
89419,2702,231
89447,2702,7
89382,2702,80
89417,2702,2
89410,2703,6
89409,2703,5
89450,2717,36
89360,2702,16
89458,2717,2
89393,2702,6
90036,2705,8
90015,2705,33
89348,2717,149
89412,2703,6
89430,2702,20
89420,0056,89
89376,2703,7
89471,2717,36
89394,2702,4
72187,5212,89
72188,0051,5
72255,5212,22
72225,0051,22
72198,5212,149
72277,5208,8
72276,5208,82
72178,5208,10
72224,5208,15
72222,5212,7
72218,5212,19
72167,5218,24
72294,0051,42
72314,5212,13
72269,5208,145
72175,5209,74
72171,0051,4
72182,5209,86
72302,5208,11
72185,5209,24
72246,5208,12
72205,5212,93
72161,5208,41
72184,5218,23
72173,5212,60
72176,5209,220
72253,5212,128
72290,5212,53
72201,5208,12
72152,5212,14
72208,5208,34
72241,5212,162
72197,5212,31
72196,5212,39
72194,5212,12
72271,5208,26
72190,5208,7
72212,0051,33
72193,5208,22
72166,5212,16
72274,5218,16
72266,0051,17
72296,5208,43
72283,5209,14
72262,5208,117
72157,5212,26
72149,5218,38
72254,0051,15
72153,5212,46
72169,5212,65
72219,5212,39
72315,5212,29
72310,5212,189
72320,5212,254
72247,5212,53
72291,5209,38
72170,0051,13
72236,5218,7
72238,0051,2
72151,5218,43
72249,5212,32
72273,0051,3
72300,5212,139
72146,5212,169
72199,0051,7
72160,5212,32
72216,5212,27
72215,0051,48
72172,5208,54
72234,5212,14
72252,5212,53
72213,5212,235
72297,5212,21
72164,0051,6
72231,5212,264
72322,5208,14
72268,5212,20
72158,5208,36
72228,5218,95
72226,5212,54
72147,5212,67
72233,5208,0
72250,5208,7
72306,5212,45
72289,5212,100
72308,0051,69
72235,0051,21
72248,5212,42
72200,5212,211
72191,5212,155
72179,5218,104
72211,5212,33
72265,5208,12
72264,5218,575
72259,5208,17
72223,5218,123
72272,5208,22
72214,5208,0
72256,5212,21
72148,5208,2
72168,5218,102
72278,5218,43
72245,5208,18
72312,5218,5
72202,0051,5
72243,5212,84
72261,5212,21
72156,5208,34
72281,5208,25
72303,5208,21
72155,5212,230
72237,5218,22
72177,5212,13
72286,5208,14
72154,5209,865
72180,0051,293
72317,0051,21
72313,5208,7
72217,5212,159
72186,5212,50
72319,5212,37
72189,0051,101
72257,5212,151
72227,0051,2
72293,5218,14
72195,5218,79
72311,5212,12
72239,5218,31
72220,5208,33
72209,0051,14
72321,5212,26
72174,5212,7
72165,5212,94
72305,0051,44
72316,0051,28
72270,0051,8
72282,0051,6
72309,0051,11
72192,0051,2
72229,5212,17
72260,5212,303
72150,5212,53
72221,5212,11
72279,5212,9
72295,0051,25
72181,5212,9586
72163,5209,16
72292,5208,8
72307,5218,8
72230,5212,41
72275,5212,66
72280,5212,82
72183,5212,70
72244,5218,132
72299,5212,109
72251,0051,21
72267,5208,47
72232,5218,12
90056,2705,57
72204,5208,21
72210,5212,13
90043,2705,23
90098,2705,10
90080,2705,19
91122,1113,595
91099,1104,206
91001,1103,26
91293,1104,58
90097,2705,108
90060,2705,10
91186,1113,31
91035,1103,29
91109,1103,108
90102,2705,37
91226,1103,491
91286,1104,1334
90087,2705,69
91244,1104,128
91115,1113,229
72323,0051,12
91174,1104,2908
91326,1109,1337
91200,1103,795
90053,2705,170
90078,2705,10
90058,2705,46
91136,1113,362
91103,1113,1551
90041,2705,65
91129,1104,231
90096,2705,11
91272,1113,1539
91225,1104,254
90068,2705,101
90093,2705,58
91080,1103,69
91332,1104,80
91228,1104,4653
91292,1113,103
90105,2705,8
72378,5218,56
73007,8413,96
91130,1103,97
90042,2705,100
91243,1113,186
90048,2705,10
91161,1113,1299
73073,8404,63
73012,8411,17
73018,8407,81
73069,8407,81
90077,2705,15
91274,1113,151
73061,8413,29
90072,2705,71
72347,5218,18
73028,8404,23
72358,5208,74
73041,8407,22
73020,8401,60
72326,0051,6
73107,8407,59
73001,8407,36
73064,8407,886
73065,8407,5742
72368,5208,8
73078,8404,5
73084,8407,72
73099,8407,34
72385,5212,70
73116,8411,259
72369,5212,35
72341,5208,34
72340,5212,41
73034,8413,326
73039,8406,66
73003,8413,447
73072,8407,2
72352,5208,9
73092,8407,18
73089,8407,113
73019,8411,50
72379,5218,11
73087,8407,432
73091,8404,23
72335,5212,52
73076,8407,30
73071,8413,194
73030,8407,222
73117,8411,64
72336,5218,134
73015,8413,984
72366,5208,16
72381,5212,49
73036,8401,74
73114,8418,141
73110,8413,71
73027,8407,30
73103,8407,401
72382,5212,66
73096,8407,90
72361,5208,31
73104,8407,55
72363,5208,93
72360,5212,98
73094,8418,113
72324,0051,27
72367,5212,26
73082,8407,38
72375,5208,24
73054,8413,1701
73047,8411,67
73109,8411,67
73059,8407,228
72351,5212,46
72342,5208,7
73074,8411,16
72344,5212,140
73040,8411,68
73033,8407,38
73083,8411,14
73013,8411,96
72350,5212,159
72348,5212,7
72343,5218,32
73079,8407,60
73051,8407,714
73090,8401,24
73070,8406,45
73025,8406,39
72332,5212,26
73106,8401,34
73049,8413,5
73097,8407,45
72353,5208,8
73119,8411,4
73052,8407,13
73081,8401,81
73008,8407,3363
72337,0051,46
72333,5208,20
73029,8407,457
72331,5208,28
72373,5208,146
72370,5212,19
72364,5212,78
73006,8413,824
73063,8413,68
72356,5212,23
72330,5209,26
73026,8411,19
72325,5212,41
72386,5212,230
73004,8407,96
72377,5209,59
73105,8407,123
73024,8413,244
72372,0051,3
73011,8413,1928
72355,0051,4
72383,5208,6
72327,5212,11
73100,8406,176
73032,8413,221
72357,5209,44
73017,8407,93
73088,8418,37
72380,5212,37
73085,8404,158
73095,8407,51
73067,8411,101
72339,5212,23
72354,0051,5
73010,8401,610
73113,8413,13
73086,8413,22
73077,8413,61
73014,8413,18
72346,5212,215
72359,5212,76
73098,8407,199
72338,5212,25
73031,8407,423
73055,8413,472
73101,8401,10
73053,8407,52
73120,8407,35
72334,5212,147
73022,8407,43
73042,8404,23
73048,8413,24
72349,5212,15
72345,5212,11
73005,8407,27
73068,8407,54
73021,8407,66
73050,8407,74
72328,5212,243
72376,5212,36
91044,1113,355
73043,8407,225
72374,0051,6
73075,8407,46
73058,8406,93
91022,1103,10
73057,8413,204
91223,1103,1466
90067,2705,54
72362,5212,12
72329,5212,240
91207,1113,376
91204,1104,57
90100,2705,8
90091,2705,24
91235,1113,420
91215,1104,521
90101,2705,11
91041,1113,151
91180,1104,35
91175,1103,94
91191,1104,646
91017,1113,108
91179,1104,332
91284,1103,77
90066,2705,20
73023,8411,184
91111,1113,255
91216,1113,688
90045,2705,21
90083,2705,2
90084,2705,16
91156,1113,145
91338,1113,541
90044,2705,5
90095,2705,23
91248,1103,16
90081,2705,28
91131,1103,29
90103,2705,28
91137,1103,17
91159,1104,128
90088,2705,45
91315,1104,454
91339,1113,656
90057,2705,39
90049,2705,52
91333,1113,301
90051,2705,19
91085,1103,274
91095,1103,137
90065,2705,51
91121,1104,30
91106,1103,65
90071,2705,79
90070,2714,18
90086,2705,20
91075,1103,8
91081,1103,49
90047,2705,39
90039,2705,194
90064,2705,4
90063,2705,12
91021,1113,886
91145,1103,9
91132,1103,76
91275,1113,188
91273,1104,41
91097,1104,410
91114,1104,1758
91105,1113,539
90050,2705,13
90079,2705,19
90062,2705,9
91038,1103,93
91247,1103,44
91195,1104,63
90069,2705,47
91148,1103,6
91037,1104,35
91312,1113,773
73147,8404,15
90059,2705,14
91319,1113,66
91232,1104,267
91069,1104,23
73124,8413,361
90074,2705,6
91184,1104,26
91100,1103,45
91086,1104,858
90052,2705,208
90054,2705,27
91249,1113,316
90104,2705,45
91045,1104,480
90094,2705,31
90085,2705,2
91067,1103,14
91112,1103,15
90061,2705,1
90046,2705,13
91330,1103,323
90076,2705,75
91198,1104,90
91240,1103,17
91016,1103,300
91064,1115,540
90075,2705,212
91098,1103,27
90089,2705,85
90099,2705,229
91294,1103,70
90090,2705,17
91201,1104,1808
91093,1113,37
90082,2705,19
91135,1104,169
90055,2705,11
91027,1109,2145
91047,1104,72
91318,1103,153
91079,1103,34
73129,8413,80
73217,8407,32
73135,8411,118
73255,8411,50
73149,8404,28
73233,8407,19
73257,8413,1531
73283,8413,29
73177,8411,16
73175,8413,10
73228,8407,83
73164,8407,109
73138,8411,41
73201,8413,66
73265,8401,77
73186,8418,144
73272,8411,25
73214,8406,30
73250,8411,101
73303,8413,480
73249,8407,184
73230,8411,31
73219,8407,87
73269,8407,71
73150,8413,1076
73171,8407,350
73122,8407,32
73121,8413,191
73229,8407,41
73259,8411,31
73224,8411,52
73123,8418,74
73297,8413,108
73168,8413,8
73204,8406,260
73189,8411,16
73234,8407,20
73152,8407,21
73276,8407,32
73220,8411,33
73133,8407,22
73232,8413,246
73216,8413,31
73226,8406,140
73221,8411,9
73151,8407,465
73157,8411,390
73212,8413,140
73263,8407,98
73137,8407,191
73284,8413,269
73146,8401,108
73267,8411,27
73246,8407,22
73252,8411,16
73191,8407,251
73301,8407,103
73210,8407,30
73130,8413,147
73181,8413,566
73196,8413,57
73145,8407,41
73235,8411,185
73173,8411,62
73178,8401,66
73290,8411,609
73202,8413,39
73309,8406,23
73299,8404,17
73155,8407,359
73159,8407,40
73223,8411,34
73258,8411,43
73179,8407,1131
73313,8407,13
73248,8411,659
73166,8407,5
73180,8404,32
73275,8407,18
73231,8411,88
73243,8407,144
73200,8407,34
73160,8407,100
73184,8407,53
73141,8407,64
73218,8404,104
73277,8401,11
73170,8413,42
73270,8407,384
73153,8413,106
73261,8411,193
73253,8413,56
73187,8413,253
73205,8407,12
73274,8407,72
73222,8407,650
73197,8413,255
73242,8411,88
73256,8411,12
73298,8413,128
73296,8413,919
73227,8413,1479
73271,8407,31
73254,8406,8
73247,8407,69
73307,8411,265
73182,8407,206
73286,8404,104
73312,8413,69
73142,8413,188
73288,8407,160
73311,8407,10
73193,8404,8
73211,8413,80
73240,8407,163
73237,8411,30
73294,8407,29
73285,8413,381
73194,8411,39
73213,8407,930
73281,8407,78
73190,8413,29
73206,8413,207
73262,8418,77
73289,8407,34
73236,8406,279
73300,8407,331
73310,8407,52
73131,8413,31
73306,8411,488
73176,8413,331
73241,8413,155
73302,8407,25
73282,8407,77
73215,8407,333
73156,8407,19
73308,8413,45
73273,8404,30
73207,8407,32
73154,8413,248
73140,8404,26
73132,8413,314
73268,8413,37
73304,8413,841
73293,8407,45
73292,8413,18
73208,8407,120
73192,8401,32
73278,8411,84
73161,8413,86
73162,8413,39
73139,8401,24
73280,8411,249
73128,8407,622
73183,8407,108
73225,8407,360
73245,8407,61
73188,8413,83
91463,1104,78
91619,1103,29
91508,1103,19
91377,1113,3767
92023,1109,4621
91629,1103,43
91659,1104,301
93032,1109,2423
91679,1113,107
91425,1113,801
91654,1104,58
91689,1113,747
91514,1104,682
91534,1113,317
91461,1113,279
93055,1109,6673
91578,1103,21
92051,1109,13376
92072,1109,2370
91538,1113,97
92076,1109,1047
92040,1109,7447
91634,1113,107
91639,1104,48
93008,1109,3625
91408,1104,118
91587,1113,540
91414,1103,22
91573,1104,860
91630,1103,124
92009,1109,2519
92014,1109,1674
91649,1104,163
92044,1109,9889
91421,1104,1564
91433,1103,290
91473,1104,9
92020,1109,2535
91589,1109,2448
74156,8416,39
74153,8416,87
93010,1109,2813
91525,1103,108
73316,8407,27
74089,8418,174
74010,8401,15506
74008,8416,273
74030,8415,40
74122,8416,47
74087,8416,210
74006,8401,303
74139,8416,77
74104,8401,481
74075,8401,115
74111,8401,23
74162,8416,53
74154,8415,166
73327,8404,31
74073,8415,45
74034,8415,122
74033,8415,174
74082,8416,228
74163,8415,173
74004,8401,31
73326,8407,189
74052,8416,59
73329,8407,331
74150,8416,81
74126,8416,87
74155,8415,90
74029,8416,22
74043,8416,397
74094,8416,398
74036,8401,70
74058,8415,200
74131,8416,193
74020,8415,110
74116,8416,159
74037,8416,128
74103,8418,305
74005,8415,383
74101,8416,27
74044,8416,29
74049,8414,42
74112,8401,1190
74059,8416,12
74070,8416,129
74067,8401,615
73330,8404,320
74133,8416,536
74098,8401,111
73314,8407,16
74119,8415,750
74088,8416,73
74007,8416,236
74001,8415,205
74048,8416,60
74014,8414,560
74121,8416,106
73320,8411,52
74051,8416,45
74152,8401,105
74055,8416,39
74069,8416,46
74066,8416,4
73322,8411,137
74160,8401,235
74107,8401,6
74141,8401,93
74015,8416,59
74013,8415,308
74100,8416,55
74078,8401,25
73324,8407,14
74065,8416,25
74144,8416,35
74123,8401,619
74128,8416,324
74147,8401,146
74063,8415,433
74031,8416,177
74118,8416,140
74137,8401,370
74009,8416,42
74012,8416,2481
74161,8401,169
74081,8414,1269
74109,8416,36
74032,8415,165
74026,8401,430
74019,8401,503
74091,8415,75
74053,8415,89
74027,8401,55
74134,8415,598
74096,8416,404
74148,8401,37
74071,8416,14
74079,8401,62
74016,8416,352
74142,8401,86
74060,8401,10
74146,8415,121
74151,8401,32
74002,8401,281
74095,8401,17
74061,8401,87
74062,8401,174
74040,8416,257
74136,8401,615
74140,8416,123
74077,8416,55
74106,8415,50
74038,8416,100
74127,8415,113
74035,8401,32
74068,8416,78
74097,8401,180
74054,8401,43
74114,8415,107
73317,8413,123
74086,8416,43
74157,8415,123
74129,8415,24
74056,8418,3052
74064,8414,123
74003,8401,190
74050,8416,38
74042,8414,873
74090,8416,90
73323,8413,79
74024,8414,189
74041,8415,27
73315,8407,25
74083,8418,516
74159,8414,306
74145,8416,94
74085,8418,312
74108,8401,146
74143,8418,978
74099,8418,199
74124,8416,87
74025,8416,75
74138,8401,144
74117,8401,68
74045,8401,25
74105,8416,589
74076,8401,130
74057,8415,89
74074,8416,35
74135,8401,94
73328,8407,297
74072,8401,10
74158,8416,57
74102,8401,175
74021,8416,95
74130,8416,20
74080,8401,622
73318,8411,164
74018,8416,145
74046,8401,37
74205,8414,100
74178,8401,48
74258,8414,606
74222,8415,28
74219,8401,117
74267,8401,616
74273,8414,122
74306,8416,24
74304,8416,63
74232,8401,55
76009,2819,13
74279,8415,127
74192,8401,74
74209,8416,86
76008,2807,24
74311,8416,424
74286,8415,78
74170,8401,78
76016,2807,9
74291,8416,19
74254,8401,50
74183,8414,237
74312,8414,133
74287,8415,48
74188,8415,286
76018,2807,83
74260,8416,35
74184,8416,49
76002,2819,28
74288,8416,211
74196,8414,49
74194,8401,76
76019,2807,21
76021,2813,25
74186,8401,86
74231,8401,53
75056,1109,484011
76001,2819,62
74266,8418,237
74233,8401,240
74208,8418,1221
76011,2813,7
74235,8416,36
74299,8401,430
74282,8401,848
74164,8414,492
74166,8415,172
74167,8401,121
74176,8401,315
74174,8414,35
74172,8415,89
74213,8401,867
74180,8416,159
74275,8401,403
74263,8415,531
74238,8415,416
74165,8401,77
74168,8416,62
74250,8416,618
76004,2807,25
74225,8401,1187
74276,8414,477
76014,2813,86
74261,8416,32
74234,8401,85
74224,8416,933
74295,8415,23
74190,8414,174
74285,8416,41
74262,8416,106
74259,8416,29
74290,8418,99
74315,8416,109
74310,8401,121
74236,8418,1082
74193,8416,63
74229,8416,224
74216,8416,75
76007,2815,49
74239,8401,286
74169,8414,499
74189,8414,142
74303,8401,438
76020,2815,47
74305,8416,564
74313,8416,33
74242,8401,776
74185,8416,116
76013,2813,38
74271,8415,94
74177,8416,51
74215,8418,272
74226,8416,51
74301,8416,56
76012,2813,17
74281,8415,3216
74278,8414,530
74202,8401,44
74199,8416,32
74294,8414,149
74195,8416,69
74309,8416,253
74255,8401,124
74292,8401,106
74264,8414,676
74243,8416,826
76025,2815,24
76010,2815,16
74171,8416,90
74284,8414,84
76022,2819,12
76026,2807,128
74289,8401,229
74223,8414,58
74240,8416,78
74307,8401,82
74283,8401,75
74200,8415,260
74314,8416,83
74252,8414,84
74237,8415,52
74302,8401,147
74201,8416,152
74241,8414,228
74269,8401,207
74179,8401,65
74211,8416,171
74253,8416,63
74218,8415,545
76023,2819,17
76024,2807,7
76005,2815,163
74210,8415,209
74293,8416,198
74257,8401,59
74221,8414,57
74198,8401,74
74191,8415,1385
74175,8415,16
76015,2807,20
74280,8401,824
74249,8415,208
76006,2819,14
74296,8416,41
74297,8401,40
74298,8416,493
74203,8415,1
74228,8416,16
74220,8416,461
74272,8401,599
74206,8415,106
74197,8416,126
74265,8401,76
76017,2813,14
74212,8414,181
76028,0058,18
74256,8418,2042
74173,8418,1116
74244,8416,52
74308,8415,67
76045,2815,18
76203,2819,42
76166,0058,15
76041,2819,50
76194,2813,21
76182,2819,12
76143,2813,96
76189,2807,14
76190,2807,4
76067,0054,33
76091,2819,7
76062,2815,15
76155,0058,21
76075,2807,35
76114,2819,449
76107,2815,11
76109,2815,11
76038,2815,19
76094,2815,37
76093,0054,18
76187,2813,9
76196,2813,158
76135,2815,44
76177,2815,21
76160,2815,22
76054,2807,25
76058,0058,11
76198,2819,35
76071,2807,22
76134,2807,14
76176,2807,12
76161,2819,8
76032,2807,9
76157,2815,578
76086,2815,12
76178,2815,177
76129,2807,14
76186,2807,21
76112,2807,17
76029,0058,7
76126,2815,12
76175,2807,17
76167,2813,67
76171,2815,8
76139,2815,7
76185,2815,10
76117,2813,37
76151,2807,7
76142,0054,26
76147,2807,36
76043,2819,58
76192,0058,174
76074,2815,5
76121,2815,11
76051,2807,127
76201,2815,50
76055,2819,16
76120,2815,22
76099,2815,35
76048,0054,19
76108,2815,1483
76100,2815,94
76153,2807,13
76030,2807,27
76197,2807,23
76063,2807,28
76056,2815,13
76159,2807,215
76180,2819,12
76124,0054,27
76085,2807,23
76170,2807,6
76095,2815,584
76090,2819,37
76163,2815,24
76066,2807,13
76128,2807,20
76053,2807,3
76123,2815,71
76131,2815,48
76096,2807,33
76181,2819,15
76060,2815,26
76136,2807,32
76076,2813,9
76149,2815,10
76036,2807,40
76162,2807,6
76033,2813,15
76141,2813,98
76050,2807,33
76132,2815,17
76188,2815,17
76164,2819,263
76179,2815,118
76087,2819,24
76046,2815,28
76113,2815,23
76146,2815,221
76065,2807,19
76105,2815,42
76184,2807,2
76088,2815,24
76144,2807,11
76047,2807,9
76034,2807,169
76064,2813,15
76122,0058,39
76069,2815,226
76083,2807,5
76169,2813,58
76110,2819,9
76119,2815,6
76172,2807,3
76042,0058,4
76148,2807,17
76138,2815,24
76199,0054,29
76057,2815,551
76072,2807,21
76070,2807,40
76039,2815,79
76174,2815,24
76183,2813,36
76079,2813,7
76193,2815,13
76156,2807,11
76097,2807,4
76204,2807,6
76106,2815,38
76173,2807,20
76165,2815,390
76084,2813,3
76049,0058,12
76154,0058,14
76133,2807,31
76130,2807,13
76202,2807,11
76092,2819,26
76052,2807,14
76103,2815,317
76111,2815,32
76116,2815,306
76168,2807,6
76068,2813,36
76158,2807,11
76140,2807,7
76195,2813,6
76059,0058,18
76118,2813,7
76115,2819,33
76082,2819,34
76077,2819,9
76200,2815,24
76040,2807,11
76035,0058,191
76104,2807,8
76101,0058,240
76125,2815,105
76152,2815,67
76275,2813,47
76280,2807,7
76370,2815,28
76345,0054,14
76260,0054,70
76334,2807,27
76296,2813,110
76341,2813,317
76369,2815,24
76286,2807,21
76322,2815,963
76330,2807,40
76268,2813,4
76355,2819,48
76289,2815,96
76307,2813,91
76354,2815,54
76353,2807,7
76274,2815,3
76335,2815,7
76259,2813,939
76299,2813,21
76219,2819,145
76290,2815,14
76253,2819,36
76361,2813,47
76363,0058,9
76359,2815,9
76333,0058,17
76220,2807,17
76306,2807,12
76314,2813,30
76315,2819,51
76308,2807,34
76228,2819,14
76210,2807,19
76325,2819,27
76271,2815,93
76342,2819,33
76249,2815,36
76254,2813,168
76214,2807,12
76352,2815,17
76344,0058,22
76258,2819,206
76216,2815,517
76243,2815,14
76300,2813,23
76327,2807,15
76356,2807,8
76213,2813,14
76371,2807,6
76303,2813,34
76285,2815,29
76317,2813,25
76252,0058,60
76250,2813,39
76298,2813,32
76362,2819,18
76237,2815,22
76245,2815,121
76304,2813,7
76287,2815,67
76212,2815,527
76374,0058,55
76321,2807,116
76312,0054,371
76207,0058,10
76247,2815,28
76240,2813,90
76236,2819,16
76223,2819,22
76283,2807,11
76340,2819,23
76221,2807,10
76235,2807,103
76339,2819,10
76318,2819,30
76350,2815,17
76349,2807,115
76242,0054,12
76316,2815,19
76366,2815,200
76261,2815,34
76311,2815,19
76272,2807,38
76244,2807,29
76265,2807,11
76331,2815,12
76294,2807,23
76232,2813,13
76357,2813,14
76373,2807,10
76323,2807,11
76328,2815,20
76368,2813,7
76332,0054,27
76229,0054,21
76351,2813,9375
76276,2815,272
76230,2815,21
76227,2815,37
76360,2807,35
76278,0058,68
76364,0054,13
76218,0054,11
76269,2815,8
76262,2807,8
76238,2813,164
76291,2813,38
76292,2815,7
76273,2815,27
76226,2813,6
76205,2807,5
76336,2807,16
76348,2819,31
76257,0058,7
76282,2815,40
76208,0054,30
76293,2807,5
76281,2819,79
76231,2815,842
76329,2819,171
76365,2807,9
76206,2813,18
76224,2813,50
76222,2815,237
76263,2815,86
76346,2819,10
76320,0058,18
76319,2815,442
76372,2807,17
76284,2815,11
76255,0058,470
76313,2815,40
76211,0058,13
76239,2813,22
76209,0054,27
76324,2807,32
76375,2807,15
76302,2813,174
76241,2807,6
76279,2819,14
76295,2807,49
76367,2815,138
76233,0058,3
76305,2813,362
76309,2819,6
76270,2813,128
76288,2807,17
76217,2807,1766
76347,2819,18
76234,2815,37
76266,0058,24
76264,2819,23
76343,0054,8
76338,2815,8
76225,2819,23
76251,2819,14
76297,0054,9
76394,0058,33
76424,2807,9
76452,2815,299
76431,2815,6
76507,0058,42
76503,2815,74
76404,2813,60
76386,2813,31
76377,2815,451
76486,2815,39
76408,2813,51
76433,2815,36
76419,2815,8
76445,2815,33
76505,2815,10
76483,2819,22
76459,2807,14
76451,2815,1634
76441,0058,17
76498,2815,1033
76491,2815,27
76487,2807,12
76429,2815,537
76391,2815,106
76402,2815,310
76535,2815,27
76529,2813,12
76513,2815,34
76456,2819,39
76536,2815,70
76399,2807,10
76388,2819,19
76492,2807,39
76518,2819,29
76420,2815,27
76489,2813,46
76480,2807,6
76427,2807,33
76411,0058,11
76435,0058,44
76417,2815,24
76423,0054,11
76527,0058,18
76457,2815,36
76478,2807,6
76432,2815,12
76426,0054,7
76381,0058,5
76468,2819,50
76467,2807,40
76522,2813,43
76405,2807,14
76537,2807,11
76531,2819,15
76428,2807,1
76484,2815,409
76495,2815,592
76440,0054,7
76390,2813,61
76521,2815,3
76380,2807,18
76393,2807,2
76493,2807,26
76473,2819,32
76517,2815,264
76526,2807,7
76463,0054,37
76501,2813,3
76524,2807,3
76512,0058,4
76530,2819,13
76382,2819,56
76384,2819,410
76378,2815,91
76398,2819,51
76449,2815,15
76412,2815,41
76464,2815,112
76499,2819,69
76497,2815,361
76430,2807,12
76481,2813,384
76515,2807,33
76516,2815,16
76415,2815,12
76443,2815,32
76395,2807,43
76502,2815,30
76385,2815,83
76541,2815,93
76453,2815,32
76476,2819,400
76397,2807,55
76437,2807,20
76414,2807,132
76418,2819,46
76389,2807,8
76387,2815,17
76462,2807,344
76504,2807,7
76448,2815,101
76511,2807,5
76534,2813,47
76392,2807,86
76396,2815,16
76379,2807,6
76422,0058,10
76490,2819,64
76477,2813,16
76383,2807,3
76465,2815,14
76410,2815,505
76438,0058,10
76400,2807,162
76532,2815,29
76461,2815,13
76510,2819,14
76475,2815,396
76401,2819,109
76446,2815,95
76434,2815,73
76523,0058,3
76509,2815,129
76454,2807,5
76488,2807,18
76520,0058,24
76406,2813,15
76471,2819,33
76508,2813,19
76472,2807,34
76447,2813,782
76416,2815,17
76413,2807,18
76439,2819,13
76407,2807,12
76458,2807,10
76500,0058,22
76506,2807,22
76425,2813,9
76470,2819,32
76482,2807,184
76479,0058,3
76533,2813,64
76519,2807,2
76528,0058,16
76538,2815,17
76494,2819,21
76403,2807,6
76450,0054,12
76540,2815,10633
76409,2813,51
76436,2815,28
76421,2819,35
76474,2815,290
76485,2807,10
76514,2815,65
76455,2815,25
76469,2815,23
76442,0058,16
76460,0058,14
76608,2815,76
76627,2819,67
76555,2815,51
76557,2819,44
76660,2813,88
76655,2807,270
76545,2807,142
76572,2807,4
76612,0058,9
76673,2815,51
76585,2819,19
76542,2819,7
76551,2813,49
76606,0058,4
76642,2807,19
76597,2807,43
76626,2819,7
76632,2807,11
76671,0058,3
76560,2815,59
76638,0058,38
76641,2807,16
76566,2815,28
76700,2807,109
76694,2807,11
76640,2815,278
76703,0058,10
76651,2807,3
76652,2807,39
76544,2815,13
76596,2813,63
76628,2815,40
76657,2813,87
76676,2815,30
76635,2807,2
76679,2819,4
76675,2815,43
76705,2815,172
76697,2807,38
76691,2807,13
76563,2813,42
76617,2815,187
76636,2815,104
76708,2813,35
76578,2815,15
76599,2815,164
76590,2807,13
76570,2807,34
76623,0054,4
76707,2807,61
76664,2807,22
76577,2807,19
76645,0058,7
76564,2807,9
76591,2815,256
76604,2807,7
76620,2815,17
76669,2813,18
76698,2807,28
76710,2819,9
76609,2813,18
76649,2815,24
76602,2807,30
76663,2813,53
76589,2807,8
76706,2813,44
76692,2819,14
76681,2815,1599
76548,2815,77
76656,2807,24
76619,0058,16
76618,2807,414
76552,2813,532
76582,2807,19
76603,2813,21
76668,2815,12
76683,2807,23
76580,2815,60
76670,2813,37
76610,2819,177
76695,2813,14
76568,2819,39
76584,2807,3
76586,2813,23
76666,2815,21
76550,2815,68
76613,2813,39
76573,2815,29
76680,2813,3
76711,0058,264
76714,2813,38
76665,2807,22
76581,2815,22
76600,2813,153
76693,2813,32
76616,2813,86
76634,2815,36
76667,2807,31
76647,2813,351
76630,2807,8
76690,2807,22
76637,2813,27
76593,2819,58
76611,2815,12
76561,2815,338
76594,2815,145
76574,2807,36
76684,2819,39
76601,2815,12
76650,2813,40
76648,2815,183
76678,2815,53
76682,2815,44
76614,2815,124
76567,2807,9
76549,2807,19
76622,2819,23
