codgeo,ze2020,side_stocks_ul_2023_total
63294,8408,10
63309,8417,18
63254,8408,139
63383,8410,21
63388,8423,44
63305,8408,76
63406,8408,20
63250,8410,97
63352,8410,146
63345,8408,268
63366,8410,19
63292,0063,4
63379,8408,20
63247,8410,103
63344,8408,12
63380,8410,112
63253,8417,15
63327,8408,161
63341,8417,35
63401,8410,24
63323,8417,8
63350,8408,67
63258,8417,69
63276,8417,177
63381,8408,114
63274,8408,26
63371,8417,6
63262,8408,194
63306,8408,53
63310,8417,14
63369,8423,5
63322,8408,179
63269,8408,51
63303,8410,2
63261,8410,49
63296,8408,42
45068,2409,531
45084,2409,34
45138,2407,5
45069,2411,44
45110,2411,27
63377,8423,21
63349,8408,101
63339,0063,3
45089,2410,511
45055,2410,25
45154,2410,101
45178,2409,73
45212,2409,80
45169,2410,796
45109,2410,21
45167,2410,85
45207,2409,25
45091,2409,21
45103,2409,70
45062,2410,90
45141,2407,6
45144,2410,65
45227,2407,37
45213,2409,45
45175,2410,122
45092,2409,89
45208,2409,1173
45146,2410,494
45073,2409,47
45159,2411,6
45121,2409,17
45182,2410,99
45185,2409,16
45081,2410,40
45136,2409,23
45142,2410,243
45099,2410,32
45156,2409,31
45088,2410,16
45219,2409,18
45187,2409,196
45204,2410,63
45150,2409,7
45087,2407,164
45078,2409,16
45101,2410,19
45201,2409,8
45165,2409,29
45113,2409,28
45166,2410,16
45214,2411,13
45064,2407,20
45200,2410,92
45118,2411,14
45097,2409,90
45217,2411,6
45173,2410,318
45075,2410,637
45188,2410,164
45080,2411,19
45085,2409,125
45196,2410,97
45160,2411,35
45161,2409,63
45093,2410,157
45111,2411,29
45107,2409,12
45226,2410,54
45134,2410,84
45186,2409,24
45209,2411,16
45130,2410,93
45082,2410,562
45135,2411,15
45133,2411,29
45108,2407,137
45098,2410,256
45102,2409,19
45162,2411,30
45070,2407,2
45137,2411,49
45220,2411,34
45132,2411,23
45119,2411,81
45224,2411,275
45170,2411,7
45061,2409,144
45193,2410,138
45225,2411,21
45074,2410,4
45112,2409,23
45180,2409,6
45198,2411,7
45153,2410,43
45123,2410,107
45157,2411,33
45120,2407,10
45058,2410,14
45151,2411,11
45116,2410,37
45124,2411,19
45125,2411,6
45100,2410,46
45139,2411,28
45129,2409,87
45145,2409,254
45086,2411,11
45184,2407,20
45077,2409,25
45127,2409,248
45126,2410,154
45194,2410,159
45203,2410,441
45216,2409,23
45177,2411,6
45171,2407,28
45131,2411,21
45155,2407,775
45202,2410,41
45063,2407,53
45065,2411,12
45066,2409,39
45104,2409,166
45223,2411,22
45179,2410,176
45114,2409,11
45183,2410,8
45147,2410,1158
45164,2407,45
45181,2411,8
45060,2407,39
45094,2409,22
45149,2409,12
45189,2409,14
45079,2409,8
45059,2410,18
45105,2409,6
45152,2410,14
45210,2409,38
45143,2407,3
45076,2409,20
45199,2409,24
45083,2409,177
45197,2410,96
45158,2409,23
45115,2409,258
45215,2411,12
45191,2411,425
45218,2409,11
45168,2410,46
45206,2409,11
45095,2411,113
45195,2411,24
45176,2411,38
45148,2409,124
63356,8410,21
45096,2407,24
45072,2410,56
45067,2410,307
63295,8432,135
45174,2411,12
45205,2409,26
63368,8408,83
63315,8408,162
63278,8408,41
63402,8417,39
63340,8410,17
63248,8408,76
63353,8417,50
63313,8410,9
63257,8408,75
63337,8417,4
63301,8417,39
63372,8408,34
63289,8408,13
63348,8410,13
63363,8408,17
63360,8423,8
63384,8417,10
63314,8417,36
63373,8423,18
63386,8408,44
63282,8408,113
63398,8417,7
45222,2409,96
63409,8410,8
63342,8410,17
63275,8410,50
63333,8408,9
63375,8410,14
63385,8408,37
63399,0063,4
63355,8417,19
63392,8410,39
63290,8408,20
63389,8410,12
63332,8408,36
63260,8417,13
63311,8408,16
63279,8410,33
63252,8408,33
63343,8417,8
63249,8417,33
63326,8408,43
63376,8410,6
63299,8410,5
63284,8408,775
63378,8408,63
80643,3202,32
80700,0058,33
80755,3202,5
80753,3202,4
80621,3220,32
80597,0058,34
80595,3202,8
80670,3202,28
80680,3202,173
80672,3202,19
80686,3202,47
80631,3201,5
80742,3202,1
80701,3220,15
80647,3202,9
80717,3202,42
80757,3202,8
80671,3202,7
80708,3202,10
80673,3202,4
80750,3220,6
80618,3201,36
80722,3202,22
80702,3202,138
80657,3202,21
80676,3202,12
80601,3220,12
80648,3202,2
80619,3202,28
80729,3202,8
80656,3202,83
80726,3220,15
80645,3202,17
80732,3201,43
80756,3202,1
80711,3202,64
80607,3202,9
80744,3201,4
80598,3201,64
80615,3202,20
80651,3202,2
80590,3201,15
80669,3202,12
80684,3220,4
80677,3220,95
80705,3202,5
80639,3202,100
80747,3220,5
80654,3201,24
80613,0058,32
80706,3202,46
80734,3202,6
80697,3202,1
80741,3220,17
80668,3202,10
80585,3220,125
80749,3202,16
80625,3202,71
80583,3202,12
80596,3202,8
80682,3202,13
80622,3202,59
80632,3202,102
80663,3201,19
45240,2411,86
80589,3201,3
80713,3201,34
45277,2407,14
80642,3202,13
80637,3201,13
80718,3202,100
80627,3202,62
80599,3201,9
80721,3201,266
80650,3202,55
80591,3201,6
80587,3201,3
80681,3202,6
80638,3220,10
80748,3220,7
80709,3201,11
80644,3202,41
80740,3202,6
80635,3201,75
80703,3202,6
80678,3202,37
80667,3202,6
80620,3220,868
80658,3220,4
80603,0058,16
80675,3202,8
80710,3201,15
80698,3202,9
80617,3202,16
80728,3202,6
80655,3201,17
80687,3202,4
80604,3202,2
80605,3220,13
80664,3220,17
80626,3202,6
80593,3202,10
80646,3202,3
80666,3202,0
63451,8408,27
80737,3220,2
46017,7619,6
46036,7611,16
45294,2411,6
45325,2410,13
45322,2409,10
46031,7611,6
46013,7607,20
45286,2410,635
45292,2409,47
45242,2409,14
45283,2409,5
45284,2410,1177
45329,2409,78
45261,2410,62
45232,2410,1736
80736,3201,7
45335,2410,115
45336,2407,54
45327,2410,176
80600,3201,33
45275,2409,20
45257,2409,25
45345,2409,56
46008,7607,22
45334,2409,27
45348,2411,38
45243,2409,10
46039,7611,25
46024,7619,21
45237,2411,9
45320,2411,15
46001,7607,54
45347,2411,34
45290,2410,109
46016,7619,36
46006,7607,32
45264,2410,14
45245,2407,50
45254,2407,141
45297,2407,74
46023,7607,37
45274,2410,516
45266,2410,11
45271,2407,42
45316,2410,60
45259,2409,54
45330,2410,15
45241,2410,45
45317,2410,143
45338,2409,519
46002,7619,5
45291,2407,56
45323,2407,17
45239,2409,25
46047,7619,21
45314,2410,27
45272,2410,343
45301,2411,18
45308,2410,243
46011,7619,25
45253,2411,74
45235,2410,265
45303,2409,46
46022,7607,24
46034,7611,24
45279,2409,128
46020,7611,24
45230,2409,45
45258,2411,213
46004,7619,12
45310,2411,99
45328,2409,18
46030,7619,26
45281,2409,66
45244,2407,117
46035,7611,14
45293,2409,53
45260,2411,10
45309,2410,33
45280,2407,48
45288,2411,15
45321,2409,29
45255,2409,33
46037,7607,11
45313,2410,41
45270,2407,133
45265,2409,13
45282,2410,227
45340,2407,29
45344,2410,48
45302,2410,1141
45332,2409,95
46045,7611,157
45278,2409,52
46026,7607,5
45326,2410,16
45262,2410,8
45250,2409,17
46044,7607,34
46007,7607,61
45273,2410,208
46040,7607,33
46041,7611,17
45268,2407,24
45246,2411,5
46003,7619,85
46050,7607,7
45315,2407,331
45305,2410,15
46029,7619,153
46015,7611,103
45285,2410,848
45276,2407,27
45311,2410,55
46042,7607,1933
45269,2410,235
45228,2411,74
46010,7607,22
45233,2411,19
46005,7607,28
46027,7607,6
45342,2410,18
45229,2409,134
45231,2410,12
46038,7619,124
45248,2410,100
45234,2410,8692
46033,7607,37
46028,7619,100
45238,2407,37
45341,2410,16
45343,2409,10
45263,2411,19
45339,2409,22
46009,7611,60
45289,2410,61
45324,2410,131
46012,7619,51
45296,2410,26
46043,7619,5
46032,7607,26
45346,2410,152
45306,2409,50
45249,2409,48
46021,7611,53
45256,2409,8
45300,2410,297
45251,2407,21
45337,2410,13
46046,7607,17
45247,2409,205
45299,2410,6
45312,2409,31
45331,2410,35
45333,2410,124
46049,7611,24
46018,7619,14
45307,2409,67
45252,2411,531
80743,3202,6
80588,3201,12
80754,3202,16
80611,3202,36
80602,3202,10
80746,3202,55
80733,3202,7
80592,3202,14
80661,3202,54
80633,3201,33
80691,3201,15
80630,3202,133
45298,2410,464
63418,8417,29
64004,7521,14
63438,8408,34
63466,8410,13
63433,8408,2
64029,7521,51
64028,7522,9
64100,7503,462
63444,8410,11
64065,7503,522
64075,7521,22
64080,7522,33
64047,7503,10
64022,7521,6
64084,7522,8
63423,8410,41
64095,7522,43
63419,8423,31
64056,7522,15
63473,8408,21
63413,8408,42
64060,7522,143
64036,7521,14
64097,7522,26
63441,8417,31
64081,7521,10
63445,8408,14
64057,7522,146
63420,8408,40
64038,7503,505
63468,8417,29
64073,7522,19
63464,8408,24
63414,8417,35
64053,7522,13
63467,0063,2
63434,8417,32
64018,7503,44
64064,7521,27
63426,0063,64
46069,7607,13
64035,7503,306
63436,0063,9
63457,8408,380
64024,7503,5906
64085,7521,10
64092,7503,19
64010,7521,87
64066,7503,42
64067,7522,200
64027,7522,12
64094,7503,204
64032,7521,13
64042,7522,56
63454,8417,44
63448,8410,58
64031,7522,9
64037,7522,58
64013,7503,18
64043,7522,19
64011,7503,5
63456,8410,12
64005,7522,50
64039,7521,15
63472,8408,34
64006,7521,47
63410,0063,7
63462,8423,26
64045,7503,4
64009,7503,242
64058,7522,38
64050,7521,5
64099,7521,8
64025,7521,8
63424,8408,34
64069,7521,35
64063,7522,130
63442,8410,2
64096,7521,12
63469,8417,56
63432,8408,48
63439,8410,17
64041,7522,89
63429,8410,5
64077,7522,8
64079,7522,8
63440,8410,2
63458,8410,13
63446,8408,40
63425,8408,135
63460,0063,19
64051,7521,26
63435,8410,13
64088,7522,22
64098,7522,8
64070,7522,12
64093,7521,44
64001,7522,12
64049,7521,14
63416,0063,4
63417,8408,153
63437,0063,8
64003,7522,32
64033,7521,6
64061,7522,268
63415,8410,114
64007,7521,60
64082,7522,14
63411,8410,32
64016,7503,36
64072,7522,53
64048,7522,8
64019,7521,9
64017,7521,24
46216,7607,77
46180,7611,36
46114,7607,42
46214,7607,36
46153,7619,34
46103,7607,64
46140,7607,23
46175,7611,71
46213,7619,26
46161,7611,9
46108,7611,26
46083,7619,108
46100,7611,43
46193,7619,39
46208,7619,40
46146,7619,6
46157,7611,11
46091,7607,23
46086,7619,48
46145,7619,50
46122,7619,9
46162,7607,12
46151,7607,13
46085,7611,21
46107,7607,26
46121,7619,5
46102,7611,975
46095,7607,63
46154,7611,20
46159,7619,19
46171,7607,21
46219,7607,25
46183,7611,37
46062,7607,40
46125,7619,28
46220,7619,49
46074,7619,37
46149,7607,74
46059,7619,20
46058,7619,38
46131,7611,13
46079,7607,11
46072,7607,24
46070,7607,54
46053,7611,35
46061,7607,10
46185,7619,231
46186,7619,34
46064,7607,88
46104,7619,7
46143,7619,139
46080,7607,74
46155,7611,19
46188,7607,20
46218,7607,16
46215,7619,76
46163,7619,20
46133,7611,26
46182,7607,126
46189,7619,33
46082,7607,32
46118,7619,58
46090,7619,21
46176,7611,73
46160,7611,34
46172,7607,74
46127,7607,454
46147,7607,13
46051,7611,46
46120,7607,32
46191,7607,85
46076,7619,20
46055,7611,104
46126,7607,36
46135,7619,2
46167,7607,4
46136,7607,25
46197,7607,95
46117,7619,50
46207,7611,14
46089,7607,74
46057,7611,49
46073,7607,40
46137,7607,94
46178,7619,16
46203,7611,20
46134,7607,17
46115,7619,12
46081,7607,10
46109,7607,76
46139,7619,9
46093,7611,6
46056,7611,8
46181,7619,5
46192,7619,25
46196,7607,7
46179,7611,15
46078,7619,5
46194,7607,13
46124,7619,14
46116,7611,5
46111,7611,10
46088,7607,61
46065,7619,27
46123,7619,23
46097,7619,4
46170,7619,38
46066,7607,77
46063,7607,163
46148,7607,171
46177,7619,40
46206,7607,8
46198,7611,6
46202,7607,58
46132,7619,20
46184,7607,37
46130,7607,19
46101,7611,22
46174,7611,14
46187,7607,45
46052,7611,18
46094,7611,43
46152,7619,26
46156,7607,83
46195,7619,16
46201,7607,216
46129,7611,29
46205,7607,23
46190,7607,11
46164,7607,20
46168,7611,20
46075,7611,21
46128,7619,320
46142,7607,21
46060,7607,11
46119,7607,21
46200,7607,20
46169,7607,22
46098,7607,25
46199,7607,36
46209,7619,9
46105,7607,50
46212,7607,10
46054,7619,24
46112,7607,27
46144,7619,31
46211,7607,16
46138,7619,99
46113,7607,20
46068,7611,31
46084,7619,25
46173,7611,106
46204,7619,34
46092,7607,25
46096,7619,5
46087,7607,60
46210,7607,8
63430,8417,1028
46165,7619,32
46106,7619,20
64044,7522,6
63447,8423,6
63463,8417,37
64089,7522,6
63422,8410,29
63443,8408,33
64021,7522,46
64091,7522,31
63449,8408,23
64012,7521,4
64023,7522,51
64087,7522,56
63427,8408,34
64068,7522,126
64086,7503,108
63455,8408,337
64046,7503,21
64083,7521,12
64071,7522,12
63461,8417,17
63450,0063,6
63431,8417,3
64014,7503,56
64062,7521,238
63459,8432,34
63470,8408,306
64074,7522,1
64078,7522,25
63452,8410,7
64034,7521,22
64008,7503,20
63471,8423,39
80719,3202,5
80624,3202,12
80683,3220,3
80659,3202,13
80695,3220,10
80662,3201,6
64015,7521,9
63453,8408,221
63465,8417,39
64040,7521,124
64002,7522,7
64026,7503,24
63421,0063,12
64052,7522,1
64090,7522,3
64059,7522,57
64054,7522,61
63428,8423,13
63412,8417,26
80808,3201,28
80765,3201,31
81089,7602,7
81084,7610,46
81072,7602,5
80801,3220,17
80800,3202,9
80782,3202,21
81038,7602,234
81073,7602,8
80821,3201,5
81066,7610,21
81009,7602,6
81002,7610,147
80769,3202,15
80775,0058,19
81043,7602,46
80794,3220,2
80780,0058,21
80791,3202,38
81014,7610,51
81042,7610,168
80815,3201,46
81067,7602,24
81050,7610,40
46233,7619,9
80770,0058,16
46264,7607,13
46304,7619,16
80776,3202,11
47037,7532,27
47004,7518,291
46262,7607,66
47014,7518,18
46297,7607,123
47019,7501,47
46236,7619,14
46314,7619,17
47022,7501,27
46273,7619,81
46318,7619,20
47036,7532,28
47039,7518,4
47025,7501,58
46228,7619,58
47050,7501,5
46340,7607,34
46253,7607,10
46270,7611,25
46288,7611,11
46296,7607,26
46279,7619,6
46269,7619,4
47051,7501,267
46284,7619,34
47018,7518,13
46234,7607,6
47024,7518,100
46321,7607,27
46229,7619,59
46337,7619,20
46286,7619,7
46332,7611,28
46295,7619,8
47001,7501,2968
46289,7611,14
46272,7611,10
47021,7501,133
46239,7619,13
47044,7532,24
46250,7607,7
47046,7518,27
47048,7532,100
47045,7501,38
46242,7619,10
47002,7518,9
46258,7607,12
47017,7532,36
46324,7607,14
46267,7607,48
46339,7619,15
46244,7611,5
46257,7607,20
46330,7619,124
47028,7518,56
46322,7607,67
46316,7607,15
47032,7501,478
46232,7619,81
46310,7619,5
46266,7611,24
46226,7611,13
46222,7607,13
46290,7607,23
46335,7607,27
46320,7607,48
47013,7518,23
46334,7607,139
46329,7607,18
47043,7501,93
47052,7518,435
47031,7501,649
46280,7607,20
47026,7518,23
46221,7611,44
46249,7611,9
46238,7619,33
46315,7619,16
46255,7611,14
46271,7619,21
46294,7611,13
47003,7518,40
47033,7532,26
46313,7619,24
47007,7518,12
46302,7619,12
47030,7501,12
47047,7518,8
46268,7607,80
46307,7607,39
47035,7518,25
46303,7607,13
46247,7611,22
46246,7619,4
46254,7611,16
46260,7611,15
46223,7607,11
46251,7619,351
46319,7619,17
46301,7607,56
46252,7607,30
47027,7532,250
53016,5215,60
53040,5211,17
53126,5211,48
53140,5211,247
53096,5211,396
53106,0051,28
53178,5204,13
53098,5211,24
53136,5204,75
53064,5215,39
53141,5211,53
53013,5215,27
53051,5215,21
53084,5204,293
53105,5215,8
53089,5204,35
53133,0051,30
53097,5215,410
53085,5215,5
53063,5204,21
53181,5211,35
53132,5215,12
53161,5215,162
53174,5215,32
53151,5211,41
53154,5211,65
53091,5215,39
53130,5211,4305
53122,5215,38
53120,5215,13
53086,5211,43
53182,5211,81
53077,5211,211
53177,5211,15
53055,5215,46
53062,5204,1251
53017,5218,43
53045,5211,27
53175,5211,52
53115,5215,22
64158,7522,7
64168,7522,57
64182,7522,5
64208,7522,24
64213,7503,260
64227,7522,38
64264,7521,2
64171,7522,23
53190,5215,25
64245,7521,28
64216,7522,103
64161,7510,85
64147,7503,210
64212,7522,13
64191,7522,242
64106,7521,31
64149,7522,10
64192,7522,8
64238,7522,144
64206,7521,4
64105,7521,13
64155,7503,10
64104,7521,86
64145,7522,32
64142,7522,74
64254,7522,27
64257,7522,20
64246,7522,21
64260,7503,1476
64156,7521,21
64137,7522,33
64226,7522,12
64153,7522,6
64150,7503,13
64259,7503,76
64258,7521,4
64244,7521,16
64127,7521,40
64160,7503,614
64154,7503,15
64237,7522,284
64196,7522,8
64194,7522,31
64211,7522,17
64218,7503,10
64221,7521,8
64173,7522,17
64247,7521,45
64252,7521,34
64151,7521,14
64129,7522,1065
64130,7503,95
64117,7522,5
64198,7522,109
64179,7522,16
64183,7522,52
64231,7521,15
64165,7521,15
64118,7522,1
64108,7522,39
64102,7503,6513
64103,7522,16
64113,7521,10
64125,7503,1440
64215,7521,4
64190,7522,10
64101,7522,34
64207,7521,18
64230,7522,387
64243,7522,11
64220,7521,25
64110,7521,18
64166,7503,14
64138,7522,181
64232,7522,10
64146,7522,14
64126,7521,62
64223,7521,8
64204,7521,124
64174,7522,1
64224,7521,28
64203,7522,24
64184,7522,36
64115,7521,6
64111,7522,3
64222,7521,3
64233,7522,123
64229,7503,12
64119,7522,47
64167,7522,9
64261,7521,33
64133,7522,86
64205,7522,16
64176,7521,12
64144,7522,8
64200,7522,13
64201,7521,21
64172,7522,25
64236,7522,5
64131,7522,42
64239,7522,2
64140,7503,606
64159,7522,13
64112,7522,34
64195,7522,7
64240,7521,10
64143,7522,7
64122,7503,5331
64199,7522,8
64262,7522,20
54004,4424,6
64152,7522,173
64180,7522,19
64141,7522,30
64202,7521,27
64219,7521,19
64217,7521,30
64124,7503,70
64136,7521,10
64225,7521,50
64193,7522,7
53276,5215,34
64187,7521,16
64177,7522,50
53214,5221,9
54076,4412,216
53240,5221,21
54017,4419,5
53196,5215,16
64157,7521,65
54039,4417,210
64109,7522,163
53201,5211,819
64249,7503,263
54049,4424,18
53237,5215,21
54057,4412,8
54069,4424,19
53267,5211,86
54071,4412,15
54073,4412,34
54016,4412,11
53262,5211,67
53238,5211,19
53269,5211,29
54015,4424,11
54009,4410,9
54058,4410,3
54025,4412,109
53265,5215,33
53203,5218,18
53206,5211,14
54067,4424,19
53195,5215,16
53188,5221,121
53192,5221,8
53259,5221,26
54047,4412,15
54031,4412,24
54045,4412,22
54001,4412,9
54080,4412,53
53246,0051,97
54027,4412,73
54002,4410,11
54020,4412,24
53228,5215,32
53247,5211,88
54042,4412,15
53199,5215,14
54022,4410,31
53245,5211,54
53189,5215,2
54030,4419,7
54034,4412,20
53223,5215,21
53271,5215,155
54056,4424,10
54074,4412,1
54060,4412,81
54082,4410,7
54007,4412,31
53242,5221,12
54079,4412,177
54040,4417,63
53216,5215,24
54070,4412,8
54005,4412,10
53266,5215,10
53220,5211,11
53264,5218,13
54085,4412,4
53232,5215,19
54046,4412,19
53193,5204,20
54038,4417,46
53229,5211,78
53212,5211,17
53236,5215,10
54006,4412,25
54051,4410,65
54052,4412,10
53226,5211,37
54026,4412,6
54055,4410,22
53211,5211,72
54086,4412,12
54013,4419,2
54033,4424,3
53270,5215,6
54050,4412,2
54072,4412,16
54021,4412,15
53233,5218,14
54044,4419,5
54062,4412,39
54065,4417,67
53198,5215,13
54028,4410,137
54003,4412,8
54018,4410,8
53222,5215,10
53250,5211,14
54012,4412,22
53208,0051,13
54023,4412,15
54061,4412,40
53235,5215,10
54043,4412,67
54035,4419,11
53261,5215,12
53243,5211,94
53248,5215,10
53251,5221,26
54010,4412,32
54078,4412,3
53202,5215,23
53258,5204,29
54083,4412,1
54048,4410,21
53234,5215,8
53273,5204,76
54053,4412,3
53253,5221,12
53219,5215,90
54075,4417,7
53256,5215,14
54011,4424,24
54068,4412,7
53204,0051,13
53224,5211,49
53218,5215,34
54063,4412,10
53249,5215,61
54059,4412,47
53263,5215,8
53221,5215,17
53197,5221,60
54084,4424,25
54008,4412,45
54019,4412,4
53209,5211,25
54014,4417,8
53225,5211,19
53191,5204,14
54036,4424,36
54066,4424,17
54037,4412,21
53213,5211,20
54064,4419,17
53210,5218,82
54077,4419,65
53272,5215,9
54024,4412,10
53257,5211,22
53200,5215,36
54041,4412,13
54029,4424,118
53255,5215,86
53260,5204,29
53230,5215,11
54032,4412,15
54054,4412,134
54081,4424,13
64116,7521,17
64175,7521,12
64134,7503,31
64114,7522,25
64235,7521,18
64123,7503,115
64139,7522,66
64178,7521,39
64197,7522,8
64135,7522,44
64255,7503,49
64148,7522,59
64263,7522,6
64121,7522,16
64120,7503,32
64181,7522,29
64162,7521,1
64188,7521,55
64234,7522,24
64185,7521,12
64250,7503,112
64228,7521,18
64107,7503,2
64186,7521,18
64256,7503,685
64253,7521,23
64209,7521,40
64170,7522,8
64189,7503,786
64251,7521,22
64210,7522,10
64241,7521,23
64242,7521,3
64132,7522,420
64214,7521,27
80779,3201,57
64128,7521,12
81005,7610,26
81068,7602,14
80807,3202,14
81044,7602,18
81083,7610,21
81090,7602,19
80792,3202,13
81070,7602,330
81031,7610,72
80785,3202,19
80771,3220,0
81003,7602,108
81029,7602,20
80812,3220,15
81006,7610,15
80764,3201,8
80811,3220,17
80805,3202,11
81001,7610,20
81087,7602,24
81086,7610,8
81080,7602,7
80826,0058,38
81081,7610,89
80814,3202,17
80819,3202,1
80799,3202,255
81016,7610,19
80783,3201,5
81049,7610,23
81056,7602,20
81058,7610,20
80762,3220,19
80760,0058,13
80781,3202,9
81075,7610,44
81046,7602,131
80822,3202,1
80786,3202,5
80798,3202,125
81026,7602,54
80793,3202,113
80825,3201,1
80759,3202,17
81079,7602,61
81069,7602,190
80773,3202,1
81021,7610,373
81077,7602,38
81030,7610,6
81015,7610,9
81037,7610,134
81064,7602,133
80804,3201,1
80820,3202,45
81010,7602,31
81078,7610,105
80813,3202,1
81054,7610,64
81012,7602,15
81061,7602,17
81071,7602,7
64289,7503,104
81040,7602,28
81011,7602,95
54113,4412,123
80790,3202,5
81082,7602,5
80834,0058,27
81017,7602,9
80795,3202,12
81048,7602,151
81019,7602,11
81022,7625,15
80766,3202,18
80827,0058,68
81060,7602,624
80823,3202,4
81023,7610,7
81035,7602,18
81092,7602,79
81063,7602,112
81062,7610,57
80787,3201,8
81041,7602,8
81039,7602,149
81051,7602,128
80833,3201,4
80789,3202,4
81032,7610,85
80829,3220,6
81085,7610,3
81033,7602,175
81065,7610,3322
81036,7610,104
80810,3201,2
80788,3201,8
80796,3201,6
81088,7602,47
80803,3202,8
80778,3202,8
81052,7602,177
80824,3202,9
81074,7602,106
81047,7602,23
81020,7602,18
81045,7602,46
64293,7522,9
81008,7602,21
80777,3202,5
80774,3202,11
80835,3202,10
54181,4424,7
81053,7610,24
81028,7610,9
81004,7602,4670
80828,3201,1
54232,4412,216
81034,7610,30
81059,7602,47
81018,7602,146
80797,3202,11
81007,7602,13
81076,7610,77
81055,7610,34
54187,4412,9
54229,4417,11
54117,4412,7
54116,4412,147
54108,4412,4
54180,4412,3
54095,4412,5
54222,4412,68
54221,4412,11
54238,4412,23
54098,4412,8
54190,4412,9
54188,4412,69
54240,4412,4
54200,4412,10
54157,4412,210
54223,4412,11
54134,4424,2
54169,4424,2
54231,4410,6
54212,4424,9
54241,4412,12
54204,4412,6
54125,4412,14
54214,4412,56
54228,4412,1
54209,4412,3
54128,4412,31
54156,4412,46
54174,4412,170
54202,4412,16
54210,4412,10
54093,4410,10
54191,4417,3
54158,4412,6
54096,4424,11
54127,4424,23
54237,4412,6
54243,4417,11
54242,4412,13
54090,4412,218
54087,4412,12
54123,4412,111
54224,4412,13
54120,4412,21
54088,4412,14
54167,4412,137
54230,4419,3
54122,4412,36
54159,4412,479
54144,4412,20
54153,4410,3
54184,4412,674
54109,4412,40
54101,4417,3
54163,4412,16
54112,4410,50
54099,4410,472
54138,4424,161
54121,4412,14
54147,4412,8
54195,4412,9
54225,4412,10
54208,4412,14
54100,4412,58
54206,4412,16
54215,4412,326
54146,4412,14
54094,4412,13
54216,4412,4
54207,4412,5
54148,4412,24
54235,4412,29
54154,4417,32
54092,4412,2
54218,4412,5
54110,4412,29
54107,4417,5
54185,4412,3
54131,4412,26
54119,4410,4
54220,4412,3
54179,4412,13
54173,4412,10
54172,4424,10
54135,4412,88
54124,4417,2
54189,4412,44
54126,4412,16
54166,4410,3
54164,4412,8
54136,4410,99
54142,4412,3
54140,4412,3
54139,4412,10
54091,4412,45
54205,4412,101
54197,4412,192
54246,4417,2
54155,4412,24
54213,4410,13
54171,4410,34
54170,4412,1
54233,4419,2
54161,4417,17
54199,4417,25
54152,4412,150
54176,4412,57
54111,4412,124
54219,4412,8
54115,4412,336
54141,4412,9
54211,4419,8
54201,4417,20
54160,4412,35
54118,4424,25
54104,4412,15
54203,4412,12
54244,4410,11
54102,4412,48
54168,4412,31
54165,4412,123
54192,4412,27
54132,4412,0
54137,4424,26
54145,4412,45
54186,4412,60
54162,4412,66
54198,4410,15
54151,4424,28
54143,4412,20
54245,4412,5
54217,4417,8
54193,4412,6
54182,4412,25
54183,4412,2
54236,4424,6
54105,4412,24
54103,4410,16
54149,4424,48
54129,4419,83
54234,4424,89
54106,4412,7
54177,4412,9
54175,4412,25
54150,4412,191
54178,4424,3
54226,4412,2
54227,4410,35
54114,4412,15
54133,4412,5
54239,4412,7
54130,4412,9
54089,4412,110
54194,4424,16
54196,4412,125
54097,4419,6
80809,3201,18
80767,3201,13
80784,3202,11
80806,3201,25
80836,3201,9
80832,3201,16
81024,7615,30
81027,7610,12
81013,7602,33
80802,3220,26
80763,3201,12
81025,7602,27
64308,7522,11
64266,7522,16
64389,7522,25
64329,7522,96
64315,7522,84
64403,7521,9
64338,7522,9
64418,7522,9
64370,7522,41
64318,7522,10
64379,7503,13
64275,7503,62
64306,7522,28
64326,7521,11
64291,7522,22
64332,7522,8
64407,7503,460
64356,7522,7
64341,7521,10
64339,7522,55
64399,7522,217
64421,7521,105
64337,7522,8
64362,7521,15
64397,7522,6
64422,7521,995
64355,7522,6
64336,7521,17
64381,7521,19
64316,7521,10
64295,7522,4
64294,7521,13
64288,7522,40
64269,7522,432
64361,7522,8
64327,7503,14
64347,7522,14
64393,7522,352
64320,7521,161
64328,7521,60
64426,7521,30
64377,7503,64
64401,7522,3
64325,7522,12
64376,7522,69
64274,7503,34
64371,7521,333
64388,7522,6
64373,7522,108
64414,7521,10
64334,7510,19
64284,7522,567
64271,7503,37
64360,7521,14
64400,7522,63
64342,7521,18
64353,7521,92
64413,7522,54
64290,7522,57
64330,7521,17
64314,7503,60
64420,7521,18
64364,7503,42
64359,7521,57
64423,7522,7
64352,7522,17
64272,7521,17
64382,7522,25
64319,7521,12
64309,7522,18
64395,7522,7
54300,4412,411
64280,7521,30
64279,7503,274
64419,7522,142
64321,7522,12
64286,7522,20
64307,7522,8
64299,7522,14
64346,7522,11
64296,7522,4
64311,7522,6
64385,7522,16
64281,7521,5
64349,7522,25
64392,7519,4
54293,4412,9
64425,7503,27
64305,7522,39
64345,7521,10
64324,7521,166
64312,7522,11
64357,7522,4
64335,7522,859
64350,7503,99
64369,7522,16
64396,7522,86
64265,7503,4
64298,7521,4
64390,7522,11
64302,7522,37
64303,7521,15
64276,7521,20
64297,7503,15
64416,7521,126
64343,7522,35
64383,7522,9
64428,7522,14
64300,7522,79
54358,4412,9
