target_year,ze2020,node_idx,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count
2018,2702,45,Auxerre,1406,1547,211
2019,2702,45,Auxerre,1625,1793,211
2020,2702,45,Auxerre,1622,1814,211
2021,2702,45,Auxerre,1919,2148,211
2022,2702,45,Auxerre,1892,2148,211
2023,2702,45,Auxerre,1927,2186,211
2024,2702,45,Auxerre,2102,2443,211
2025,2702,45,Auxerre,2068,2426,211
2012,2703,46,Avallon,337,375,172
2013,2703,46,Avallon,375,398,172
2014,2703,46,Avallon,315,341,172
2015,2703,46,Avallon,309,333,172
2016,2703,46,Avallon,324,354,172
2017,2703,46,Avallon,326,364,172
2018,2703,46,Avallon,383,410,172
2019,2703,46,Avallon,352,416,172
2020,2703,46,Avallon,411,451,172
2021,2703,46,Avallon,470,554,172
2022,2703,46,Avallon,460,561,172
2023,2703,46,Avallon,541,630,172
2024,2703,46,Avallon,582,709,172
2025,2703,46,Avallon,523,655,172
2012,2704,47,Beaune,631,735,143
2013,2704,47,Beaune,604,651,143
2014,2704,47,Beaune,631,708,143
2015,2704,47,Beaune,662,739,143
2016,2704,47,Beaune,613,693,143
2017,2704,47,Beaune,671,724,143
2018,2704,47,Beaune,760,851,143
2019,2704,47,Beaune,826,940,143
2020,2704,47,Beaune,809,912,143
2021,2704,47,Beaune,1073,1197,143
2022,2704,47,Beaune,969,1106,143
2023,2704,47,Beaune,1062,1182,143
2024,2704,47,Beaune,1036,1196,143
2025,2704,47,Beaune,1084,1303,143
2012,2705,48,Belfort,1164,1337,164
2013,2705,48,Belfort,1310,1437,164
2014,2705,48,Belfort,1225,1362,164
2015,2705,48,Belfort,1056,1175,164
2016,2705,48,Belfort,1111,1245,164
2017,2705,48,Belfort,1263,1390,164
2018,2705,48,Belfort,1300,1396,164
2019,2705,48,Belfort,1601,1771,164
2020,2705,48,Belfort,1924,2051,164
2021,2705,48,Belfort,2136,2267,164
2022,2705,48,Belfort,1956,2124,164
2023,2705,48,Belfort,1993,2157,164
2024,2705,48,Belfort,2068,2313,164
2025,2705,48,Belfort,2336,2647,164
2012,2706,49,Besançon,2367,2709,408
2013,2706,49,Besançon,2249,2539,408
2014,2706,49,Besançon,2294,2567,408
2015,2706,49,Besançon,2119,2389,408
2016,2706,49,Besançon,2276,2573,408
2017,2706,49,Besançon,2385,2670,408
2018,2706,49,Besançon,2738,3074,408
2019,2706,49,Besançon,3173,3551,408
2020,2706,49,Besançon,3421,3744,408
2021,2706,49,Besançon,3772,4159,408
2022,2706,49,Besançon,3693,4046,408
2023,2706,49,Besançon,3715,4034,408
2024,2706,49,Besançon,3996,4536,408
2025,2706,49,Besançon,4322,4960,408
2012,2707,50,Chalon-sur-Saône,961,1100,133
2013,2707,50,Chalon-sur-Saône,1054,1180,133
2014,2707,50,Chalon-sur-Saône,1056,1162,133
2015,2707,50,Chalon-sur-Saône,975,1108,133
2016,2707,50,Chalon-sur-Saône,1062,1232,133
2017,2707,50,Chalon-sur-Saône,1071,1184,133
2018,2707,50,Chalon-sur-Saône,1138,1281,133
2019,2707,50,Chalon-sur-Saône,1423,1544,133
2020,2707,50,Chalon-sur-Saône,1570,1746,133
2021,2707,50,Chalon-sur-Saône,1776,2005,133
2022,2707,50,Chalon-sur-Saône,1789,2011,133
2023,2707,50,Chalon-sur-Saône,1826,2044,133
2024,2707,50,Chalon-sur-Saône,1981,2267,133
2025,2707,50,Chalon-sur-Saône,2050,2419,133
2012,2708,51,Charolais,526,609,132
2013,2708,51,Charolais,478,574,132
2014,2708,51,Charolais,518,590,132
2015,2708,51,Charolais,517,552,132
2016,2708,51,Charolais,508,573,132
2017,2708,51,Charolais,514,586,132
2018,2708,51,Charolais,544,633,132
2019,2708,51,Charolais,625,785,132
2020,2708,51,Charolais,588,739,132
2021,2708,51,Charolais,779,984,132
2022,2708,51,Charolais,807,983,132
2023,2708,51,Charolais,779,964,132
2024,2708,51,Charolais,808,1048,132
2025,2708,51,Charolais,842,1116,132
2012,2709,52,Châtillon-Montbard,412,478,233
2013,2709,52,Châtillon-Montbard,373,401,233
2014,2709,52,Châtillon-Montbard,427,450,233
2015,2709,52,Châtillon-Montbard,355,382,233
2016,2709,52,Châtillon-Montbard,398,451,233
2017,2709,52,Châtillon-Montbard,426,478,233
2018,2709,52,Châtillon-Montbard,463,510,233
2019,2709,52,Châtillon-Montbard,534,607,233
2020,2709,52,Châtillon-Montbard,504,588,233
2021,2709,52,Châtillon-Montbard,579,667,233
2022,2709,52,Châtillon-Montbard,579,700,233
2023,2709,52,Châtillon-Montbard,572,678,233
2024,2709,52,Châtillon-Montbard,601,728,233
2025,2709,52,Châtillon-Montbard,613,767,233
2012,2710,53,Creusot-Montceau,537,599,57
2013,2710,53,Creusot-Montceau,495,572,57
2014,2710,53,Creusot-Montceau,588,645,57
2015,2710,53,Creusot-Montceau,497,554,57
2016,2710,53,Creusot-Montceau,512,614,57
2017,2710,53,Creusot-Montceau,551,614,57
2018,2710,53,Creusot-Montceau,568,635,57
2019,2710,53,Creusot-Montceau,639,728,57
2020,2710,53,Creusot-Montceau,812,922,57
2021,2710,53,Creusot-Montceau,872,985,57
2022,2710,53,Creusot-Montceau,844,953,57
2023,2710,53,Creusot-Montceau,919,1009,57
2024,2710,53,Creusot-Montceau,879,1047,57
2025,2710,53,Creusot-Montceau,1041,1219,57
2012,2711,54,Dijon,2890,3307,322
2013,2711,54,Dijon,2932,3312,322
2014,2711,54,Dijon,3091,3551,322
2015,2711,54,Dijon,2968,3410,322
2016,2711,54,Dijon,2952,3321,322
2017,2711,54,Dijon,3341,3761,322
2018,2711,54,Dijon,3856,4274,322
2019,2711,54,Dijon,4626,5096,322
2020,2711,54,Dijon,4980,5412,322
2021,2711,54,Dijon,5544,6110,322
2022,2711,54,Dijon,5258,5823,322
2023,2711,54,Dijon,5228,5846,322
2024,2711,54,Dijon,5665,6365,322
2025,2711,54,Dijon,5815,6741,322
2012,2712,55,Dole,582,632,123
2013,2712,55,Dole,590,654,123
2014,2712,55,Dole,566,623,123
2015,2712,55,Dole,523,578,123
2016,2712,55,Dole,531,606,123
2017,2712,55,Dole,605,680,123
2018,2712,55,Dole,682,739,123
2019,2712,55,Dole,778,863,123
2020,2712,55,Dole,773,886,123
2021,2712,55,Dole,816,937,123
2022,2712,55,Dole,859,961,123
2023,2712,55,Dole,900,1012,123
2024,2712,55,Dole,948,1089,123
2025,2712,55,Dole,1014,1132,123
2012,2713,56,Lons-le-Saunier,1133,1264,333
2013,2713,56,Lons-le-Saunier,1098,1179,333
2014,2713,56,Lons-le-Saunier,1083,1223,333
2015,2713,56,Lons-le-Saunier,986,1099,333
2016,2713,56,Lons-le-Saunier,1049,1183,333
2017,2713,56,Lons-le-Saunier,1129,1248,333
2018,2713,56,Lons-le-Saunier,1237,1354,333
2019,2713,56,Lons-le-Saunier,1290,1420,333
2020,2713,56,Lons-le-Saunier,1467,1619,333
2021,2713,56,Lons-le-Saunier,1685,1929,333
2022,2713,56,Lons-le-Saunier,1683,1920,333
2023,2713,56,Lons-le-Saunier,1683,1912,333
2024,2713,56,Lons-le-Saunier,1808,2110,333
2025,2713,56,Lons-le-Saunier,1839,2199,333
2012,2714,57,Montbéliard,949,1073,146
2013,2714,57,Montbéliard,1152,1233,146
2014,2714,57,Montbéliard,1100,1193,146
2015,2714,57,Montbéliard,974,1106,146
2016,2714,57,Montbéliard,1050,1151,146
2017,2714,57,Montbéliard,1042,1135,146
2018,2714,57,Montbéliard,1154,1226,146
2019,2714,57,Montbéliard,1303,1422,146
2020,2714,57,Montbéliard,1440,1582,146
2021,2714,57,Montbéliard,1770,1882,146
2022,2714,57,Montbéliard,1708,1843,146
2023,2714,57,Montbéliard,1756,1911,146
2024,2714,57,Montbéliard,1912,2119,146
2025,2714,57,Montbéliard,2193,2455,146
2012,2715,58,Pontarlier,669,765,174
2013,2715,58,Pontarlier,746,844,174
2014,2715,58,Pontarlier,717,817,174
2015,2715,58,Pontarlier,741,831,174
2016,2715,58,Pontarlier,841,920,174
2017,2715,58,Pontarlier,812,921,174
2018,2715,58,Pontarlier,950,1023,174
2019,2715,58,Pontarlier,1067,1197,174
2020,2715,58,Pontarlier,1223,1314,174
2021,2715,58,Pontarlier,1393,1510,174
2022,2715,58,Pontarlier,1351,1484,174
2023,2715,58,Pontarlier,1370,1495,174
2024,2715,58,Pontarlier,1445,1652,174
2025,2715,58,Pontarlier,1581,1771,174
2012,2716,59,Saint-Claude,353,387,71
2013,2716,59,Saint-Claude,360,380,71
2014,2716,59,Saint-Claude,341,381,71
2015,2716,59,Saint-Claude,317,329,71
2016,2716,59,Saint-Claude,352,397,71
2017,2716,59,Saint-Claude,380,417,71
2018,2716,59,Saint-Claude,448,467,71
2019,2716,59,Saint-Claude,499,534,71
2020,2716,59,Saint-Claude,489,540,71
2021,2716,59,Saint-Claude,612,666,71
2022,2716,59,Saint-Claude,609,666,71
2023,2716,59,Saint-Claude,607,658,71
2024,2716,59,Saint-Claude,650,737,71
2025,2716,59,Saint-Claude,642,741,71
2012,2717,60,Sens,783,903,102
2013,2717,60,Sens,785,845,102
2014,2717,60,Sens,801,890,102
2015,2717,60,Sens,734,813,102
2016,2717,60,Sens,720,801,102
2017,2717,60,Sens,852,963,102
2018,2717,60,Sens,955,1024,102
2019,2717,60,Sens,1050,1124,102
2020,2717,60,Sens,1217,1316,102
2021,2717,60,Sens,1381,1516,102
2022,2717,60,Sens,1339,1498,102
2023,2717,60,Sens,1353,1492,102
2024,2717,60,Sens,1573,1783,102
2025,2717,60,Sens,1513,1730,102
2012,2718,61,Vesoul,737,841,336
2013,2718,61,Vesoul,730,775,336
2014,2718,61,Vesoul,781,851,336
2015,2718,61,Vesoul,718,827,336
2016,2718,61,Vesoul,702,790,336
2017,2718,61,Vesoul,756,828,336
2018,2718,61,Vesoul,800,874,336
2019,2718,61,Vesoul,885,1000,336
2020,2718,61,Vesoul,1043,1148,336
2021,2718,61,Vesoul,1057,1173,336
2022,2718,61,Vesoul,1159,1302,336
2023,2718,61,Vesoul,1221,1367,336
2024,2718,61,Vesoul,1269,1386,336
2025,2718,61,Vesoul,1337,1528,336
2012,2801,62,Argentan,218,273,73
2013,2801,62,Argentan,205,223,73
2014,2801,62,Argentan,209,244,73
2015,2801,62,Argentan,192,222,73
2016,2801,62,Argentan,211,228,73
2017,2801,62,Argentan,260,278,73
2018,2801,62,Argentan,244,286,73
2019,2801,62,Argentan,289,312,73
2020,2801,62,Argentan,306,343,73
2021,2801,62,Argentan,359,415,73
2022,2801,62,Argentan,351,384,73
2023,2801,62,Argentan,369,403,73
2024,2801,62,Argentan,401,458,73
2025,2801,62,Argentan,366,420,73
2012,2802,63,Avranches,470,547,101
2013,2802,63,Avranches,451,508,101
2014,2802,63,Avranches,508,553,101
2015,2802,63,Avranches,468,545,101
2016,2802,63,Avranches,471,548,101
2017,2802,63,Avranches,465,517,101
2018,2802,63,Avranches,513,582,101
2019,2802,63,Avranches,658,756,101
2020,2802,63,Avranches,729,815,101
2021,2802,63,Avranches,746,845,101
2022,2802,63,Avranches,752,857,101
2023,2802,63,Avranches,778,877,101
2024,2802,63,Avranches,806,967,101
2025,2802,63,Avranches,911,1095,101
2012,2803,64,Bernay,485,566,106
2013,2803,64,Bernay,438,487,106
2014,2803,64,Bernay,479,496,106
2015,2803,64,Bernay,471,532,106
2016,2803,64,Bernay,449,489,106
2017,2803,64,Bernay,437,449,106
2018,2803,64,Bernay,506,533,106
2019,2803,64,Bernay,553,598,106
2020,2803,64,Bernay,576,639,106
2021,2803,64,Bernay,675,742,106
2022,2803,64,Bernay,675,751,106
2023,2803,64,Bernay,713,766,106
2024,2803,64,Bernay,755,874,106
2025,2803,64,Bernay,719,864,106
2012,2804,65,Caen,3926,4561,378
2013,2804,65,Caen,3842,4272,378
2014,2804,65,Caen,3987,4470,378
2015,2804,65,Caen,3770,4347,378
2016,2804,65,Caen,3787,4274,378
2017,2804,65,Caen,4184,4717,378
2018,2804,65,Caen,4989,5599,378
2019,2804,65,Caen,5960,6513,378
2020,2804,65,Caen,6248,6861,378
2021,2804,65,Caen,7293,7919,378
2022,2804,65,Caen,6728,7436,378
2023,2804,65,Caen,6809,7513,378
2024,2804,65,Caen,6993,7947,378
2025,2804,65,Caen,7610,8760,378
2012,2805,66,Cherbourg-en-Cotentin,839,959,135
2013,2805,66,Cherbourg-en-Cotentin,796,934,135
2014,2805,66,Cherbourg-en-Cotentin,795,929,135
2015,2805,66,Cherbourg-en-Cotentin,746,828,135
2016,2805,66,Cherbourg-en-Cotentin,861,966,135
2017,2805,66,Cherbourg-en-Cotentin,899,999,135
2018,2805,66,Cherbourg-en-Cotentin,993,1122,135
2019,2805,66,Cherbourg-en-Cotentin,1133,1234,135
2020,2805,66,Cherbourg-en-Cotentin,1241,1350,135
2021,2805,66,Cherbourg-en-Cotentin,1398,1536,135
2022,2805,66,Cherbourg-en-Cotentin,1461,1648,135
2023,2805,66,Cherbourg-en-Cotentin,1473,1617,135
2024,2805,66,Cherbourg-en-Cotentin,1650,1901,135
2025,2805,66,Cherbourg-en-Cotentin,1703,1965,135
2012,2806,67,Coutances,354,397,67
2013,2806,67,Coutances,347,367,67
2014,2806,67,Coutances,366,393,67
2015,2806,67,Coutances,313,352,67
2016,2806,67,Coutances,347,389,67
2017,2806,67,Coutances,374,433,67
2018,2806,67,Coutances,403,435,67
2019,2806,67,Coutances,450,492,67
2020,2806,67,Coutances,462,505,67
2021,2806,67,Coutances,606,677,67
2022,2806,67,Coutances,609,666,67
2023,2806,67,Coutances,575,649,67
2024,2806,67,Coutances,675,795,67
2025,2806,67,Coutances,663,787,67
2012,2807,68,Dieppe-Caux maritime,837,939,196
2013,2807,68,Dieppe-Caux maritime,776,825,196
2014,2807,68,Dieppe-Caux maritime,847,917,196
2015,2807,68,Dieppe-Caux maritime,783,860,196
2016,2807,68,Dieppe-Caux maritime,769,889,196
2017,2807,68,Dieppe-Caux maritime,817,913,196
2018,2807,68,Dieppe-Caux maritime,973,1064,196
2019,2807,68,Dieppe-Caux maritime,981,1087,196
2020,2807,68,Dieppe-Caux maritime,1122,1204,196
2021,2807,68,Dieppe-Caux maritime,1254,1406,196
2022,2807,68,Dieppe-Caux maritime,1209,1382,196
2023,2807,68,Dieppe-Caux maritime,1246,1396,196
2024,2807,68,Dieppe-Caux maritime,1287,1529,196
2025,2807,68,Dieppe-Caux maritime,1340,1572,196
2012,2808,69,Évreux,1270,1429,167
2013,2808,69,Évreux,1199,1337,167
2014,2808,69,Évreux,1259,1451,167
2015,2808,69,Évreux,1135,1285,167
2016,2808,69,Évreux,1280,1426,167
2017,2808,69,Évreux,1356,1520,167
2018,2808,69,Évreux,1457,1599,167
2019,2808,69,Évreux,1697,1859,167
2020,2808,69,Évreux,1793,1954,167
2021,2808,69,Évreux,2047,2221,167
2022,2808,69,Évreux,2100,2291,167
2023,2808,69,Évreux,2186,2372,167
2024,2808,69,Évreux,2155,2399,167
2025,2808,69,Évreux,2315,2633,167
2012,2809,70,Flers,408,456,91
2013,2809,70,Flers,423,476,91
2014,2809,70,Flers,453,497,91
2015,2809,70,Flers,429,478,91
2016,2809,70,Flers,443,512,91
2017,2809,70,Flers,472,539,91
2018,2809,70,Flers,473,543,91
2019,2809,70,Flers,554,626,91
2020,2809,70,Flers,605,678,91
2021,2809,70,Flers,750,795,91
2022,2809,70,Flers,715,785,91
2023,2809,70,Flers,675,761,91
2024,2809,70,Flers,769,922,91
2025,2809,70,Flers,800,956,91
2012,2810,71,Granville,368,408,45
2013,2810,71,Granville,351,376,45
2014,2810,71,Granville,387,419,45
2015,2810,71,Granville,368,404,45
2016,2810,71,Granville,353,409,45
2017,2810,71,Granville,412,474,45
2018,2810,71,Granville,420,446,45
2019,2810,71,Granville,488,537,45
2020,2810,71,Granville,489,534,45
2021,2810,71,Granville,590,662,45
2022,2810,71,Granville,537,611,45
2023,2810,71,Granville,537,607,45
2024,2810,71,Granville,593,710,45
2025,2810,71,Granville,660,767,45
2012,2811,72,Honfleur Pont-Audemer,876,995,119
2013,2811,72,Honfleur Pont-Audemer,871,955,119
2014,2811,72,Honfleur Pont-Audemer,887,979,119
2015,2811,72,Honfleur Pont-Audemer,779,844,119
2016,2811,72,Honfleur Pont-Audemer,841,951,119
2017,2811,72,Honfleur Pont-Audemer,891,1008,119
2018,2811,72,Honfleur Pont-Audemer,968,1133,119
2019,2811,72,Honfleur Pont-Audemer,1158,1294,119
2020,2811,72,Honfleur Pont-Audemer,1149,1329,119
2021,2811,72,Honfleur Pont-Audemer,1362,1615,119
2022,2811,72,Honfleur Pont-Audemer,1368,1577,119
2023,2811,72,Honfleur Pont-Audemer,1373,1562,119
2024,2811,72,Honfleur Pont-Audemer,1391,1672,119
2025,2811,72,Honfleur Pont-Audemer,1425,1695,119
2012,2812,73,L'Aigle,250,286,79
2013,2812,73,L'Aigle,288,322,79
2014,2812,73,L'Aigle,296,316,79
2015,2812,73,L'Aigle,252,272,79
2016,2812,73,L'Aigle,258,293,79
2017,2812,73,L'Aigle,267,285,79
2018,2812,73,L'Aigle,305,353,79
2019,2812,73,L'Aigle,340,381,79
2020,2812,73,L'Aigle,366,402,79
2021,2812,73,L'Aigle,403,439,79
2022,2812,73,L'Aigle,488,609,79
2023,2812,73,L'Aigle,416,463,79
2024,2812,73,L'Aigle,432,497,79
2025,2812,73,L'Aigle,483,564,79
2012,2813,74,Le Havre,1576,1817,115
2013,2813,74,Le Havre,1601,1820,115
2014,2813,74,Le Havre,1716,1959,115
2015,2813,74,Le Havre,1563,1801,115
2016,2813,74,Le Havre,1580,1847,115
2017,2813,74,Le Havre,1751,1937,115
2018,2813,74,Le Havre,2244,2510,115
2019,2813,74,Le Havre,2697,2956,115
2020,2813,74,Le Havre,2961,3264,115
2021,2813,74,Le Havre,3502,3767,115
2022,2813,74,Le Havre,3420,3750,115
2023,2813,74,Le Havre,3356,3677,115
2024,2813,74,Le Havre,3511,4010,115
2025,2813,74,Le Havre,3672,4193,115
2012,2814,75,Lisieux,593,672,93
2013,2814,75,Lisieux,501,539,93
2014,2814,75,Lisieux,544,621,93
2015,2814,75,Lisieux,483,542,93
2016,2814,75,Lisieux,493,556,93
2017,2814,75,Lisieux,533,601,93
2018,2814,75,Lisieux,558,622,93
2019,2814,75,Lisieux,697,788,93
2020,2814,75,Lisieux,703,851,93
2021,2814,75,Lisieux,873,981,93
2022,2814,75,Lisieux,829,916,93
2023,2814,75,Lisieux,843,946,93
2024,2814,75,Lisieux,867,1018,93
2025,2814,75,Lisieux,911,1070,93
2012,2815,76,Rouen,4300,5014,299
2013,2815,76,Rouen,4283,4874,299
2014,2815,76,Rouen,4604,5247,299
2015,2815,76,Rouen,4269,4868,299
2016,2815,76,Rouen,4732,5408,299
2017,2815,76,Rouen,5233,5893,299
2018,2815,76,Rouen,6264,6908,299
2019,2815,76,Rouen,6946,7626,299
2020,2815,76,Rouen,7969,8542,299
2021,2815,76,Rouen,9124,9870,299
2022,2815,76,Rouen,8802,9668,299
2023,2815,76,Rouen,8849,9642,299
2024,2815,76,Rouen,9195,10271,299
2025,2815,76,Rouen,9935,11254,299
2012,2816,77,Saint-Lô,556,619,104
2013,2816,77,Saint-Lô,517,589,104
2014,2816,77,Saint-Lô,574,637,104
2015,2816,77,Saint-Lô,510,582,104
2016,2816,77,Saint-Lô,575,654,104
2017,2816,77,Saint-Lô,563,650,104
2018,2816,77,Saint-Lô,659,741,104
2019,2816,77,Saint-Lô,740,817,104
2020,2816,77,Saint-Lô,757,861,104
2021,2816,77,Saint-Lô,937,1053,104
2022,2816,77,Saint-Lô,898,1015,104
2023,2816,77,Saint-Lô,839,957,104
2024,2816,77,Saint-Lô,1004,1214,104
2025,2816,77,Saint-Lô,1018,1225,104
2012,2817,78,Vernon-Gisors,865,937,110
2013,2817,78,Vernon-Gisors,848,922,110
2014,2817,78,Vernon-Gisors,935,1014,110
2015,2817,78,Vernon-Gisors,882,946,110
2016,2817,78,Vernon-Gisors,915,983,110
2017,2817,78,Vernon-Gisors,978,1054,110
2018,2817,78,Vernon-Gisors,1044,1150,110
2019,2817,78,Vernon-Gisors,1237,1356,110
2020,2817,78,Vernon-Gisors,1323,1406,110
2021,2817,78,Vernon-Gisors,1487,1589,110
2022,2817,78,Vernon-Gisors,1583,1757,110
2023,2817,78,Vernon-Gisors,1567,1764,110
2024,2817,78,Vernon-Gisors,1635,1830,110
2025,2817,78,Vernon-Gisors,1821,2025,110
2012,2818,79,Vire Normandie,220,254,21
2013,2818,79,Vire Normandie,200,223,21
2014,2818,79,Vire Normandie,236,251,21
2015,2818,79,Vire Normandie,202,231,21
2016,2818,79,Vire Normandie,223,245,21
2017,2818,79,Vire Normandie,204,231,21
2018,2818,79,Vire Normandie,249,261,21
2019,2818,79,Vire Normandie,304,330,21
2020,2818,79,Vire Normandie,299,339,21
2021,2818,79,Vire Normandie,387,417,21
2022,2818,79,Vire Normandie,333,397,21
2023,2818,79,Vire Normandie,314,372,21
2024,2818,79,Vire Normandie,347,404,21
2025,2818,79,Vire Normandie,357,419,21
2012,2819,80,Yvetot-Vallée du Commerce,501,586,99
2013,2819,80,Yvetot-Vallée du Commerce,545,589,99
2014,2819,80,Yvetot-Vallée du Commerce,532,593,99
2015,2819,80,Yvetot-Vallée du Commerce,528,610,99
2016,2819,80,Yvetot-Vallée du Commerce,567,610,99
2017,2819,80,Yvetot-Vallée du Commerce,587,631,99
2018,2819,80,Yvetot-Vallée du Commerce,648,725,99
2019,2819,80,Yvetot-Vallée du Commerce,745,826,99
2020,2819,80,Yvetot-Vallée du Commerce,827,896,99
2021,2819,80,Yvetot-Vallée du Commerce,1009,1084,99
2022,2819,80,Yvetot-Vallée du Commerce,875,977,99
2023,2819,80,Yvetot-Vallée du Commerce,993,1090,99
2024,2819,80,Yvetot-Vallée du Commerce,992,1136,99
2025,2819,80,Yvetot-Vallée du Commerce,1081,1230,99
2012,3201,81,Abbeville,519,587,165
2013,3201,81,Abbeville,483,526,165
2014,3201,81,Abbeville,489,530,165
2015,3201,81,Abbeville,513,560,165
2016,3201,81,Abbeville,555,629,165
2017,3201,81,Abbeville,644,699,165
2018,3201,81,Abbeville,715,784,165
2019,3201,81,Abbeville,778,823,165
2020,3201,81,Abbeville,701,771,165
2021,3201,81,Abbeville,794,887,165
2022,3201,81,Abbeville,772,887,165
2023,3201,81,Abbeville,803,906,165
2024,3201,81,Abbeville,858,1014,165
2025,3201,81,Abbeville,820,998,165
2012,3202,82,Amiens,2062,2431,455
2013,3202,82,Amiens,1985,2280,455
2014,3202,82,Amiens,2115,2447,455
2015,3202,82,Amiens,2057,2462,455
2016,3202,82,Amiens,2135,2521,455
2017,3202,82,Amiens,2240,2619,455
2018,3202,82,Amiens,3118,3480,455
2019,3202,82,Amiens,3466,3767,455
2020,3202,82,Amiens,3654,3964,455
2021,3202,82,Amiens,4193,4594,455
2022,3202,82,Amiens,4276,4716,455
2023,3202,82,Amiens,4127,4622,455
2024,3202,82,Amiens,4239,4821,455
2025,3202,82,Amiens,4446,5102,455
2012,3203,83,Arras,1096,1287,232
2013,3203,83,Arras,1152,1279,232
2014,3203,83,Arras,1103,1229,232
2015,3203,83,Arras,1025,1223,232
2016,3203,83,Arras,995,1169,232
2017,3203,83,Arras,1121,1288,232
2018,3203,83,Arras,1177,1317,232
2019,3203,83,Arras,1514,1669,232
2020,3203,83,Arras,1593,1757,232
2021,3203,83,Arras,1855,2063,232
2022,3203,83,Arras,1884,2112,232
2023,3203,83,Arras,1746,1909,232
2024,3203,83,Arras,1942,2190,232
2025,3203,83,Arras,1970,2266,232
2012,3204,84,Berck,756,879,201
2013,3204,84,Berck,743,838,201
2014,3204,84,Berck,784,876,201
2015,3204,84,Berck,760,852,201
2016,3204,84,Berck,745,870,201
2017,3204,84,Berck,800,938,201
2018,3204,84,Berck,862,974,201
2019,3204,84,Berck,989,1113,201
2020,3204,84,Berck,1032,1150,201
2021,3204,84,Berck,1233,1456,201
2022,3204,84,Berck,1275,1441,201
2023,3204,84,Berck,1094,1275,201
2024,3204,84,Berck,1222,1437,201
2025,3204,84,Berck,1250,1496,201
2012,3205,85,Béthune,1464,1602,109
2013,3205,85,Béthune,1395,1500,109
2014,3205,85,Béthune,1404,1544,109
2015,3205,85,Béthune,1287,1410,109
2016,3205,85,Béthune,1263,1403,109
2017,3205,85,Béthune,1339,1473,109
2018,3205,85,Béthune,1537,1720,109
2019,3205,85,Béthune,1710,1858,109
2020,3205,85,Béthune,1848,2044,109
2021,3205,85,Béthune,2279,2438,109
2022,3205,85,Béthune,2270,2461,109
2023,3205,85,Béthune,2308,2512,109
2024,3205,85,Béthune,2537,2781,109
2025,3205,85,Béthune,2630,2911,109
2012,3206,86,Boulogne-sur-Mer,925,1015,92
2013,3206,86,Boulogne-sur-Mer,838,951,92
2014,3206,86,Boulogne-sur-Mer,991,1080,92
2015,3206,86,Boulogne-sur-Mer,905,1019,92
2016,3206,86,Boulogne-sur-Mer,858,967,92
2017,3206,86,Boulogne-sur-Mer,935,1020,92
2018,3206,86,Boulogne-sur-Mer,933,1033,92
2019,3206,86,Boulogne-sur-Mer,1208,1338,92
2020,3206,86,Boulogne-sur-Mer,1352,1492,92
2021,3206,86,Boulogne-sur-Mer,1501,1662,92
2022,3206,86,Boulogne-sur-Mer,1507,1682,92
2023,3206,86,Boulogne-sur-Mer,1482,1648,92
2024,3206,86,Boulogne-sur-Mer,1538,1775,92
2025,3206,86,Boulogne-sur-Mer,1642,1870,92
2012,3207,87,Calais,782,924,51
2013,3207,87,Calais,800,867,51
2014,3207,87,Calais,752,861,51
2015,3207,87,Calais,698,820,51
2016,3207,87,Calais,666,768,51
2017,3207,87,Calais,730,820,51
2018,3207,87,Calais,846,964,51
2019,3207,87,Calais,1112,1206,51
2020,3207,87,Calais,1142,1248,51
2021,3207,87,Calais,1375,1536,51
2022,3207,87,Calais,1244,1405,51
2023,3207,87,Calais,1223,1354,51
2024,3207,87,Calais,1255,1422,51
2025,3207,87,Calais,1301,1496,51
2012,3208,88,Cambrai,856,987,111
2013,3208,88,Cambrai,931,1024,111
2014,3208,88,Cambrai,870,958,111
2015,3208,88,Cambrai,724,816,111
2016,3208,88,Cambrai,774,891,111
2017,3208,88,Cambrai,773,900,111
2018,3208,88,Cambrai,926,1004,111
2019,3208,88,Cambrai,1099,1196,111
2020,3208,88,Cambrai,1210,1335,111
2021,3208,88,Cambrai,1360,1476,111
2022,3208,88,Cambrai,1355,1507,111
2023,3208,88,Cambrai,1380,1520,111
2024,3208,88,Cambrai,1390,1592,111
2025,3208,88,Cambrai,1463,1681,111
2012,3209,89,Château-Thierry,491,547,119
2013,3209,89,Château-Thierry,439,473,119
2014,3209,89,Château-Thierry,443,468,119
2015,3209,89,Château-Thierry,448,490,119
2016,3209,89,Château-Thierry,475,537,119
2017,3209,89,Château-Thierry,468,535,119
2018,3209,89,Château-Thierry,533,583,119
2019,3209,89,Château-Thierry,621,666,119
2020,3209,89,Château-Thierry,628,671,119
2021,3209,89,Château-Thierry,758,832,119
2022,3209,89,Château-Thierry,692,755,119
2023,3209,89,Château-Thierry,765,815,119
2024,3209,89,Château-Thierry,824,922,119
2025,3209,89,Château-Thierry,844,941,119
2012,3210,90,Compiègne,1294,1430,181
2013,3210,90,Compiègne,1222,1398,181
2014,3210,90,Compiègne,1227,1367,181
2015,3210,90,Compiègne,1177,1338,181
2016,3210,90,Compiègne,1231,1406,181
2017,3210,90,Compiègne,1315,1484,181
2018,3210,90,Compiègne,1492,1633,181
2019,3210,90,Compiègne,1732,1859,181
2020,3210,90,Compiègne,1773,1870,181
2021,3210,90,Compiègne,2149,2290,181
2022,3210,90,Compiègne,2045,2235,181
