target_year,ze2020,node_idx,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count
2018,7510,179,0Dax,1795,2013,119
2019,7510,179,0Dax,2098,2345,119
2020,7510,179,0Dax,2119,2357,119
2021,7510,179,0Dax,2450,2822,119
2022,7510,179,0Dax,2486,2816,119
2023,7510,179,0Dax,2626,2958,119
2024,7510,179,0Dax,2583,3168,119
2025,7510,179,0Dax,2668,3225,119
2012,7511,180,Guéret,799,998,255
2013,7511,180,Guéret,760,884,255
2014,7511,180,Guéret,765,893,255
2015,7511,180,Guéret,664,896,255
2016,7511,180,Guéret,634,817,255
2017,7511,180,Guéret,720,931,255
2018,7511,180,Guéret,717,926,255
2019,7511,180,Guéret,842,1079,255
2020,7511,180,Guéret,892,1175,255
2021,7511,180,Guéret,1034,1388,255
2022,7511,180,Guéret,1030,1340,255
2023,7511,180,Guéret,1127,1419,255
2024,7511,180,Guéret,1152,1567,255
2025,7511,180,Guéret,1193,1683,255
2012,7512,181,La Rochelle,2568,2921,83
2013,7512,181,La Rochelle,2410,2671,83
2014,7512,181,La Rochelle,2585,2841,83
2015,7512,181,La Rochelle,2479,2712,83
2016,7512,181,La Rochelle,2548,2801,83
2017,7512,181,La Rochelle,2771,3078,83
2018,7512,181,La Rochelle,3249,3553,83
2019,7512,181,La Rochelle,3646,4015,83
2020,7512,181,La Rochelle,3668,4103,83
2021,7512,181,La Rochelle,4460,5034,83
2022,7512,181,La Rochelle,4264,4781,83
2023,7512,181,La Rochelle,3972,4469,83
2024,7512,181,La Rochelle,4255,4979,83
2025,7512,181,La Rochelle,4234,4987,83
2012,7513,182,La Teste-de-Buch,1729,1833,33
2013,7513,182,La Teste-de-Buch,1896,2052,33
2014,7513,182,La Teste-de-Buch,1927,2050,33
2015,7513,182,La Teste-de-Buch,1796,2000,33
2016,7513,182,La Teste-de-Buch,1930,2102,33
2017,7513,182,La Teste-de-Buch,2035,2266,33
2018,7513,182,La Teste-de-Buch,2198,2458,33
2019,7513,182,La Teste-de-Buch,2670,2919,33
2020,7513,182,La Teste-de-Buch,2477,2734,33
2021,7513,182,La Teste-de-Buch,3045,3447,33
2022,7513,182,La Teste-de-Buch,3062,3431,33
2023,7513,182,La Teste-de-Buch,3050,3437,33
2024,7513,182,La Teste-de-Buch,3083,3682,33
2025,7513,182,La Teste-de-Buch,2997,3593,33
2012,7514,183,Langon,1072,1148,175
2013,7514,183,Langon,1130,1213,175
2014,7514,183,Langon,1222,1270,175
2015,7514,183,Langon,1110,1187,175
2016,7514,183,Langon,1090,1162,175
2017,7514,183,Langon,1250,1301,175
2018,7514,183,Langon,1274,1375,175
2019,7514,183,Langon,1374,1478,175
2020,7514,183,Langon,1372,1502,175
2021,7514,183,Langon,1713,1885,175
2022,7514,183,Langon,1921,2122,175
2023,7514,183,Langon,1680,1858,175
2024,7514,183,Langon,1812,2066,175
2025,7514,183,Langon,1715,2007,175
2012,7515,184,Lesparre-Médoc,730,787,40
2013,7515,184,Lesparre-Médoc,713,780,40
2014,7515,184,Lesparre-Médoc,733,792,40
2015,7515,184,Lesparre-Médoc,659,716,40
2016,7515,184,Lesparre-Médoc,672,719,40
2017,7515,184,Lesparre-Médoc,754,824,40
2018,7515,184,Lesparre-Médoc,778,842,40
2019,7515,184,Lesparre-Médoc,816,881,40
2020,7515,184,Lesparre-Médoc,970,1085,40
2021,7515,184,Lesparre-Médoc,1040,1156,40
2022,7515,184,Lesparre-Médoc,1147,1300,40
2023,7515,184,Lesparre-Médoc,1136,1293,40
2024,7515,184,Lesparre-Médoc,1103,1297,40
2025,7515,184,Lesparre-Médoc,1143,1357,40
2012,7516,185,Libourne,1388,1476,140
2013,7516,185,Libourne,1508,1644,140
2014,7516,185,Libourne,1415,1518,140
2015,7516,185,Libourne,1392,1474,140
2016,7516,185,Libourne,1422,1513,140
2017,7516,185,Libourne,1491,1598,140
2018,7516,185,Libourne,1679,1801,140
2019,7516,185,Libourne,1916,2027,140
2020,7516,185,Libourne,1911,2078,140
2021,7516,185,Libourne,2316,2528,140
2022,7516,185,Libourne,2453,2686,140
2023,7516,185,Libourne,2297,2533,140
2024,7516,185,Libourne,2392,2716,140
2025,7516,185,Libourne,2523,2933,140
2012,7517,186,Limoges,1953,2254,130
2013,7517,186,Limoges,2044,2317,130
2014,7517,186,Limoges,2001,2272,130
2015,7517,186,Limoges,1866,2150,130
2016,7517,186,Limoges,2001,2291,130
2017,7517,186,Limoges,2169,2443,130
2018,7517,186,Limoges,2507,2773,130
2019,7517,186,Limoges,2777,3084,130
2020,7517,186,Limoges,2962,3318,130
2021,7517,186,Limoges,3817,4264,130
2022,7517,186,Limoges,3493,3887,130
2023,7517,186,Limoges,3595,3994,130
2024,7517,186,Limoges,3762,4365,130
2025,7517,186,Limoges,3823,4465,130
2012,7518,187,Marmande,752,874,131
2013,7518,187,Marmande,745,850,131
2014,7518,187,Marmande,733,828,131
2015,7518,187,Marmande,725,793,131
2016,7518,187,Marmande,702,794,131
2017,7518,187,Marmande,744,840,131
2018,7518,187,Marmande,837,955,131
2019,7518,187,Marmande,939,1073,131
2020,7518,187,Marmande,986,1111,131
2021,7518,187,Marmande,1154,1390,131
2022,7518,187,Marmande,1201,1403,131
2023,7518,187,Marmande,1158,1349,131
2024,7518,187,Marmande,1092,1358,131
2025,7518,187,Marmande,1257,1547,131
2012,7519,188,Mont-de-Marsan,862,1078,166
2013,7519,188,Mont-de-Marsan,915,1079,166
2014,7519,188,Mont-de-Marsan,905,1073,166
2015,7519,188,Mont-de-Marsan,825,995,166
2016,7519,188,Mont-de-Marsan,900,1095,166
2017,7519,188,Mont-de-Marsan,935,1102,166
2018,7519,188,Mont-de-Marsan,1018,1200,166
2019,7519,188,Mont-de-Marsan,1322,1531,166
2020,7519,188,Mont-de-Marsan,1294,1474,166
2021,7519,188,Mont-de-Marsan,1566,1806,166
2022,7519,188,Mont-de-Marsan,1579,1860,166
2023,7519,188,Mont-de-Marsan,1480,1740,166
2024,7519,188,Mont-de-Marsan,1737,2083,166
2025,7519,188,Mont-de-Marsan,1648,2037,166
2012,7520,189,Niort,1225,1458,158
2013,7520,189,Niort,1367,1517,158
2014,7520,189,Niort,1269,1428,158
2015,7520,189,Niort,1305,1464,158
2016,7520,189,Niort,1241,1497,158
2017,7520,189,Niort,1336,1522,158
2018,7520,189,Niort,1543,1731,158
2019,7520,189,Niort,1688,1966,158
2020,7520,189,Niort,1731,1969,158
2021,7520,189,Niort,2022,2373,158
2022,7520,189,Niort,2111,2425,158
2023,7520,189,Niort,2182,2485,158
2024,7520,189,Niort,2263,2686,158
2025,7520,189,Niort,2403,2862,158
2012,7521,190,Oloron-Sainte-Marie,496,539,163
2013,7521,190,Oloron-Sainte-Marie,513,567,163
2014,7521,190,Oloron-Sainte-Marie,459,519,163
2015,7521,190,Oloron-Sainte-Marie,430,502,163
2016,7521,190,Oloron-Sainte-Marie,516,568,163
2017,7521,190,Oloron-Sainte-Marie,458,522,163
2018,7521,190,Oloron-Sainte-Marie,546,597,163
2019,7521,190,Oloron-Sainte-Marie,605,637,163
2020,7521,190,Oloron-Sainte-Marie,661,747,163
2021,7521,190,Oloron-Sainte-Marie,671,786,163
2022,7521,190,Oloron-Sainte-Marie,710,811,163
2023,7521,190,Oloron-Sainte-Marie,690,806,163
2024,7521,190,Oloron-Sainte-Marie,721,882,163
2025,7521,190,Oloron-Sainte-Marie,777,964,163
2012,7522,191,0Pau,2399,2741,286
2013,7522,191,0Pau,2409,2615,286
2014,7522,191,0Pau,2414,2680,286
2015,7522,191,0Pau,2478,2724,286
2016,7522,191,0Pau,2393,2748,286
2017,7522,191,0Pau,2535,2856,286
2018,7522,191,0Pau,3084,3412,286
2019,7522,191,0Pau,3650,3955,286
2020,7522,191,0Pau,3596,3973,286
2021,7522,191,0Pau,4242,4749,286
2022,7522,191,0Pau,4391,4919,286
2023,7522,191,0Pau,4163,4702,286
2024,7522,191,0Pau,4467,5215,286
2025,7522,191,0Pau,4607,5409,286
2012,7523,192,Périgueux,1701,1916,231
2013,7523,192,Périgueux,1657,1721,231
2014,7523,192,Périgueux,1727,1831,231
2015,7523,192,Périgueux,1615,1807,231
2016,7523,192,Périgueux,1665,1848,231
2017,7523,192,Périgueux,1733,1909,231
2018,7523,192,Périgueux,1833,2067,231
2019,7523,192,Périgueux,2183,2401,231
2020,7523,192,Périgueux,2346,2628,231
2021,7523,192,Périgueux,2747,3136,231
2022,7523,192,Périgueux,2629,3058,231
2023,7523,192,Périgueux,2678,3062,231
2024,7523,192,Périgueux,2670,3291,231
2025,7523,192,Périgueux,2866,3453,231
2012,7524,193,Poitiers,1953,2360,163
2013,7524,193,Poitiers,2062,2463,163
2014,7524,193,Poitiers,2033,2369,163
2015,7524,193,Poitiers,2034,2382,163
2016,7524,193,Poitiers,2106,2479,163
2017,7524,193,Poitiers,2147,2485,163
2018,7524,193,Poitiers,2646,3096,163
2019,7524,193,Poitiers,2995,3391,163
2020,7524,193,Poitiers,3260,3619,163
2021,7524,193,Poitiers,3714,4157,163
2022,7524,193,Poitiers,3987,4451,163
2023,7524,193,Poitiers,3733,4193,163
2024,7524,193,Poitiers,3724,4582,163
2025,7524,193,Poitiers,4005,4671,163
2012,7525,194,Rochefort,640,714,41
2013,7525,194,Rochefort,615,659,41
2014,7525,194,Rochefort,597,685,41
2015,7525,194,Rochefort,622,678,41
2016,7525,194,Rochefort,550,634,41
2017,7525,194,Rochefort,616,662,41
2018,7525,194,Rochefort,693,793,41
2019,7525,194,Rochefort,789,896,41
2020,7525,194,Rochefort,825,881,41
2021,7525,194,Rochefort,917,1031,41
2022,7525,194,Rochefort,952,1050,41
2023,7525,194,Rochefort,955,1061,41
2024,7525,194,Rochefort,1024,1199,41
2025,7525,194,Rochefort,1029,1235,41
2012,7526,195,Royan,1278,1375,51
2013,7526,195,Royan,1254,1375,51
2014,7526,195,Royan,1242,1378,51
2015,7526,195,Royan,1189,1323,51
2016,7526,195,Royan,1141,1277,51
2017,7526,195,Royan,1270,1430,51
2018,7526,195,Royan,1377,1571,51
2019,7526,195,Royan,1607,1779,51
2020,7526,195,Royan,1586,1806,51
2021,7526,195,Royan,1868,2160,51
2022,7526,195,Royan,1882,2174,51
2023,7526,195,Royan,1763,2039,51
2024,7526,195,Royan,1853,2278,51
2025,7526,195,Royan,2002,2469,51
2012,7527,196,Saint-Junien,602,693,104
2013,7527,196,Saint-Junien,618,705,104
2014,7527,196,Saint-Junien,602,697,104
2015,7527,196,Saint-Junien,524,612,104
2016,7527,196,Saint-Junien,565,665,104
2017,7527,196,Saint-Junien,589,677,104
2018,7527,196,Saint-Junien,674,756,104
2019,7527,196,Saint-Junien,779,898,104
2020,7527,196,Saint-Junien,857,1015,104
2021,7527,196,Saint-Junien,906,1080,104
2022,7527,196,Saint-Junien,899,1083,104
2023,7527,196,Saint-Junien,903,1078,104
2024,7527,196,Saint-Junien,915,1191,104
2025,7527,196,Saint-Junien,916,1194,104
2012,7528,197,Saintes,958,1049,147
2013,7528,197,Saintes,1022,1107,147
2014,7528,197,Saintes,984,1114,147
2015,7528,197,Saintes,919,1030,147
2016,7528,197,Saintes,938,1032,147
2017,7528,197,Saintes,1030,1131,147
2018,7528,197,Saintes,1086,1193,147
2019,7528,197,Saintes,1288,1478,147
2020,7528,197,Saintes,1411,1606,147
2021,7528,197,Saintes,1505,1728,147
2022,7528,197,Saintes,1598,1835,147
2023,7528,197,Saintes,1504,1739,147
2024,7528,197,Saintes,1597,1892,147
2025,7528,197,Saintes,1685,2015,147
2012,7529,198,Sarlat-la-Canéda,670,749,107
2013,7529,198,Sarlat-la-Canéda,651,701,107
2014,7529,198,Sarlat-la-Canéda,705,723,107
2015,7529,198,Sarlat-la-Canéda,627,697,107
2016,7529,198,Sarlat-la-Canéda,597,649,107
