target_year,ze2020,target_proxy_establishment_creations_year
2022,7530,1073
2022,7531,1781
2022,7532,2219
2022,7601,3294
2022,7602,6534
2022,7603,4926
2022,7604,4187
2022,7605,1783
2022,7606,6999
2022,7607,2215
2022,7608,5130
2022,7609,1679
2022,7610,3715
2022,7611,2269
2022,7612,3586
2022,7613,1533
2022,7614,1566
2022,7615,4830
2022,7616,30069
2022,7617,5112
2022,7618,11200
2022,7619,1349
2022,7620,15458
2022,7621,3624
2022,7622,3381
2022,7623,3308
2022,7624,6352
2022,7625,43017
2022,8401,11247
2022,8402,3979
2022,8403,1699
2022,8404,1214
2022,8405,5938
2022,8406,5910
2022,8407,8037
2022,8408,11792
2022,8409,17928
2022,8410,1879
2022,8411,1339
2022,8412,1874
2022,8413,5267
2022,8414,2380
2022,8415,4015
2022,8416,9221
2022,8417,1771
2022,8418,3471
2022,8419,2511
2022,8420,1831
2022,8421,39607
2022,8422,2778
2022,8423,1951
2022,8424,1776
2022,8425,1126
2022,8426,2944
2022,8427,2471
2022,8428,12820
2022,8429,729
2022,8430,1208
2022,8431,8026
2022,8432,3164
2022,8433,5727
2022,8434,4925
2022,8435,4967
2022,9301,16307
2022,9302,1609
2022,9303,4520
2022,9304,20128
2022,9305,2873
2022,9306,4126
2022,9307,2476
2022,9308,3950
2022,9309,5575
2022,9310,3840
2022,9311,2909
2022,9312,12095
2022,9313,8059
2022,9314,3174
2022,9315,27053
2022,9316,1825
2022,9317,3918
2022,9318,18983
2023,0051,2024
2023,0052,4240
2023,0053,9123
2023,0054,5105
2023,0055,1882
2023,0056,1210
2023,0057,2817
2023,0058,1156
2023,0059,3965
2023,0060,2560
2023,0061,1145
2023,0062,1597
2023,0063,1596
2023,0064,1740
2023,1101,16622
2023,1102,1664
2023,1103,2304
2023,1104,15329
2023,1105,4895
2023,1106,14059
2023,1107,4966
2023,1108,4921
2023,1109,156773
2023,1110,1105
2023,1111,1833
2023,1112,25619
2023,1113,14186
2023,1114,21905
2023,1115,15614
2023,2401,3640
2023,2402,3709
2023,2403,4070
2023,2404,948
2023,2405,3456
2023,2406,832
2023,2407,1308
2023,2408,1059
2023,2409,2441
2023,2410,9965
2023,2411,1139
2023,2412,1756
2023,2413,12150
2023,2414,1241
2023,2415,781
2023,2701,760
2023,2702,3586
2023,2703,1076
2023,2704,2023
2023,2705,3325
2023,2706,6664
2023,2707,3227
2023,2708,1638
2023,2709,1153
2023,2710,1526
2023,2711,9722
2023,2712,1565
2023,2713,3159
2023,2714,2637
2023,2715,2498
2023,2716,1074
2023,2717,2232
2023,2718,2235
2023,2801,684
2023,2802,1532
2023,2803,1199
2023,2804,12999
2023,2805,3040
2023,2806,1258
2023,2807,2341
2023,2808,3360
2023,2809,1275
2023,2810,1303
2023,2811,2804
2023,2812,770
2023,2813,6069
2023,2814,1638
2023,2815,14959
2023,2816,1777
2023,2817,2472
2023,2818,688
2023,2819,1633
2023,3201,1617
2023,3202,7179
2023,3203,2974
2023,3204,2499
2023,3205,3695
2023,3206,2826
2023,3207,2074
2023,3208,2279
2023,3209,1282
2023,3210,3709
2023,3211,5950
2023,3212,3266
2023,3213,4005
2023,3214,1544
2023,3215,5119
2023,3216,27304
2023,3217,3038
2023,3218,8740
2023,3219,2587
2023,3220,3791
2023,3221,2650
2023,3222,5905
2023,4401,1010
2023,4402,1790
2023,4403,2530
2023,4404,1896
2023,4405,4231
2023,4406,1883
2023,4407,3242
2023,4408,1485
2023,4409,4232
2023,4410,9014
2023,4411,8540
2023,4412,11981
2023,4413,8581
2023,4414,1854
2023,4415,1477
2023,4416,2014
2023,4417,1659
2023,4418,1810
2023,4419,1952
2023,4420,1891
2023,4421,1448
2023,4422,1986
2023,4423,19083
2023,4424,5210
2023,4425,5377
2023,4426,1206
2023,4427,1737
2023,5201,1760
2023,5202,9709
2023,5203,4164
2023,5204,830
2023,5205,1076
2023,5206,3384
2023,5207,2397
2023,5208,1021
2023,5209,1005
2023,5210,3692
2023,5211,3342
2023,5212,7237
2023,5213,2598
2023,5214,2817
2023,5215,1187
2023,5216,26402
2023,5217,2004
2023,5218,836
2023,5219,6126
2023,5220,1797
2023,5221,949
2023,5301,2891
2023,5302,8614
2023,5303,1586
2023,5304,2313
2023,5305,1457
2023,5306,1095
2023,5307,1546
2023,5308,2670
2023,5309,5347
2023,5310,2484
2023,5311,1556
2023,5312,2108
2023,5313,6822
2023,5314,1235
2023,5315,19543
2023,5316,4273
2023,5317,4234
2023,5318,6368
2023,5319,1802
2023,7501,3482
2023,7502,5202
2023,7503,13634
2023,7504,3007
2023,7505,42470
2023,7506,1923
2023,7507,3106
2023,7508,1470
2023,7509,3020
2023,7510,5276
2023,7511,2460
2023,7512,7995
2023,7513,6345
2023,7514,3009
2023,7515,2087
2023,7516,4098
2023,7517,6381
2023,7518,2251
2023,7519,2985
2023,7520,4182
2023,7521,1618
2023,7522,8295
2023,7523,5125
2023,7524,6974
2023,7525,1849
2023,7526,4436
2023,7527,1777
2023,7528,2854
2023,7529,2015
2023,7530,1130
2023,7531,1878
2023,7532,2170
2023,7601,3378
2023,7602,6249
2023,7603,5035
2023,7604,4122
2023,7605,1752
2023,7606,7276
2023,7607,2178
2023,7608,4979
2023,7609,1621
2023,7610,3753
2023,7611,2210
2023,7612,3400
2023,7613,1487
2023,7614,1637
2023,7615,4885
2023,7616,29529
2023,7617,5117
2023,7618,11168
2023,7619,1242
2023,7620,15064
2023,7621,3651
2023,7622,3412
2023,7623,3482
2023,7624,6061
2023,7625,42615
2023,8401,10551
2023,8402,3657
2023,8403,1575
2023,8404,1215
2023,8405,5794
2023,8406,5952
2023,8407,7798
2023,8408,11166
2023,8409,17452
2023,8410,1762
2023,8411,1286
2023,8412,1931
2023,8413,5254
2023,8414,2418
2023,8415,3876
2023,8416,9335
2023,8417,1722
2023,8418,3303
2023,8419,2550
2023,8420,1789
2023,8421,38663
2023,8422,2803
2023,8423,1963
2023,8424,1786
2023,8425,1048
2023,8426,2825
2023,8427,2456
2023,8428,12461
2023,8429,731
2023,8430,1168
2023,8431,7824
2023,8432,3091
2023,8433,5608
2023,8434,4770
2023,8435,4665
2023,9301,15478
2023,9302,1594
2023,9303,4200
2023,9304,19994
2023,9305,2766
2023,9306,3959
2023,9307,2369
2023,9308,3907
2023,9309,5185
2023,9310,3287
2023,9311,2755
2023,9312,11397
2023,9313,7847
2023,9314,3096
2023,9315,25814
2023,9316,1800
2023,9317,3559
2023,9318,18518
2024,0051,2122
2024,0052,4418
2024,0053,9390
2024,0054,5294
2024,0055,2057
2024,0056,1278
2024,0057,2898
2024,0058,1152
2024,0059,4015
2024,0060,2726
2024,0061,1248
2024,0062,1715
2024,0063,1722
2024,0064,1692
2024,1101,17362
2024,1102,1618
2024,1103,2382
2024,1104,16093
2024,1105,4727
2024,1106,14246
2024,1107,5121
2024,1108,5237
2024,1109,161236
2024,1110,1126
2024,1111,1887
2024,1112,27441
2024,1113,14501
2024,1114,22649
2024,1115,16176
2024,2401,3745
2024,2402,3899
2024,2403,4305
2024,2404,960
2024,2405,3420
2024,2406,862
2024,2407,1418
2024,2408,1093
2024,2409,2603
2024,2410,10506
2024,2411,1160
2024,2412,1870
2024,2413,12751
2024,2414,1320
2024,2415,849
2024,2701,832
2024,2702,3615
2024,2703,1156
2024,2704,2059
2024,2705,3582
2024,2706,7273
2024,2707,3342
2024,2708,1678
2024,2709,1187
2024,2710,1599
2024,2711,10412
2024,2712,1718
2024,2713,3367
2024,2714,2856
2024,2715,2698
2024,2716,1110
2024,2717,2378
2024,2718,2262
2024,2801,714
2024,2802,1605
2024,2803,1305
2024,2804,13442
2024,2805,3261
2024,2806,1314
2024,2807,2344
2024,2808,3522
2024,2809,1413
2024,2810,1344
2024,2811,2796
2024,2812,712
2024,2813,6259
2024,2814,1646
2024,2815,15558
2024,2816,2048
2024,2817,2579
2024,2818,657
2024,2819,1721
2024,3201,1666
2024,3202,7342
2024,3203,3266
2024,3204,2467
2024,3205,4023
2024,3206,2957
2024,3207,2136
2024,3208,2504
2024,3209,1379
2024,3210,3771
2024,3211,6414
2024,3212,3787
2024,3213,4467
2024,3214,1592
2024,3215,5760
2024,3216,28731
2024,3217,3554
2024,3218,9266
2024,3219,2660
2024,3220,3731
2024,3221,2863
2024,3222,6464
2024,4401,1114
2024,4402,1850
2024,4403,2626
2024,4404,1966
2024,4405,4687
2024,4406,1995
2024,4407,3408
2024,4408,1665
2024,4409,4743
2024,4410,9717
2024,4411,9121
2024,4412,12554
2024,4413,9407
2024,4414,1820
2024,4415,1448
2024,4416,2170
2024,4417,1725
2024,4418,1867
2024,4419,2023
2024,4420,2035
2024,4421,1492
2024,4422,2172
2024,4423,19789
2024,4424,5647
2024,4425,5479
2024,4426,1356
2024,4427,1839
2024,5201,1812
2024,5202,10351
2024,5203,4326
2024,5204,780
2024,5205,1096
2024,5206,3407
2024,5207,2403
2024,5208,1066
2024,5209,1022
2024,5210,3824
2024,5211,3339
2024,5212,7572
2024,5213,2740
2024,5214,2701
2024,5215,1301
2024,5216,26980
2024,5217,2143
2024,5218,897
2024,5219,6434
2024,5220,1971
2024,5221,946
2024,5301,2848
2024,5302,8781
2024,5303,1676
2024,5304,2426
2024,5305,1456
2024,5306,1186
2024,5307,1690
2024,5308,2593
2024,5309,5391
2024,5310,2473
2024,5311,1598
2024,5312,2219
2024,5313,6895
2024,5314,1263
2024,5315,20340
2024,5316,4576
2024,5317,4380
2024,5318,6640
2024,5319,1873
2024,7501,3556
2024,7502,5296
2024,7503,13308
2024,7504,2836
2024,7505,46041
2024,7506,1923
2024,7507,3307
2024,7508,1570
2024,7509,2917
2024,7510,5298
2024,7511,2489
2024,7512,8468
2024,7513,6257
2024,7514,3125
2024,7515,2025
2024,7516,4074
2024,7517,6903
2024,7518,2168
2024,7519,3149
2024,7520,4245
2024,7521,1609
2024,7522,8484
2024,7523,5273
2024,7524,7011
2024,7525,1896
2024,7526,4289
2024,7527,1778
2024,7528,2909
2024,7529,1966
2024,7530,1081
2024,7531,1810
2024,7532,2154
2024,7601,3395
2024,7602,6301
2024,7603,4926
2024,7604,3934
2024,7605,1855
2024,7606,7563
2024,7607,2206
2024,7608,5145
2024,7609,1570
2024,7610,3876
2024,7611,2117
2024,7612,3524
2024,7613,1492
2024,7614,1654
2024,7615,4963
2024,7616,30883
2024,7617,5107
2024,7618,11621
2024,7619,1342
2024,7620,15686
2024,7621,3770
2024,7622,3524
2024,7623,3480
2024,7624,6344
2024,7625,45306
2024,8401,11120
2024,8402,3650
2024,8403,1681
2024,8404,1264
2024,8405,6027
2024,8406,6142
2024,8407,8139
2024,8408,11748
2024,8409,17720
2024,8410,1837
2024,8411,1423
2024,8412,1900
2024,8413,5180
2024,8414,2596
2024,8415,4074
2024,8416,10124
2024,8417,1764
2024,8418,3014
2024,8419,2634
2024,8420,1772
2024,8421,40966
2024,8422,2788
2024,8423,2114
2024,8424,1831
2024,8425,1205
2024,8426,2952
2024,8427,2492
2024,8428,13064
2024,8429,743
2024,8430,1130
2024,8431,7852
2024,8432,3281
2024,8433,5872
2024,8434,4839
2024,8435,4906
2024,9301,15682
2024,9302,1584
2024,9303,4355
2024,9304,20064
2024,9305,2972
2024,9306,4262
2024,9307,2323
2024,9308,3941
2024,9309,5259
2024,9310,3304
2024,9311,2775
2024,9312,11651
2024,9313,8333
2024,9314,2851
2024,9315,25924
2024,9316,1914
2024,9317,3630
2024,9318,19854
2025,0051,2128
2025,0052,4384
2025,0053,9465
2025,0054,5531
2025,0055,1937
2025,0056,1371
2025,0057,3004
2025,0058,1202
2025,0059,4146
2025,0060,2864
2025,0061,1240
2025,0062,1750
2025,0063,1610
2025,0064,1720
2025,1101,17485
2025,1102,1672
2025,1103,2603
2025,1104,16268
2025,1105,4817
2025,1106,14641
2025,1107,5295
2025,1108,5186
2025,1109,161711
2025,1110,1141
2025,1111,2021
2025,1112,27411
2025,1113,14403
2025,1114,23532
2025,1115,16668
2025,2401,3753
2025,2402,3759
2025,2403,4525
2025,2404,1036
2025,2405,3568
2025,2406,875
2025,2407,1390
2025,2408,1088
2025,2409,2809
2025,2410,10927
2025,2411,1254
2025,2412,1778
2025,2413,12973
2025,2414,1265
2025,2415,834
2025,2701,847
2025,2702,3584
2025,2703,1045
2025,2704,2114
2025,2705,3760
2025,2706,7662
2025,2707,3709
2025,2708,1801
2025,2709,1180
2025,2710,1703
2025,2711,10325
2025,2712,1772
2025,2713,3655
2025,2714,3257
2025,2715,2891
2025,2716,1179
2025,2717,2312
2025,2718,2267
2025,2801,675
2025,2802,1785
2025,2803,1328
2025,2804,14132
2025,2805,3442
2025,2806,1349
2025,2807,2434
2025,2808,3809
2025,2809,1482
2025,2810,1385
2025,2811,2734
2025,2812,871
2025,2813,6234
2025,2814,1701
2025,2815,16654
2025,2816,2149
2025,2817,2778
2025,2818,697
2025,2819,1797
2025,3201,1629
2025,3202,7704
2025,3203,3533
2025,3204,2567
2025,3205,4018
2025,3206,3011
2025,3207,2258
2025,3208,2504
2025,3209,1447
2025,3210,3873
2025,3211,6563
2025,3212,3790
2025,3213,4609
2025,3214,1632
2025,3215,6240
2025,3216,27693
2025,3217,3366
2025,3218,9071
2025,3219,2887
2025,3220,4018
2025,3221,3009
2025,3222,6542
2025,4401,1199
2025,4402,1912
2025,4403,2556
2025,4404,2150
2025,4405,4668
2025,4406,1921
2025,4407,3614
2025,4408,1717
2025,4409,4234
2025,4410,9978
2025,4411,9555
2025,4412,12796
2025,4413,9196
2025,4414,1918
2025,4415,1506
2025,4416,1996
2025,4417,1953
2025,4418,1882
2025,4419,2002
2025,4420,2026
2025,4421,1544
2025,4422,2106
2025,4423,18802
2025,4424,6003
2025,4425,5745
2025,4426,1316
2025,4427,1858
2025,5201,1943
2025,5202,10616
2025,5203,4411
2025,5204,728
2025,5205,1211
2025,5206,3496
2025,5207,2475
2025,5208,995
2025,5209,983
2025,5210,3951
2025,5211,3582
2025,5212,7415
2025,5213,2736
2025,5214,2782
2025,5215,1313
2025,5216,26969
2025,5217,2089
2025,5218,837
2025,5219,6142
2025,5220,1916
2025,5221,1013
2025,5301,2883
2025,5302,8953
2025,5303,1563
2025,5304,2435
2025,5305,1472
2025,5306,1189
2025,5307,1639
2025,5308,2682
2025,5309,5576
2025,5310,2708
2025,5311,1643
2025,5312,2152
2025,5313,6900
2025,5314,1321
2025,5315,20560
2025,5316,4541
2025,5317,4417
2025,5318,6663
2025,5319,1957
2025,7501,3648
2025,7502,5419
2025,7503,14138
2025,7504,2950
2025,7505,46529
2025,7506,1891
2025,7507,3397
2025,7508,1612
2025,7509,2948
2025,7510,5296
2025,7511,2578
2025,7512,8219
2025,7513,5991
2025,7514,3023
2025,7515,2012
2025,7516,4207
2025,7517,6983
2025,7518,2257
2025,7519,3275
2025,7520,4342
2025,7521,1576
2025,7522,8674
2025,7523,5328
2025,7524,7225
2025,7525,1948
2025,7526,4463
2025,7527,1763
2025,7528,3055
2025,7529,1960
2025,7530,1130
2025,7531,1895
2025,7532,2170
2025,7601,3500
2025,7602,6471
2025,7603,4998
2025,7604,4080
2025,7605,1790
2025,7606,7465
2025,7607,2141
2025,7608,5214
2025,7609,1791
2025,7610,3750
2025,7611,2222
2025,7612,3584
2025,7613,1610
2025,7614,1593
2025,7615,5250
2025,7616,31461
2025,7617,5145
2025,7618,12064
2025,7619,1363
2025,7620,16200
2025,7621,3668
2025,7622,3459
2025,7623,3451
2025,7624,6442
2025,7625,45436
2025,8401,11229
2025,8402,3665
2025,8403,1713
2025,8404,1331
2025,8405,6234
2025,8406,6290
2025,8407,8644
2025,8408,11998
2025,8409,17979
2025,8410,1824
2025,8411,1436
2025,8412,2089
2025,8413,5164
2025,8414,2656
2025,8415,4087
2025,8416,10581
2025,8417,1815
2025,8418,3179
2025,8419,2762
2025,8420,1911
2025,8421,42234
2025,8422,2748
2025,8423,2093
2025,8424,1803
2025,8425,1182
2025,8426,3092
2025,8427,2557
2025,8428,13238
2025,8429,796
2025,8430,1269
2025,8431,8068
2025,8432,3206
2025,8433,6237
2025,8434,5018
2025,8435,5094
2025,9301,16000
2025,9302,1658
2025,9303,4734
2025,9304,20362
2025,9305,2988
2025,9306,4249
2025,9307,2388
2025,9308,4157
2025,9309,5416
2025,9310,3399
2025,9311,2929
2025,9312,12226
2025,9313,8701
2025,9314,3127
2025,9315,27887
2025,9316,1926
2025,9317,3608
2025,9318,20438
2026,0051,537
2026,0052,1211
2026,0053,2388
2026,0054,1331
2026,0055,509
2026,0056,346
2026,0057,741
2026,0058,310
2026,0059,1038
2026,0060,699
2026,0061,335
2026,0062,470
2026,0063,405
2026,0064,475
2026,1101,4456
2026,1102,444
2026,1103,630
2026,1104,3977
2026,1105,1174
2026,1106,3727
2026,1107,1400
2026,1108,1366
2026,1109,39003
2026,1110,311
2026,1111,514
2026,1112,6648
2026,1113,3733
2026,1114,5931
2026,1115,4147
2026,2401,893
2026,2402,995
2026,2403,1284
2026,2404,259
2026,2405,957
2026,2406,230
2026,2407,402
2026,2408,308
2026,2409,719
2026,2410,2545
2026,2411,295
2026,2412,473
2026,2413,3414
2026,2414,276
2026,2415,202
2026,2701,218
2026,2702,932
2026,2703,238
2026,2704,472
2026,2705,927
2026,2706,1906
2026,2707,906
2026,2708,438
2026,2709,286
2026,2710,456
2026,2711,2551
2026,2712,499
2026,2713,929
2026,2714,760
2026,2715,736
2026,2716,294
2026,2717,558
2026,2718,580
2026,2801,201
2026,2802,471
2026,2803,346
2026,2804,3573
2026,2805,921
2026,2806,348
2026,2807,618
2026,2808,1048
2026,2809,362
2026,2810,329
2026,2811,685
2026,2812,238
2026,2813,1558
2026,2814,452
2026,2815,4071
2026,2816,533
2026,2817,695
2026,2818,209
2026,2819,499
2026,3201,435
2026,3202,1916
2026,3203,893
2026,3204,647
2026,3205,1048
2026,3206,745
2026,3207,603
2026,3208,637
2026,3209,333
2026,3210,1011
2026,3211,1550
2026,3212,1014
2026,3213,1199
2026,3214,427
2026,3215,1562
2026,3216,6209
2026,3217,876
2026,3218,2081
2026,3219,763
2026,3220,1084
2026,3221,700
2026,3222,1668
2026,4401,295
2026,4402,526
2026,4403,775
2026,4404,514
2026,4405,1091
2026,4406,518
2026,4407,949
2026,4408,469
2026,4409,835
2026,4410,2527
2026,4411,2179
2026,4412,2995
2026,4413,2314
2026,4414,490
2026,4415,406
2026,4416,552
2026,4417,451
2026,4418,450
2026,4419,477
2026,4420,532
2026,4421,405
2026,4422,501
2026,4423,3647
2026,4424,1452
2026,4425,1472
2026,4426,348
2026,4427,507
2026,5201,509
2026,5202,2721
2026,5203,1171
2026,5204,234
2026,5205,297
2026,5206,937
2026,5207,635
2026,5208,262
2026,5209,259
2026,5210,1018
2026,5211,871
2026,5212,1883
2026,5213,769
2026,5214,718
2026,5215,347
2026,5216,6522
2026,5217,492
2026,5218,210
2026,5219,1399
2026,5220,491
2026,5221,307
2026,5301,798
2026,5302,2204
2026,5303,406
2026,5304,620
2026,5305,406
2026,5306,292
2026,5307,441
2026,5308,656
2026,5309,1466
2026,5310,681
2026,5311,427
2026,5312,583
2026,5313,1810
2026,5314,329
2026,5315,4842
2026,5316,1107
2026,5317,1121
2026,5318,1566
2026,5319,545
2026,7501,884
2026,7502,1337
2026,7503,3731
2026,7504,762
2026,7505,11086
2026,7506,512
2026,7507,870
2026,7508,443
2026,7509,733
2026,7510,1434
2026,7511,686
2026,7512,1881
2026,7513,1419
2026,7514,735
2026,7515,520
2026,7516,959
2026,7517,1800
2026,7518,564
2026,7519,788
2026,7520,1150
2026,7521,423
2026,7522,2111
2026,7523,1366
2026,7524,1876
2026,7525,406
2026,7526,1021
2026,7527,466
2026,7528,758
2026,7529,542
2026,7530,301
2026,7531,531
2026,7532,566
2026,7601,940
2026,7602,1668
2026,7603,1363
2026,7604,1218
2026,7605,473
2026,7606,1954
2026,7607,565
2026,7608,1406
2026,7609,466
2026,7610,1031
2026,7611,498
2026,7612,878
2026,7613,392
2026,7614,360
2026,7615,1386
2026,7616,7724
2026,7617,1444
2026,7618,3073
2026,7619,356
2026,7620,4080
2026,7621,942
2026,7622,905
2026,7623,896
2026,7624,1631
2026,7625,10518
2026,8401,2846
2026,8402,1030
2026,8403,443
2026,8404,336
2026,8405,1561
2026,8406,1745
2026,8407,2158
2026,8408,2961
2026,8409,4405
2026,8410,543
2026,8411,290
2026,8412,538
2026,8413,1104
2026,8414,661
2026,8415,980
2026,8416,2626
2026,8417,484
2026,8418,709
2026,8419,735
2026,8420,498
2026,8421,10505
2026,8422,747
2026,8423,573
2026,8424,493
2026,8425,343
2026,8426,784
2026,8427,703
2026,8428,3345
2026,8429,239
2026,8430,375
2026,8431,2244
2026,8432,843
2026,8433,1707
2026,8434,1365
2026,8435,1347
2026,9301,3898
2026,9302,349
2026,9303,1267
2026,9304,5135
2026,9305,809
2026,9306,1061
2026,9307,596
2026,9308,1059
2026,9309,1406
2026,9310,883
2026,9311,745
2026,9312,3219
2026,9313,2223
2026,9314,727
2026,9315,7221
2026,9316,483
2026,9317,945
2026,9318,5249
