codgeo,libgeo,zrr_simp,zonage_zrr
57382,Langatte,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
57383,Languimberg,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
57384,Laning,NC - Commune non classée,NC - Commune non classée
57385,Laquenexy,NC - Commune non classée,NC - Commune non classée
57386,Laudrefang,NC - Commune non classée,NC - Commune non classée
57387,Laumesfeld,NC - Commune non classée,NC - Commune non classée
57388,Launstroff,NC - Commune non classée,NC - Commune non classée
57389,Lelling,NC - Commune non classée,NC - Commune non classée
57390,Lemberg,NC - Commune non classée,NC - Commune non classée
57391,Lemoncourt,C - Classée en ZRR,C - Commune classée en ZRR
57392,Lemud,NC - Commune non classée,NC - Commune non classée
57393,Lengelsheim,NC - Commune non classée,NC - Commune non classée
57394,Léning,C - Classée en ZRR,C - Commune classée en ZRR
57395,Lesse,C - Classée en ZRR,C - Commune classée en ZRR
57396,Lessy,NC - Commune non classée,NC - Commune non classée
57397,Ley,C - Classée en ZRR,C - Commune classée en ZRR
57398,Leyviller,NC - Commune non classée,NC - Commune non classée
57399,Lezey,C - Classée en ZRR,C - Commune classée en ZRR
57401,Lidrezing,C - Classée en ZRR,C - Commune classée en ZRR
57402,Liederschiedt,NC - Commune non classée,NC - Commune non classée
57403,Liéhon,NC - Commune non classée,NC - Commune non classée
57404,Lindre-Basse,C - Classée en ZRR,C - Commune classée en ZRR
57405,Lindre-Haute,C - Classée en ZRR,C - Commune classée en ZRR
57406,Liocourt,C - Classée en ZRR,C - Commune classée en ZRR
57407,Lixheim,NC - Commune non classée,NC - Commune non classée
57408,Lixing-lès-Rouhling,NC - Commune non classée,NC - Commune non classée
57409,Lixing-lès-Saint-Avold,NC - Commune non classée,NC - Commune non classée
57410,Lhor,C - Classée en ZRR,C - Commune classée en ZRR
57411,Lommerange,NC - Commune non classée,NC - Commune non classée
57412,Longeville-lès-Metz,NC - Commune non classée,NC - Commune non classée
57413,Longeville-lès-Saint-Avold,NC - Commune non classée,NC - Commune non classée
57414,Lorquin,NC - Commune non classée,NC - Commune non classée
57415,Lorry-lès-Metz,NC - Commune non classée,NC - Commune non classée
57416,Lorry-Mardigny,NC - Commune non classée,NC - Commune non classée
57417,Lostroff,C - Classée en ZRR,C - Commune classée en ZRR
57418,Loudrefing,C - Classée en ZRR,C - Commune classée en ZRR
57419,Loupershouse,NC - Commune non classée,NC - Commune non classée
57421,Loutzviller,NC - Commune non classée,NC - Commune non classée
57422,Louvigny,NC - Commune non classée,NC - Commune non classée
57423,Lubécourt,C - Classée en ZRR,C - Commune classée en ZRR
57424,Lucy,C - Classée en ZRR,C - Commune classée en ZRR
57425,Luppy,NC - Commune non classée,NC - Commune non classée
57426,Luttange,NC - Commune non classée,NC - Commune non classée
57427,Lutzelbourg,NC - Commune non classée,NC - Commune non classée
57428,Macheren,NC - Commune non classée,NC - Commune non classée
57430,Mainvillers,NC - Commune non classée,NC - Commune non classée
57431,Maizeroy,NC - Commune non classée,NC - Commune non classée
57433,Maizières-lès-Metz,NC - Commune non classée,NC - Commune non classée
57434,Maizières-lès-Vic,C - Classée en ZRR,C - Commune classée en ZRR
57436,Malaucourt-sur-Seille,C - Classée en ZRR,C - Commune classée en ZRR
57437,Malling,NC - Commune non classée,NC - Commune non classée
57438,Malroy,NC - Commune non classée,NC - Commune non classée
57439,Manderen-Ritzing,NC - Commune non classée,NC - Commune non classée
57440,Manhoué,C - Classée en ZRR,C - Commune classée en ZRR
57441,Manom,NC - Commune non classée,NC - Commune non classée
57442,Many,NC - Commune non classée,NC - Commune non classée
57443,Marange-Silvange,NC - Commune non classée,NC - Commune non classée
57444,Marange-Zondrange,NC - Commune non classée,NC - Commune non classée
57445,Marieulles,NC - Commune non classée,NC - Commune non classée
57446,Marimont-lès-Bénestroff,C - Classée en ZRR,C - Commune classée en ZRR
57447,Marly,NC - Commune non classée,NC - Commune non classée
57448,Marsal,C - Classée en ZRR,C - Commune classée en ZRR
57449,Marsilly,NC - Commune non classée,NC - Commune non classée
57451,Marthille,C - Classée en ZRR,C - Commune classée en ZRR
57452,La Maxe,NC - Commune non classée,NC - Commune non classée
57453,Maxstadt,NC - Commune non classée,NC - Commune non classée
57454,Mécleuves,NC - Commune non classée,NC - Commune non classée
57455,Mégange,NC - Commune non classée,NC - Commune non classée
57456,Meisenthal,NC - Commune non classée,NC - Commune non classée
57457,Menskirch,NC - Commune non classée,NC - Commune non classée
57459,Merschweiller,NC - Commune non classée,NC - Commune non classée
57460,Merten,NC - Commune non classée,NC - Commune non classée
57461,Métairies-Saint-Quirin,NC - Commune non classée,NC - Commune non classée
57462,Metting,NC - Commune non classée,NC - Commune non classée
57463,Metz,NC - Commune non classée,NC - Commune non classée
57464,Metzeresche,NC - Commune non classée,NC - Commune non classée
57465,Metzervisse,NC - Commune non classée,NC - Commune non classée
57466,Metzing,NC - Commune non classée,NC - Commune non classée
57467,Mey,NC - Commune non classée,NC - Commune non classée
57468,Mittelbronn,NC - Commune non classée,NC - Commune non classée
57469,Mittersheim,NC - Commune non classée,NC - Commune non classée
57470,Molring,C - Classée en ZRR,C - Commune classée en ZRR
57471,Momerstroff,NC - Commune non classée,NC - Commune non classée
57472,Moncheux,NC - Commune non classée,NC - Commune non classée
57473,Moncourt,C - Classée en ZRR,C - Commune classée en ZRR
57474,Mondelange,NC - Commune non classée,NC - Commune non classée
57475,Mondorff,NC - Commune non classée,NC - Commune non classée
57476,Monneren,NC - Commune non classée,NC - Commune non classée
57477,Montbronn,NC - Commune non classée,NC - Commune non classée
57478,Montdidier,C - Classée en ZRR,C - Commune classée en ZRR
57479,Montenach,NC - Commune non classée,NC - Commune non classée
57480,Montigny-lès-Metz,NC - Commune non classée,NC - Commune non classée
57481,Montois-la-Montagne,NC - Commune non classée,NC - Commune non classée
57482,Ogy-Montoy-Flanville,NC - Commune non classée,NC - Commune non classée
57483,Morhange,NC - Commune non classée,NC - Commune non classée
57484,Morsbach,NC - Commune non classée,NC - Commune non classée
57485,Morville-lès-Vic,C - Classée en ZRR,C - Commune classée en ZRR
57486,Morville-sur-Nied,C - Classée en ZRR,C - Commune classée en ZRR
57487,Moulins-lès-Metz,NC - Commune non classée,NC - Commune non classée
57488,Moussey,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
57489,Mouterhouse,NC - Commune non classée,NC - Commune non classée
57490,Moyenvic,C - Classée en ZRR,C - Commune classée en ZRR
57491,Moyeuvre-Grande,NC - Commune non classée,NC - Commune non classée
57492,Moyeuvre-Petite,NC - Commune non classée,NC - Commune non classée
57493,Mulcey,C - Classée en ZRR,C - Commune classée en ZRR
57494,Munster,C - Classée en ZRR,C - Commune classée en ZRR
57495,Narbéfontaine,NC - Commune non classée,NC - Commune non classée
57496,Nébing,C - Classée en ZRR,C - Commune classée en ZRR
57497,Nelling,NC - Commune non classée,NC - Commune non classée
57498,Neufchef,NC - Commune non classée,NC - Commune non classée
57499,Neufgrange,NC - Commune non classée,NC - Commune non classée
57500,Neufmoulins,NC - Commune non classée,NC - Commune non classée
57501,Neufvillage,C - Classée en ZRR,C - Commune classée en ZRR
57502,Neunkirchen-lès-Bouzonville,NC - Commune non classée,NC - Commune non classée
57504,Niderhoff,NC - Commune non classée,NC - Commune non classée
57505,Niderviller,NC - Commune non classée,NC - Commune non classée
57506,Niederstinzel,NC - Commune non classée,NC - Commune non classée
57507,Niedervisse,NC - Commune non classée,NC - Commune non classée
57508,Nilvange,NC - Commune non classée,NC - Commune non classée
57509,Nitting,NC - Commune non classée,NC - Commune non classée
57510,Noisseville,NC - Commune non classée,NC - Commune non classée
57511,Norroy-le-Veneur,NC - Commune non classée,NC - Commune non classée
57512,Nouilly,NC - Commune non classée,NC - Commune non classée
57513,Nousseviller-lès-Bitche,NC - Commune non classée,NC - Commune non classée
57514,Nousseviller-Saint-Nabor,NC - Commune non classée,NC - Commune non classée
57515,Novéant-sur-Moselle,NC - Commune non classée,NC - Commune non classée
57516,Oberdorff,NC - Commune non classée,NC - Commune non classée
57517,Obergailbach,NC - Commune non classée,NC - Commune non classée
57518,Oberstinzel,NC - Commune non classée,NC - Commune non classée
57519,Obervisse,NC - Commune non classée,NC - Commune non classée
57520,Obreck,C - Classée en ZRR,C - Commune classée en ZRR
57521,Œting,NC - Commune non classée,NC - Commune non classée
57524,Ommeray,C - Classée en ZRR,C - Commune classée en ZRR
57525,Oriocourt,C - Classée en ZRR,C - Commune classée en ZRR
57526,Ormersviller,NC - Commune non classée,NC - Commune non classée
57527,Orny,NC - Commune non classée,NC - Commune non classée
57528,Oron,C - Classée en ZRR,C - Commune classée en ZRR
57529,Ottange,NC - Commune non classée,NC - Commune non classée
57530,Ottonville,NC - Commune non classée,NC - Commune non classée
57531,Oudrenne,NC - Commune non classée,NC - Commune non classée
57532,Pagny-lès-Goin,NC - Commune non classée,NC - Commune non classée
57533,Pange,NC - Commune non classée,NC - Commune non classée
57534,Peltre,NC - Commune non classée,NC - Commune non classée
57535,Petit-Réderching,NC - Commune non classée,NC - Commune non classée
57536,Petit-Tenquin,NC - Commune non classée,NC - Commune non classée
57537,Petite-Rosselle,NC - Commune non classée,NC - Commune non classée
57538,Pettoncourt,C - Classée en ZRR,C - Commune classée en ZRR
57539,Pévange,C - Classée en ZRR,C - Commune classée en ZRR
57540,Phalsbourg,NC - Commune non classée,NC - Commune non classée
57541,Philippsbourg,NC - Commune non classée,NC - Commune non classée
57542,Piblange,NC - Commune non classée,NC - Commune non classée
57543,Pierrevillers,NC - Commune non classée,NC - Commune non classée
57544,Plaine-de-Walsch,NC - Commune non classée,NC - Commune non classée
57545,Plappeville,NC - Commune non classée,NC - Commune non classée
57546,Plesnois,NC - Commune non classée,NC - Commune non classée
57547,Pommérieux,NC - Commune non classée,NC - Commune non classée
57548,Pontoy,NC - Commune non classée,NC - Commune non classée
57549,Pontpierre,NC - Commune non classée,NC - Commune non classée
57550,Porcelette,NC - Commune non classée,NC - Commune non classée
57551,Postroff,NC - Commune non classée,NC - Commune non classée
57552,Pouilly,NC - Commune non classée,NC - Commune non classée
57553,Pournoy-la-Chétive,NC - Commune non classée,NC - Commune non classée
57554,Pournoy-la-Grasse,NC - Commune non classée,NC - Commune non classée
57555,Prévocourt,C - Classée en ZRR,C - Commune classée en ZRR
57556,Puttelange-aux-Lacs,NC - Commune non classée,NC - Commune non classée
57557,Puttelange-lès-Thionville,NC - Commune non classée,NC - Commune non classée
57558,Puttigny,C - Classée en ZRR,C - Commune classée en ZRR
57559,Puzieux,C - Classée en ZRR,C - Commune classée en ZRR
57560,Racrange,NC - Commune non classée,NC - Commune non classée
57561,Rahling,NC - Commune non classée,NC - Commune non classée
57562,Ranguevaux,NC - Commune non classée,NC - Commune non classée
57563,Raville,NC - Commune non classée,NC - Commune non classée
57564,Réchicourt-le-Château,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
57565,Rédange,NC - Commune non classée,NC - Commune non classée
57566,Réding,NC - Commune non classée,NC - Commune non classée
57567,Rémelfang,NC - Commune non classée,NC - Commune non classée
57568,Rémelfing,NC - Commune non classée,NC - Commune non classée
57569,Rémeling,NC - Commune non classée,NC - Commune non classée
57570,Rémering,NC - Commune non classée,NC - Commune non classée
57571,Rémering-lès-Puttelange,NC - Commune non classée,NC - Commune non classée
57572,Rémilly,NC - Commune non classée,NC - Commune non classée
57573,Réning,C - Classée en ZRR,C - Commune classée en ZRR
57574,Basse-Rentgen,NC - Commune non classée,NC - Commune non classée
57575,Retonfey,NC - Commune non classée,NC - Commune non classée
57576,Rettel,NC - Commune non classée,NC - Commune non classée
57577,Reyersviller,NC - Commune non classée,NC - Commune non classée
57578,Rezonville-Vionville,NC - Commune non classée,NC - Commune non classée
57579,Rhodes,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
57580,Riche,C - Classée en ZRR,C - Commune classée en ZRR
57581,Richeling,NC - Commune non classée,NC - Commune non classée
57582,Richemont,NC - Commune non classée,NC - Commune non classée
57583,Richeval,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
57584,Rimling,NC - Commune non classée,NC - Commune non classée
57586,Rochonvillers,NC - Commune non classée,NC - Commune non classée
57587,Rodalbe,C - Classée en ZRR,C - Commune classée en ZRR
57588,Rodemack,NC - Commune non classée,NC - Commune non classée
57589,Rohrbach-lès-Bitche,NC - Commune non classée,NC - Commune non classée
57590,Rolbing,NC - Commune non classée,NC - Commune non classée
57591,Rombas,NC - Commune non classée,NC - Commune non classée
57592,Romelfing,NC - Commune non classée,NC - Commune non classée
57593,Roncourt,NC - Commune non classée,NC - Commune non classée
57594,Roppeviller,NC - Commune non classée,NC - Commune non classée
57595,Rorbach-lès-Dieuze,C - Classée en ZRR,C - Commune classée en ZRR
57596,Rosbruck,NC - Commune non classée,NC - Commune non classée
57597,Rosselange,NC - Commune non classée,NC - Commune non classée
57598,Rouhling,NC - Commune non classée,NC - Commune non classée
57599,Roupeldange,NC - Commune non classée,NC - Commune non classée
57600,Roussy-le-Village,NC - Commune non classée,NC - Commune non classée
57601,Rozérieulles,NC - Commune non classée,NC - Commune non classée
57602,Rurange-lès-Thionville,NC - Commune non classée,NC - Commune non classée
57603,Russange,NC - Commune non classée,NC - Commune non classée
57604,Rustroff,NC - Commune non classée,NC - Commune non classée
57605,Sailly-Achâtel,NC - Commune non classée,NC - Commune non classée
57606,Saint-Avold,NC - Commune non classée,NC - Commune non classée
57607,Sainte-Barbe,NC - Commune non classée,NC - Commune non classée
57609,Saint-Epvre,C - Classée en ZRR,C - Commune classée en ZRR
57610,Saint-François-Lacroix,NC - Commune non classée,NC - Commune non classée
57611,Saint-Georges,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
57612,Saint-Hubert,NC - Commune non classée,NC - Commune non classée
57613,Saint-Jean-de-Bassel,NC - Commune non classée,NC - Commune non classée
57614,Saint-Jean-Kourtzerode,NC - Commune non classée,NC - Commune non classée
57615,Saint-Jean-Rohrbach,NC - Commune non classée,NC - Commune non classée
57616,Saint-Julien-lès-Metz,NC - Commune non classée,NC - Commune non classée
57617,Saint-Jure,NC - Commune non classée,NC - Commune non classée
57618,Saint-Louis,NC - Commune non classée,NC - Commune non classée
57619,Saint-Louis-lès-Bitche,NC - Commune non classée,NC - Commune non classée
57620,Sainte-Marie-aux-Chênes,NC - Commune non classée,NC - Commune non classée
57621,Saint-Médard,C - Classée en ZRR,C - Commune classée en ZRR
57622,Saint-Privat-la-Montagne,NC - Commune non classée,NC - Commune non classée
57623,Saint-Quirin,NC - Commune non classée,NC - Commune non classée
57624,Sainte-Ruffine,NC - Commune non classée,NC - Commune non classée
57625,Salonnes,C - Classée en ZRR,C - Commune classée en ZRR
57626,Sanry-lès-Vigy,NC - Commune non classée,NC - Commune non classée
57627,Sanry-sur-Nied,NC - Commune non classée,NC - Commune non classée
57628,Sarralbe,NC - Commune non classée,NC - Commune non classée
57629,Sarraltroff,NC - Commune non classée,NC - Commune non classée
57630,Sarrebourg,NC - Commune non classée,NC - Commune non classée
57631,Sarreguemines,NC - Commune non classée,NC - Commune non classée
57633,Sarreinsming,NC - Commune non classée,NC - Commune non classée
57634,Saulny,NC - Commune non classée,NC - Commune non classée
57635,Schalbach,NC - Commune non classée,NC - Commune non classée
57636,Schmittviller,NC - Commune non classée,NC - Commune non classée
57637,Schneckenbusch,NC - Commune non classée,NC - Commune non classée
57638,Schœneck,NC - Commune non classée,NC - Commune non classée
57639,Schorbach,NC - Commune non classée,NC - Commune non classée
57640,Schwerdorff,NC - Commune non classée,NC - Commune non classée
57641,Schweyen,NC - Commune non classée,NC - Commune non classée
57642,Scy-Chazelles,NC - Commune non classée,NC - Commune non classée
57643,Secourt,NC - Commune non classée,NC - Commune non classée
57644,Seingbouse,NC - Commune non classée,NC - Commune non classée
57645,Semécourt,NC - Commune non classée,NC - Commune non classée
57647,Serémange-Erzange,NC - Commune non classée,NC - Commune non classée
57648,Servigny-lès-Raville,NC - Commune non classée,NC - Commune non classée
57649,Servigny-lès-Sainte-Barbe,NC - Commune non classée,NC - Commune non classée
57650,Sierck-les-Bains,NC - Commune non classée,NC - Commune non classée
57651,Siersthal,NC - Commune non classée,NC - Commune non classée
57652,Sillegny,NC - Commune non classée,NC - Commune non classée
57653,Silly-en-Saulnois,NC - Commune non classée,NC - Commune non classée
57654,Silly-sur-Nied,NC - Commune non classée,NC - Commune non classée
57655,Solgne,NC - Commune non classée,NC - Commune non classée
57656,Sorbey,NC - Commune non classée,NC - Commune non classée
57657,Sotzeling,C - Classée en ZRR,C - Commune classée en ZRR
57658,Soucht,NC - Commune non classée,NC - Commune non classée
57659,Spicheren,NC - Commune non classée,NC - Commune non classée
57660,Stiring-Wendel,NC - Commune non classée,NC - Commune non classée
57661,Sturzelbronn,NC - Commune non classée,NC - Commune non classée
57662,Suisse,NC - Commune non classée,NC - Commune non classée
57663,Talange,NC - Commune non classée,NC - Commune non classée
57664,Tarquimpol,C - Classée en ZRR,C - Commune classée en ZRR
57665,Tenteling,NC - Commune non classée,NC - Commune non classée
57666,Terville,NC - Commune non classée,NC - Commune non classée
57667,Téterchen,NC - Commune non classée,NC - Commune non classée
57668,Teting-sur-Nied,NC - Commune non classée,NC - Commune non classée
57669,Théding,NC - Commune non classée,NC - Commune non classée
57670,Thicourt,NC - Commune non classée,NC - Commune non classée
57671,Thimonville,NC - Commune non classée,NC - Commune non classée
57672,Thionville,NC - Commune non classée,NC - Commune non classée
57673,Thonville,NC - Commune non classée,NC - Commune non classée
57674,Tincry,C - Classée en ZRR,C - Commune classée en ZRR
57675,Torcheville,C - Classée en ZRR,C - Commune classée en ZRR
57676,Tragny,NC - Commune non classée,NC - Commune non classée
57677,Trémery,NC - Commune non classée,NC - Commune non classée
57678,Tressange,NC - Commune non classée,NC - Commune non classée
57679,Tritteling-Redlach,NC - Commune non classée,NC - Commune non classée
57680,Troisfontaines,NC - Commune non classée,NC - Commune non classée
57681,Tromborn,NC - Commune non classée,NC - Commune non classée
57682,Turquestein-Blancrupt,NC - Commune non classée,NC - Commune non classée
57683,Uckange,NC - Commune non classée,NC - Commune non classée
57684,Vahl-Ebersing,NC - Commune non classée,NC - Commune non classée
57685,Vahl-lès-Bénestroff,C - Classée en ZRR,C - Commune classée en ZRR
57686,Vahl-lès-Faulquemont,NC - Commune non classée,NC - Commune non classée
57687,Vallerange,NC - Commune non classée,NC - Commune non classée
57689,Valmestroff,NC - Commune non classée,NC - Commune non classée
57690,Valmont,NC - Commune non classée,NC - Commune non classée
57691,Valmunster,NC - Commune non classée,NC - Commune non classée
57692,Vannecourt,C - Classée en ZRR,C - Commune classée en ZRR
57693,Vantoux,NC - Commune non classée,NC - Commune non classée
57694,Vany,NC - Commune non classée,NC - Commune non classée
57695,Varize-Vaudoncourt,NC - Commune non classée,NC - Commune non classée
57696,Varsberg,NC - Commune non classée,NC - Commune non classée
57697,Vasperviller,NC - Commune non classée,NC - Commune non classée
57698,Vatimont,NC - Commune non classée,NC - Commune non classée
57700,Vaudreching,NC - Commune non classée,NC - Commune non classée
57701,Vaux,NC - Commune non classée,NC - Commune non classée
57702,Vaxy,C - Classée en ZRR,C - Commune classée en ZRR
57703,Veckersviller,NC - Commune non classée,NC - Commune non classée
57704,Veckring,NC - Commune non classée,NC - Commune non classée
57705,Velving,NC - Commune non classée,NC - Commune non classée
57706,Vergaville,C - Classée en ZRR,C - Commune classée en ZRR
57707,Vernéville,NC - Commune non classée,NC - Commune non classée
57708,Verny,NC - Commune non classée,NC - Commune non classée
57709,Vescheim,NC - Commune non classée,NC - Commune non classée
57711,Vibersviller,C - Classée en ZRR,C - Commune classée en ZRR
57712,Vic-sur-Seille,C - Classée en ZRR,C - Commune classée en ZRR
57713,Vieux-Lixheim,NC - Commune non classée,NC - Commune non classée
57714,Haute-Vigneulles,NC - Commune non classée,NC - Commune non classée
57715,Vigny,NC - Commune non classée,NC - Commune non classée
57716,Vigy,NC - Commune non classée,NC - Commune non classée
57717,Viller,NC - Commune non classée,NC - Commune non classée
57718,Villers-Stoncourt,NC - Commune non classée,NC - Commune non classée
57719,Villers-sur-Nied,C - Classée en ZRR,C - Commune classée en ZRR
57720,Villing,NC - Commune non classée,NC - Commune non classée
57721,Vilsberg,NC - Commune non classée,NC - Commune non classée
57723,Virming,C - Classée en ZRR,C - Commune classée en ZRR
57724,Vitry-sur-Orne,NC - Commune non classée,NC - Commune non classée
57725,Vittersbourg,C - Classée en ZRR,C - Commune classée en ZRR
57726,Vittoncourt,NC - Commune non classée,NC - Commune non classée
57727,Viviers,C - Classée en ZRR,C - Commune classée en ZRR
57728,Voimhaut,NC - Commune non classée,NC - Commune non classée
57730,Volmerange-lès-Boulay,NC - Commune non classée,NC - Commune non classée
57731,Volmerange-les-Mines,NC - Commune non classée,NC - Commune non classée
57732,Volmunster,NC - Commune non classée,NC - Commune non classée
57733,Volstroff,NC - Commune non classée,NC - Commune non classée
57734,Voyer,NC - Commune non classée,NC - Commune non classée
57736,Vry,NC - Commune non classée,NC - Commune non classée
57737,Vulmont,NC - Commune non classée,NC - Commune non classée
57738,Waldhouse,NC - Commune non classée,NC - Commune non classée
57739,Waldweistroff,NC - Commune non classée,NC - Commune non classée
57740,Waldwisse,NC - Commune non classée,NC - Commune non classée
57741,Walschbronn,NC - Commune non classée,NC - Commune non classée
57742,Walscheid,NC - Commune non classée,NC - Commune non classée
57743,Waltembourg,NC - Commune non classée,NC - Commune non classée
57745,Wiesviller,NC - Commune non classée,NC - Commune non classée
57746,Willerwald,NC - Commune non classée,NC - Commune non classée
57747,Wintersbourg,NC - Commune non classée,NC - Commune non classée
57748,Wittring,NC - Commune non classée,NC - Commune non classée
57749,Vœlfling-lès-Bouzonville,NC - Commune non classée,NC - Commune non classée
57750,Wœlfling-lès-Sarreguemines,NC - Commune non classée,NC - Commune non classée
57751,Woippy,NC - Commune non classée,NC - Commune non classée
57752,Woustviller,NC - Commune non classée,NC - Commune non classée
57753,Wuisse,C - Classée en ZRR,C - Commune classée en ZRR
57754,Xanrey,C - Classée en ZRR,C - Commune classée en ZRR
57755,Xocourt,C - Classée en ZRR,C - Commune classée en ZRR
57756,Xouaxange,NC - Commune non classée,NC - Commune non classée
57757,Yutz,NC - Commune non classée,NC - Commune non classée
57759,Zarbeling,C - Classée en ZRR,C - Commune classée en ZRR
57760,Zetting,NC - Commune non classée,NC - Commune non classée
57761,Zilling,NC - Commune non classée,NC - Commune non classée
57762,Zimming,NC - Commune non classée,NC - Commune non classée
57763,Zommange,C - Classée en ZRR,C - Commune classée en ZRR
57764,Zoufftgen,NC - Commune non classée,NC - Commune non classée
57765,Diesen,NC - Commune non classée,NC - Commune non classée
57767,Stuckange,NC - Commune non classée,NC - Commune non classée
58001,Achun,C - Classée en ZRR,C - Commune classée en ZRR
58002,Alligny-Cosne,C - Classée en ZRR,C - Commune classée en ZRR
58003,Alligny-en-Morvan,C - Classée en ZRR,C - Commune classée en ZRR
58004,Alluy,C - Classée en ZRR,C - Commune classée en ZRR
58005,Amazy,C - Classée en ZRR,C - Commune classée en ZRR
58006,Anlezy,C - Classée en ZRR,C - Commune classée en ZRR
58007,Annay,C - Classée en ZRR,C - Commune classée en ZRR
58008,Anthien,C - Classée en ZRR,C - Commune classée en ZRR
58009,Arbourse,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58010,Arleuf,C - Classée en ZRR,C - Commune classée en ZRR
58011,Armes,C - Classée en ZRR,C - Commune classée en ZRR
58012,Arquian,C - Classée en ZRR,C - Commune classée en ZRR
58013,Arthel,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58014,Arzembouy,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58015,Asnan,C - Classée en ZRR,C - Commune classée en ZRR
58016,Asnois,C - Classée en ZRR,C - Commune classée en ZRR
58017,Aunay-en-Bazois,C - Classée en ZRR,C - Commune classée en ZRR
58018,Authiou,C - Classée en ZRR,C - Commune classée en ZRR
58019,Avrée,C - Classée en ZRR,C - Commune classée en ZRR
58020,Avril-sur-Loire,C - Classée en ZRR,C - Commune classée en ZRR
58021,Azy-le-Vif,C - Classée en ZRR,C - Commune classée en ZRR
58023,Bazoches,C - Classée en ZRR,C - Commune classée en ZRR
58024,Bazolles,C - Classée en ZRR,C - Commune classée en ZRR
58025,Béard,C - Classée en ZRR,C - Commune classée en ZRR
58026,Beaulieu,C - Classée en ZRR,C - Commune classée en ZRR
58027,Beaumont-la-Ferrière,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58028,Beaumont-Sardolles,C - Classée en ZRR,C - Commune classée en ZRR
58029,Beuvron,C - Classée en ZRR,C - Commune classée en ZRR
58030,Biches,C - Classée en ZRR,C - Commune classée en ZRR
58031,Billy-Chevannes,C - Classée en ZRR,C - Commune classée en ZRR
58032,Billy-sur-Oisy,C - Classée en ZRR,C - Commune classée en ZRR
58033,Bitry,C - Classée en ZRR,C - Commune classée en ZRR
58034,Blismes,C - Classée en ZRR,C - Commune classée en ZRR
58035,Bona,C - Classée en ZRR,C - Commune classée en ZRR
58036,Bouhy,C - Classée en ZRR,C - Commune classée en ZRR
58037,Brassy,C - Classée en ZRR,C - Commune classée en ZRR
58038,Breugnon,C - Classée en ZRR,C - Commune classée en ZRR
58039,Brèves,C - Classée en ZRR,C - Commune classée en ZRR
58040,Brinay,C - Classée en ZRR,C - Commune classée en ZRR
58041,Brinon-sur-Beuvron,C - Classée en ZRR,C - Commune classée en ZRR
58042,Bulcy,C - Classée en ZRR,C - Commune classée en ZRR
58043,Bussy-la-Pesle,C - Classée en ZRR,C - Commune classée en ZRR
58044,La Celle-sur-Loire,C - Classée en ZRR,C - Commune classée en ZRR
58045,La Celle-sur-Nièvre,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58046,Cercy-la-Tour,C - Classée en ZRR,C - Commune classée en ZRR
58047,Cervon,C - Classée en ZRR,C - Commune classée en ZRR
58048,Cessy-les-Bois,C - Classée en ZRR,C - Commune classée en ZRR
58049,Chalaux,C - Classée en ZRR,C - Commune classée en ZRR
58050,Challement,C - Classée en ZRR,C - Commune classée en ZRR
58051,Challuy,NC - Commune non classée,NC - Commune non classée
58052,Champallement,C - Classée en ZRR,C - Commune classée en ZRR
58053,Champlemy,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58054,Champlin,C - Classée en ZRR,C - Commune classée en ZRR
58055,Champvert,C - Classée en ZRR,C - Commune classée en ZRR
58056,Champvoux,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58057,Chantenay-Saint-Imbert,C - Classée en ZRR,C - Commune classée en ZRR
58058,La Chapelle-Saint-André,C - Classée en ZRR,C - Commune classée en ZRR
58059,La Charité-sur-Loire,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58060,Charrin,C - Classée en ZRR,C - Commune classée en ZRR
58061,Chasnay,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
58062,Château-Chinon (Ville),C - Classée en ZRR,C - Commune classée en ZRR
58063,Château-Chinon (Campagne),C - Classée en ZRR,C - Commune classée en ZRR
58064,Châteauneuf-Val-de-Bargis,C - Classée en ZRR,C - Commune classée en ZRR
58065,Châtillon-en-Bazois,C - Classée en ZRR,C - Commune classée en ZRR
