qp2024,label_qp2024,statut,qp2015_1,label_qp2015_1,qp2015_2,label_qp2015_2,qp2015_3,label_qp2015_3
QN03318M,Alpilles-Vincennes-Bois Fleuri,MODIFIE,QP033018,Alpilles-Vincennes-Bois Fleuri,,,,
QN03319M,Beaudésert,MODIFIE,QP033019,Beaudésert,,,,
QN03320M,Châtaigneraie - Arago,MODIFIE,QP033020,Châtaigneraie - Arago,,,,
QN03321M,Saige,MODIFIE,QP033021,Saige,,,,
QN03322M,Thouars,MODIFIE,QP033022,Thouars,,,,
QN03323M,Dorat,MODIFIE,QP033023,Paty Monmousseau,,,,
QN03324N,Thorez Goëlands,NOUVEAU,,,,,,
QN03325N,Haut Livrac,NOUVEAU,,,,,,
QN03401M,Centre Ville,MODIFIE,QP034001,Centre Ville,,,,
QN03402M,Iranget Grangette,MODIFIE,QP034002,Iranget Grangette,,,,
QN03403M,Devèze,MODIFIE,QP034003,Devèze,,,,
QN03404M,Celleneuve,MODIFIE,QP034004,Celleneuve,,,,
QN03405M,Mosson,MODIFIE,QP034005,Mosson,,,,
QN03406I,Petit Bard Pergola,INCHANGE,QP034006,Petit Bard Pergola,,,,
QN03407I,Paul Valéry - Pas Du Loup - Val De Croze,INCHANGE,QP034007,Pas Du Loup - Val De Croze,,,,
QN03408I,Cévennes,INCHANGE,QP034008,Cévennes,,,,
QN03409M,Gély - Figuerolles,MODIFIE,QP034009,Gély,QP034010,Figuerolles,,
QN03410M,Lemasson - Croix d'Argent,MODIFIE,QP034011,Lemasson,,,,
QN03411I,Tournezy-Saint Martin,INCHANGE,QP034012,Près D'Arènes,,,,
QN03412I,Pompignane,INCHANGE,QP034013,Pompignane,,,,
QN03413I,Aiguelongue,INCHANGE,QP034014,Aiguelongue,,,,
QN03414M,Coeur de ville à Calmette,MODIFIE,QP034016,Les Deux Pins,,,,
QN03415I,Ile De Thau,INCHANGE,QP034017,Ile De Thau,,,,
QN03416M,Centre Ville - Ile Sud,MODIFIE,QP034018,Centre Ville - Ile Sud,,,,
QN03417M,Centre Ville,MODIFIE,QP034019,Centre Ville,,,,
QN03418M,Centre Ville,MODIFIE,QP034020,Centre Ville,,,,
QN03419M,Centre Et Périphérie,MODIFIE,QP034021,Centre Et Périphérie,,,,
QN03420M,Centre Ville,MODIFIE,QP034022,Centre Ville,,,,
QN03421N,Centre Ville,NOUVEAU,,,,,,
QN03501I,La Découverte,INCHANGE,QP035001,La Découverte,,,,
QN03502M,Villejean,MODIFIE,QP035002,Villejean,,,,
QN03503I,Bréquigny - Champs-Manceaux - Les Clôteaux,INCHANGE,QP035003,Les Clôteaux - Champs Manceaux,,,,
QN03504M,Maurepas,MODIFIE,QP035004,Maurepas,,,,
QN03505M,Le Blosne,MODIFIE,QP035005,Le Blosne,,,,
QN03506I,Cleunay,INCHANGE,QP035006,Cleunay,,,,
QN03601M,Beaulieu,MODIFIE,QP036001,Beaulieu,,,,
QN03602M,Saint Jean - Saint Jacques,MODIFIE,QP036002,Saint Jean - Saint Jacques,,,,
QN03603M,Vaugirard - Saint Christophe - Les Rocheforts,MODIFIE,QP036003,Vaugirard - Saint Christophe,,,,
QN03604I,Nation Bernardines,INCHANGE,QP036004,Nation Bernardines,,,,
QN03701I,La Verrerie,INCHANGE,QP037001,La Verrerie,,,,
QN03702M,Rabière,MODIFIE,QP037002,Rabière,,,,
QN03703M,Niqueux Bruère - Marcel Pagnol,MODIFIE,QP037003,Niqueux Bruère - Marcel Pagnol,,,,
QN03704M,Rabaterie,MODIFIE,QP037004,Rabaterie,,,,
QN03705M,Fontaines,MODIFIE,QP037005,Fontaines,,,,
QN03706I,Rochepinard,INCHANGE,QP037006,Rochepinard,,,,
QN03707I,Rives Du Cher,INCHANGE,QP037007,Rives Du Cher,,,,
QN03708M,Europe,MODIFIE,QP037008,Europe,,,,
QN03709M,Sanitas,MODIFIE,QP037009,Sanitas,,,,
QN03710M,Maryse Bastié,MODIFIE,QP037010,Maryse Bastié,,,,
QN03711M,Bords De Loire,MODIFIE,QP037011,Bords De Loire,,,,
QN03712M,Patte D'Oie - Malétrenne - Plaisance,MODIFIE,QP037012,Patte D'Oie - Malétrenne - Plaisance,,,,
QN03713N,Les Tourettes,NOUVEAU,,,,,,
QN03714N,La Galboisière,NOUVEAU,,,,,,
QN03715N,Le Morier,NOUVEAU,,,,,,
QN03801M,La Luire - Viscose,MODIFIE,QP038001,La Luire - Viscose,,,,
QN03802M,Champaret,MODIFIE,QP038002,Champaret,,,,
QN03803M,Essarts - Surieux,MODIFIE,QP038003,Essarts - Surieux,,,,
QN03804I,Village Sud,INCHANGE,QP038004,Village Sud,,,,
QN03805M,Alpes Cachin Floralies,MODIFIE,QP038005,Alpes Mail Cachin,,,,
QN03806M,Mistral Lys Rouge Camine,MODIFIE,QP038006,Mistral Lys Rouge Camine,,,,
QN03807M,Villeneuve - Village Olympique,MODIFIE,QP038007,Villeneuve - Village Olympique,,,,
QN03808M,Teisseire Abbaye Jouhaux Malherbe,MODIFIE,QP038008,Teisseire Abbaye Jouhaux Châtelet,,,,
QN03809M,Alma - Très Cloîtres - Chenoise,MODIFIE,QP038009,Alma - Très Cloîtres - Chenoise,,,,
QN03810M,Iles De Mars Olympiades,MODIFIE,QP038010,Iles De Mars Olympiades,,,,
QN03811M,Renaudie Champberton Henri Wallon,MODIFIE,QP038011,Renaudie - Champberton - La Plaine,,,,
QN03812M,Brunetière,MODIFIE,QP038012,Brunetière,,,,
QN03813I,Champfleuri,INCHANGE,QP038013,Champfleuri,,,,
QN03814M,Saint Hubert Les Remparts,MODIFIE,QP038014,Saint Hubert,,,,
QN03815M,Saint Bonnet,MODIFIE,QP038015,Saint Bonnet,,,,
QN03816I,Les Roches,INCHANGE,QP038016,Les Roches,,,,
QN03817M,Vieux Péage - Les Ayencins - Bel Air,MODIFIE,QP038018,Vieux Péages - Les Ayencins,,,,
QN03818M,Route de Sablons,MODIFIE,QP038019,Route De Sablons,,,,
QN03819M,Barbières - Château,MODIFIE,QP038021,Barbières,,,,
QN03820M,Plan des Aures,MODIFIE,QP038022,Plan Des Aures,,,,
QN03821M,Estressin,MODIFIE,QP038023,Estressin,,,,
QN03822M,Vallée de Gère,MODIFIE,QP038024,Vallée De Gère,,,,
QN03823M,Les Genêts - Cancanne - Hauts de Gère,MODIFIE,QP038025,Les Genêts Cancane Charlemagne,,,,
QN03824M,Malissol,MODIFIE,QP038026,Malissol,,,,
QN03901M,Mesnils Pasteur,MODIFIE,QP039001,Mesnils Pasteur,,,,
QN03902M,Marjorie - Les Mouillères,MODIFIE,QP039002,Marjorie - Les Mouillères,,,,
QN03903M,Les Avignonnets,MODIFIE,QP039003,Les Avignonnets,,,,
QN03904M,Chabot - Le Miroir - Faubourg,MODIFIE,QP039004,Chabot - Le Miroir,,,,
QN04001M,Le Sablar,MODIFIE,QP040001,Le Sablar,,,,
QN04002I,Cuyès,INCHANGE,QP040002,Cuyès,,,,
QN04003I,Le Gond,INCHANGE,QP040003,Le Gond,,,,
QN04004M,Le Peyrouat élargi,MODIFIE,QP040004,Le Peyrouat,,,,
QN04005I,La Moustey,INCHANGE,QP040005,La Moustey,,,,
QN04101M,Blois Nord,MODIFIE,QP041001,Kennedy - Coty - Croix Chevallier - Sarrazines,,,,
QN04102M,Les Rottes,MODIFIE,QP041002,Les Rottes,,,,
QN04103M,Les Favignolles,MODIFIE,QP041003,Les Favignolles,,,,
QN04104N,Quinière Nord Ouest,NOUVEAU,,,,,,
QN04201M,Beauregard,MODIFIE,QP042001,Beauregard,,,,
QN04202M,La Chapelle,MODIFIE,QP042002,La Chapelle,,,,
QN04203M,La Romière,MODIFIE,QP042003,La Romière,,,,
QN04204M,Montrambert Méline,MODIFIE,QP042004,Montrambert Méline,,,,
QN04205M,Le Dorlay - Les Pins - La Bachasse,MODIFIE,QP042005,Le Dorlay - Les Pins - La Bachasse,,,,
QN04206M,Montcel - Centre Ville,MODIFIE,QP042006,Montcel - Centre Ville,,,,
QN04207M,Grand Pont,MODIFIE,QP042007,Grand Pont,,,,
QN04208M,Centre Ville,MODIFIE,QP042008,Centre Ville,,,,
QN04209M,Centre Ville,MODIFIE,QP042009,Centre Ville,,,,
QN04210M,St Julien - Crêt De L'Oeillet,MODIFIE,QP042010,St Julien - Crêt De L'Oeillet,,,,
QN04211M,Cotonne Montferré,MODIFIE,QP042011,Cotonne Montferré,,,,
QN04212M,Tardy Tarentaize Beaubrun Couriot,MODIFIE,QP042012,Tarentaize Beaubrun,,,,
QN04213M,Montreynaud,MODIFIE,QP042013,Montreynaud,,,,
QN04214M,Crêt De Roc - Soleil,MODIFIE,QP042014,Crêt De Roc - Soleil,,,,
QN04215M,Quartiers Sud-Est,MODIFIE,QP042015,Quartiers Sud-Est,,,,
QN04216M,Terrenoire,MODIFIE,QP042016,Terrenoire,,,,
QN04217M,Bourgogne,MODIFIE,QP042017,Bourgogne,,,,
QN04218M,Le Parc,MODIFIE,QP042018,Le Parc,,,,
QN04219I,Saint-Clair,INCHANGE,QP042019,Mayollet,,,,
QN04220N,Monthieu,NOUVEAU,,,,,,
QN04221N,Grand Clos,NOUVEAU,,,,,,
QN04222N,Layat Bas-Mas,NOUVEAU,,,,,,
QN04223N,Firminy Vert,NOUVEAU,,,,,,
QN04224N,Solaure,NOUVEAU,,,,,,
QN04301M,Val Vert,MODIFIE,QP043001,Val Vert,,,,
QN04302M,Guitard,MODIFIE,QP043002,Guitard,,,,
QN04401M,Ville Ouest,MODIFIE,QP044001,Ville Ouest,,,,
QN04402I,Petit Caporal - île du Pé,INCHANGE,QP044002,Petit Caporal,,,,
QN04403I,Prézégat - Berthauderie - Robespierre,INCHANGE,QP044003,Robespierre - Prézégat,,,,
QN04404M,La Ville aux Roses,MODIFIE,QP044004,La Ville Aux Roses,,,,
QN04405M,Bellevue,MODIFIE,QP044005,Bellevue,,,,
QN04406M,Les Dervallières,MODIFIE,QP044006,Les Dervallières,,,,
QN04407I,Le Breil,INCHANGE,QP044007,Le Breil,,,,
QN04408M,Bout des landes - Bout des pavés - Chêne des Anglais,MODIFIE,QP044008,Bout Des Landes – Bout Des Pavés – Chêne Des Anglais,,,,
QN04409I,La Boissière,INCHANGE,QP044009,La Boissière,,,,
QN04410I,Port Boyer,INCHANGE,QP044010,Port Boyer,,,,
QN04411I,Le Clos Toreau,INCHANGE,QP044011,Le Clos Toreau,,,,
QN04412M,Le Ranzay,MODIFIE,QP044012,Le Ranzay,,,,
QN04413M,Malakoff,MODIFIE,QP044013,Malakoff,,,,
QN04414M,Bottière Pin Sec,MODIFIE,QP044014,Bottière Pin Sec,,,,
QN04415I,La Halvêque,INCHANGE,QP044015,La Halvêque,,,,
QN04416I,La Petite Sensive,INCHANGE,QP044016,La Petite Sensive,,,,
QN04417I,Plaisance,INCHANGE,QP044017,Plaisance,,,,
QN04418M,Château,MODIFIE,QP044018,Château,,,,
QN04419I,Le Sillon de Bretagne,INCHANGE,QP044019,Le Sillon De Bretagne,,,,
QN04509M,Les Chaises,MODIFIE,QP045001,Les Chaises,,,,
QN04511M,Vésines,MODIFIE,QP045002,Vésine,,,,
QN04512M,Le Plateau,MODIFIE,QP045003,Le Plateau,,,,
QN04514M,La Chaussée,MODIFIE,QP045004,La Chaussée,,,,
QN04513M,Le Bourg - Chautemps,MODIFIE,QP045005,Le Bourg - Chautemps,,,,
QN04501M,Le Clos de la Grande Salle,MODIFIE,QP045006,Le Clos De La Grande Salle,,,,
QN04502I,Andrillons Ormes du Mail,INCHANGE,QP045007,Andrillons Ormes Du mail,,,,
QN04503M,Lignerolles-Hartière,MODIFIE,QP045008,Lignerolles,,,,
QN04504M,Dauphine,MODIFIE,QP045009,Dauphine,,,,
QN04505M,La Source,MODIFIE,QP045010,La Source,,,,
QN04506M,Argonne,MODIFIE,QP045011,Argonne,,,,
QN04507M,Blossières,MODIFIE,QP045012,Blossières,,,,
QN04508M,Pont Bordeau,MODIFIE,QP045013,Pont Bordeaux,,,,
QN04510I,Les 3 Fontaines,INCHANGE,QP045014,Les 3 Fontaines,,,,
QN04515I,Le Hameau,INCHANGE,QP045015,Le Hameau,,,,
QN04516I,Champs de la Ville,INCHANGE,QP045016,Champ De La Ville,,,,
QN04517M,Montoires,MODIFIE,QP045017,Montoire,,,,
QN04518M,Quartiers Nord,MODIFIE,QP045018,Quartiers Nord,,,,
QN04519M,Saint Aignan,MODIFIE,QP045019,Saint Aignan,,,,
QN04601M,Terre Rouge,MODIFIE,QP046001,Terre Rouge,,,,
QN04701I,Rodrigues - Barleté,INCHANGE,QP047001,Rodrigues - Barleté,,,,
QN04702M,Agen nord-est,MODIFIE,QP047002,Montanou,,,,
QN04703M,Pin,MODIFIE,QP047003,Pin,,,,
QN04704M,Bastide au bord du Lot,MODIFIE,QP047004,Bastide Au Bord Du Lot,,,,
QN04705M,Bastide des deux rives,MODIFIE,QP047005,Bastide,,,,
QN04706M,Baylac-Gravette,MODIFIE,QP047006,Baylac Gravette,,,,
QN04707M,Coeur de ville,MODIFIE,QP047007,Coeur De ville,,,,
QN04801N,Fontanilles,NOUVEAU,,,,,,
QN04901M,Belle Beille,MODIFIE,QP049001,Belle Beille,,,,
QN04902M,Roseraie,MODIFIE,QP049002,Roseraie,,,,
QN04903M,Savary-Giran,MODIFIE,QP049003,Savary,,,,
QN04904M,Grand Pigeon,MODIFIE,QP049004,Grand Pigeon,,,,
QN04905M,Monplaisir,MODIFIE,QP049005,Monplaisir,,,,
QN04906M,Hauts de Saint Aubin,MODIFIE,QP049006,Hauts De Saint Aubin,,,,
QN04907M,Bédier Beauval Morellerie,MODIFIE,QP049007,Beauval Bedier Morellerie,,,,
QN04908M,Le Grand Bellevue,MODIFIE,QP049008,Le Grand Bellevue,,,,
QN04909M,Bretagne Bostangis,MODIFIE,QP049009,Bretagne Bostangis,,,,
QN04910M,Jean Monnet,MODIFIE,QP049010,Jean Monnet,,,,
QN04911M,Favreau Les Mauges,MODIFIE,QP049011,Favreau Les Mauges,,,,
QN04912M,Colline Villeneuve,MODIFIE,QP049012,Colline Villeneuve,,,,
QN04913M,Chemin Vert - Hauts Quartiers,MODIFIE,QP049013,Chemin Vert - Hauts Quartiers,,,,
QN04914N,Gide - Colomb,NOUVEAU,,,,,,
QN04915N,Saint Exupéry,NOUVEAU,,,,,,
QN05001I,La Turfaudière,INCHANGE,QP050001,La Turfaudière,,,,
QN05002I,Val Saint Jean,INCHANGE,QP050002,Val Saint Jean,,,,
QN05003I,La Dollée,INCHANGE,QP050003,La Dollée,,,,
QN05004M,Claires Fontaines,MODIFIE,QP050004,Claires Fontaines,,,,
QN05005I,Les Provinces,INCHANGE,QP050005,Les Provinces,,,,
QN05006I,Maupas - Hautmarais - Brêche Du Bois,INCHANGE,QP050006,Maupas - Hautmarais - Brêche Du Bois,,,,
QN05007M,Fourches - Charcot,MODIFIE,QP050007,Fourches - Charcot,,,,
QN05101M,Quartier Prioritaire Ouest,MODIFIE,QP051001,Quartier Prioritaire Ouest,,,,
QN05102M,Quartier Prioritaire Sud,MODIFIE,QP051002,Quartier Prioritaire Sud,,,,
QN05103M,Croix Rouge,MODIFIE,QP051003,Croix Rouge,,,,
QN05104M,Wilson - Maison Blanche - Chatillons,MODIFIE,QP051004,Wilson - Maison Blanche - Chatillons,,,,
QN05105M,Orgeval,MODIFIE,QP051005,Orgeval,,,,
QN05106M,Europe,MODIFIE,QP051006,Europe,,,,
QN05107M,Walbaum,MODIFIE,QP051008,Walbaum,,,,
QN05108M,Epinettes - Maladrerie - Chemin Des Bouchers - Paul Petit,MODIFIE,QP051009,Epinettes - Maladrerie - Chemin Des Bouchers,,,,
QN05109M,Le Hamois,MODIFIE,QP051010,Le Hamois,,,,
QN05110I,Rome Saint Charles,INCHANGE,QP051011,Rome Saint Charles,,,,
QN05111M,Bernon - Vignes Blanches,MODIFIE,QP051012,Bernon,,,,
QN05112N,Schmit,NOUVEAU,,,,,,
QN05113N,La Fauvarge,NOUVEAU,,,,,,
QN05201M,Rochotte,MODIFIE,QP052001,Rochotte,,,,
QN05202M,Cavalier,MODIFIE,QP052002,Cavalier,,,,
QN05203M,Quartier Neuf,MODIFIE,QP052003,Quartier Neuf,,,,
QN05204I,Vert-Bois,INCHANGE,QP052004,Vert-Bois,,,,
QN05301M,Les Fourches,MODIFIE,QP053001,Les Fourches,,,,
QN05302M,Kellermann,MODIFIE,QP053002,Kellermann,,,,
QN05303M,Pavement - Charité - Mortier - Murat,MODIFIE,QP053003,Pavement - Charité - Mortier - Murat,,,,
QN05401M,Mouzimpré,MODIFIE,QP054001,Mouzimpré,,,,
QN05402I,Gouraincourt - Remparts,INCHANGE,QP054002,Gouraincourt - Remparts,,,,
QN05403I,Concorde,INCHANGE,QP054003,Concorde,,,,
QN05404I,Quartier Voltaire,INCHANGE,QP054004,Quartier Voltaire,,,,
QN05405I,Val Saint Martin,INCHANGE,QP054005,Val Saint Martin,,,,
QN05406M,Quartier Les Mouettes,MODIFIE,QP054006,Quartier Les Mouettes,,,,
QN05407M,Quartier La Penotte,MODIFIE,QP054007,Quartier La Penotte,,,,
QN05408I,Bois Le Prêtre - Procheville,INCHANGE,QP054008,Bois Le Prêtre - Procheville,,,,
QN05409I,Centre Ancien,INCHANGE,QP054009,Centre Ancien,,,,
QN05410I,Niederbronn - Zola,INCHANGE,QP054010,Niederbronn - Zola,,,,
QN05411I,Quartier La Croix De Metz,INCHANGE,QP054011,Quartier La Croix De Metz,,,,
QN05412I,La Californie,INCHANGE,QP054012,La Californie,,,,
QN05413I,Les Provinces,INCHANGE,QP054013,Les Provinces,,,,
QN05414M,Plateau De Haye - Champ Le Boeuf,MODIFIE,QP054014,Plateau De Haye - Champ Le Bœuf,,,,
QN05415M,Plateau De Haye Nancy - Maxéville,MODIFIE,QP054015,Plateau De Haye Nancy - Maxéville,,,,
QN05416M,Haussonville - Les Nations,MODIFIE,QP054016,Haussonville - Les Nations,,,,
QN05417M,Saint Michel Jéricho - Grands moulins,MODIFIE,QP054017,Saint Michel Jéricho - Grands moulins,,,,
QN05418I,Coeur De Ville,INCHANGE,QP054018,Coeur De Ville,,,,
QN05501M,Côte Sainte-Catherine-Libération,MODIFIE,QP055001,Côte Sainte-Catherine,,,,
QN05502I,Planchettes,INCHANGE,QP055002,Planchettes,,,,
QN05503M,Centre Verdun - Cité verte,MODIFIE,QP055003,Centre Verdun - Cité verte,,,,
QN05601M,Gumenen Goaner-Parco Pointer,MODIFIE,QP056001,Gumenen Goaner - Parco Pointer,,,,
QN05602M,Keriou Ker,MODIFIE,QP056002,Les 3 K : Kennedy - Kergohic - Kerihouais,,,,
QN05603M,Enezeg,MODIFIE,QP056003,Centre Ville Kerfrehour,,,,
QN05604M,Kervenanec Nord,MODIFIE,QP056004,Kervenanec Nord,,,,
QN05605M,Polygone Frebault,MODIFIE,QP056005,Polygone Frebault,,,,
QN05606M,Bois du Château,MODIFIE,QP056006,Bois Du Château,,,,
QN05607M,Kerguillette - Petit Paradis - St Armel,MODIFIE,QP056007,Kerguillette Petit Paradis,,,,
QN05608M,Kercado,MODIFIE,QP056008,Kercado,,,,
QN05609M,Ménimur,MODIFIE,QP056009,Ménimur,,,,
QN05701M,Quartier Saravis,MODIFIE,QP057001,Quartier Saravis,,,,
QN05702M,La cité,MODIFIE,QP057002,La Cité,,,,
QN05703M,Wiesberg Hommel,MODIFIE,QP057003,Wiesberg Hommel,,,,
QN05704M,Bellevue,MODIFIE,QP057004,Bellevue,,,,
QN05705M,Quartier Rémelange,MODIFIE,QP057005,Quartier Rémelange,,,,
QN05706M,Quartier Ouest,MODIFIE,QP057006,Quartier Ouest,,,,
QN05707M,Côtes des Roses - Bel Air,MODIFIE,QP057007,Côte Des Roses,,,,
QN05708M,Quartier Saint-Pierre - La Milliaire,MODIFIE,QP057008,Quartier Saint Pierre - La Millaire,,,,
QN05709M,Quartier Terrasses Des Provinces,MODIFIE,QP057009,Quartier Terrasses Des Provinces,,,,
QN05710M,Beausoleil,MODIFIE,QP057010,Beausoleil,,,,
QN05711I,Vieille Ville Et Ville Haute,INCHANGE,QP057011,Vieille Ville Et Ville Haute,,,,
QN05712M,La Chapelle,MODIFIE,QP057012,La Chapelle,,,,
QN05713M,Quartier République,MODIFIE,QP057013,Quartier République,,,,
QN05714M,Cité du Furst,MODIFIE,QP057014,Cité Du Furst,,,,
QN05715M,Carrière Wenheck,MODIFIE,QP057015,Carrière Wehneck,,,,
QN05716M,Quartier Maroc,MODIFIE,QP057016,Quartier Maroc,,,,
QN05717M,Quartier Breckelberg Fatima,MODIFIE,QP057017,Quartier Breckelberg Fatima,,,,
QN05718M,Bellecroix,MODIFIE,QP057018,Bellecroix,,,,
QN05719M,Hauts De Vallières,MODIFIE,QP057019,Hauts De Vallières,,,,
QN05720M,Borny,MODIFIE,QP057020,Borny,,,,
QN05721M,Sablon Sud,MODIFIE,QP057021,Sablon Sud,,,,
QN05722M,La Patrotte - Metz-Nord,MODIFIE,QP057022,La Patrotte - Metz-Nord,,,,
QN05723M,Quartier Saint-Eloy - Boileau - Pré Génie,MODIFIE,QP057023,Quartier Saint-Eloy - Boileau-Pré Génie,,,,
QN05724M,Les Chênes,MODIFIE,QP057024,Les Chênes,,,,
QN05725N,Quartier Falogne,NOUVEAU,,,,,,
QN05726N,Roi,NOUVEAU,,,,,,
QN05801M,Grande Pâture - Les Montôts,MODIFIE,QP058001,Grande Pâture - Les Montôts,,,,
QN05802M,Le Banlay,MODIFIE,QP058002,Le Banlay,,,,
QN05803M,Bords de Loire - Courlis - La Baratte,MODIFIE,QP058003,Les Bords De Loire,QP058004,La Baratte - Les Courlis,,
QN05804M,Saint-Laurent,MODIFIE,QP058005,Saint Laurent,,,,
QN05901M,Auby Centre,MODIFIE,QP059002,Auby Centre,,,,
QN05902M,Asturies - Belleforières,MODIFIE,QP059003,Asturies -Belleforières,,,,
QN05903M,Résidence Gayant,MODIFIE,QP059004,Résidence Gayant,,,,
QN05904M,Flers En Escrebieux Pont De La Deûle - Dorignies,MODIFIE,QP059005,Flers En Escrebieux Pont De La Deûle - Dorignies,,,,
QN05905M,Frais Marais,MODIFIE,QP059006,Frais Marais,,,,
QN05906M,Notre Dame - La Clochette - Le Bivouac,MODIFIE,QP059007,Notre Dame - La Clochette - Le Bivouac,,,,
QN05907M,Faubourg De Béthune,MODIFIE,QP059008,Faubourg De Béthune,,,,
QN05908M,Les Epis,MODIFIE,QP059009,Les Epis,,,,
QN05909M,Waziers Centre,MODIFIE,QP059010,Haut Terroir - Le Vivier,,,,
QN05910M,Les Explorateurs -  Place Du 8 Mai 1945 - Jean Jaurès - La Flamenne,MODIFIE,QP059011,Les Explorateurs -  Place Du 8 Mai 1945 - Jean Jaurés - La Flamenne,,,,
QN05911M,Quartier Du Village,MODIFIE,QP059012,Quartier Du Village,,,,
QN05912M,Bois Du Quesnoy,MODIFIE,QP059013,Bois Du Quesnoy,,,,
QN05913M,Centre Lambreçon,MODIFIE,QP059014,Centre Lambreçon,,,,
QN05914M,Long Prés - Prés Du Paradis,MODIFIE,QP059015,Long Prés - Prés Du Paradis,,,,
QN05915M,Pont De Pierre,MODIFIE,QP059016,Pont De Pierre,,,,
QN05916M,Provinces françaises - La Joyeuse,MODIFIE,QP059017,Provinces Françaises,,,,
QN05917M,L'Epinette,MODIFIE,QP059018,L'Epinette,,,,
QN05918M,Quartier Intercommunal Sous-Le Bois Montplaisir Rue D'Hautmont,MODIFIE,QP059019,Quartier Intercommunal Sous-Le Bois Montplaisir Rue D'Hautmont,,,,
QN05919M,Louvroil centre,MODIFIE,QP059019,Quartier Intercommunal Sous-Le Bois Montplaisir Rue D'Hautmont,,,,
QN05920M,Verrerie - Square République,MODIFIE,QP059020,Verrerie - Square République,,,,
QN05921M,Zone Intercommunale Rives De L'Escaut,MODIFIE,QP059021,Zone Intercommunale Rives De L'Escaut,,,,
QN05922M,Cité Thiers - Cité Du Rivage - Brunehaut,MODIFIE,QP059022,Cité Thiers - Cité Du Rivage,,,,
QN05923M,Centre Ville - Le Jard,MODIFIE,QP059023,Centre Ville,,,,
QN05924M,Chaussiette - Macou,MODIFIE,QP059024,Lecocq,,,,
QN05925M,Centre Ville,MODIFIE,QP059025,Centre Ville,,,,
QN05926M,Le Trieu,MODIFIE,QP059026,Le Trieu,,,,
QN05927M,Quatre Chasses Poudrière Faiencerie,MODIFIE,QP059027,Quatre Chasses Poudrière Faiencerie,,,,
QN05928M,Centre Ville,MODIFIE,QP059028,Centre Ville,,,,
QN05929M,La Pépinière-De Gaulle,MODIFIE,QP059029,La Pépinière,,,,
QN05930M,Dutemple Chasse Royale Saint Waast - La Sentinelle,MODIFIE,QP059030,Dutemple Chasse Royale Saint WaaSt  - La Sentinelle,,,,
QN05931M,Zone Intercommunale Faubourg De Cambrai - La Briquette,MODIFIE,QP059031,Zone Intercommunale Faubourg De Cambrai - La Briquette,,,,
QN05932M,Cité Le Jard,MODIFIE,QP059032,Cité Le Jard,,,,
QN05933M,La Solitude Hermitage,MODIFIE,QP059033,La Solitude Hermitage,,,,
QN05934M,Quartier Prioritaire d'Aniche,MODIFIE,QP059034,Quartier Prioritaire d' Aniche,,,,
QN05935M,Quartier Prioritaire D'Auberchicourt Et Ecaillon,MODIFIE,QP059035,Quartier Prioritaire D'Auberchicourt Et Ecaillon,,,,
QN05936M,Quartier Prioritaire De Masny,MODIFIE,QP059036,Quartier Prioritaire De Masny,,,,
QN05937M,Quartier Prioritaire De Montigny En Ostrevent,MODIFIE,QP059037,Quartier Prioritaire De Montigny En Ostrevent,,,,
QN05938M,Barrois,MODIFIE,QP059038,Barrois,,,,
QN05939M,Lemay Sainte Marie,MODIFIE,QP059039,Lemay Sainte Marie,,,,
QN05940M,Quartier Prioritaire De Somain,MODIFIE,QP059040,Quartier Prioritaire De Somain,,,,
QN05941I,Résidences Pasteur Et Foch,INCHANGE,QP059041,Résidences Pasteur Et Foch,,,,
QN05942M,Centre Ville - Gambetta,MODIFIE,QP059042,Centre Ville - Gambetta,,,,
QN05943M,Coeur D'Etoile,MODIFIE,QP059043,Coeur D'Etoile,,,,
QN05944M,Fourmies,MODIFIE,QP059044,Fourmies,,,,
QN05945M,Cité Des Bois,MODIFIE,QP059045,Cité Des Bois,,,,
QN05946M,Vieux Centre Ville Saint Géry,MODIFIE,QP059046,Vieux Centre Ville Saint Géry,,,,
QN05947M,Quartier Saint Roch,MODIFIE,QP059047,Quartier Saint Roch,,,,
QN05948M,Quartier Amérique,MODIFIE,QP059048,Quartier Amérique,,,,
QN05949M,Résidence D'Esnes,MODIFIE,QP059049,Résidence D'Esnes,,,,
QN05950M,Denain,MODIFIE,QP059050,Centre,,,,
QN05951M,Liberté Vieux Douchy,MODIFIE,QP059051,Boulevard De La Liberté,,,,
QN05952M,Schneider,MODIFIE,QP059052,Schneider,,,,
QN05953M,Couture Savonnerie,MODIFIE,QP059053,Couture Savonnerie,,,,
QN05954M,Gambetta,MODIFIE,QP059054,Gambetta,,,,
QN05955M,Sabatier,MODIFIE,QP059055,Sabatier,,,,
QN05956M,Elnon,MODIFIE,QP059057,Collinière,,,,
QN05957M,Collinière,MODIFIE,QP059058,Elnon,,,,
QN05958M,Arenberg,MODIFIE,QP059059,Arenberg,,,,
QN05959M,Petit Steendam,MODIFIE,QP059060,Petit Steendam,,,,
QN05960M,Saint Pol Sur Mer Quartiers Ouest,MODIFIE,QP059061,Saint Pol Sur Mer Quartiers Ouest,,,,
QN05961M,Banc Vert - Ile Jeanty - Carré De La Vieille - Jeu De mail,MODIFIE,QP059062,Banc Vert - Ile Jeanty - Carré De La Vieille - Jeu De mail,,,,
QN05962M,Soubise - Basse Ville,MODIFIE,QP059063,Soubise - Basse Ville,,,,
