source_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,0.0,0.0,0.0,0.0,0.0,0.111184075,0.0,0.11099454,0.11073249,0.11106307,0.11160654,0.11117831,0.11113498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110870995,0.0,0.0,0.0,0.0,0.0,0.11123498,0.0
11,0.0,0.0,0.0,0.0,0.0,0.111189164,0.0,0.111221276,0.0,0.11112928,0.111011155,0.11143874,0.11089186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11090015,0.0,0.111207694,0.0,0.0,0.1110107,0.0,0.0
12,0.0,0.0,0.0,0.11084877,0.0,0.11110101,0.0,0.0,0.0,0.11132068,0.11101241,0.11093635,0.11148344,0.0,0.0,0.0,0.0,0.0,0.11102713,0.0,0.0,0.0,0.0,0.0,0.11113311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11113713,0.0
13,0.0,0.11124569,0.0,0.0,0.11140854,0.11070519,0.0,0.11099509,0.0,0.0,0.0,0.11084438,0.0,0.11159518,0.0,0.0,0.0,0.0,0.0,0.111116424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11066262,0.0,0.0,0.0,0.0,0.0,0.111426815,0.0,0.0
14,0.0,0.0,0.1107259,0.11125178,0.0,0.0,0.1108076,0.0,0.11098447,0.0,0.0,0.0,0.110986605,0.0,0.11171953,0.0,0.0,0.0,0.0,0.0,0.11086399,0.0,0.0,0.0,0.11131733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11134281,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11181402,0.0,0.0,0.0,0.0,0.0,0.11107954,0.0,0.0,0.0,0.0,0.0,0.0,0.11042494,0.11140087,0.0,0.0,0.1111542,0.11101616,0.110797994,0.0,0.11116084,0.0,0.0,0.11115145
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11083006,0.0,0.11100016,0.0,0.11093821,0.0,0.112533435,0.0,0.0,0.0,0.11118446,0.0,0.0,0.1107095,0.110888205,0.0,0.0,0.0,0.111165315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110750705,0.0
17,0.0,0.0,0.0,0.111150324,0.0,0.11046773,0.11082667,0.0,0.0,0.11097989,0.0,0.0,0.11079651,0.0,0.0,0.0,0.0,0.111838624,0.11134775,0.0,0.0,0.0,0.0,0.0,0.11116914,0.0,0.0,0.0,0.0,0.0,0.0,0.111423366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.11079772,0.0,0.0,0.0,0.0,0.0,0.11099562,0.0,0.0,0.11117956,0.0,0.0,0.0,0.0,0.11114651,0.11163649,0.0,0.11093571,0.0,0.0,0.0,0.111347064,0.0,0.0,0.110782206,0.0,0.0,0.0,0.11117915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.11177887,0.0,0.0,0.11118966,0.0,0.0,0.11024492,0.0,0.0,0.0,0.11009336,0.0,0.111519516,0.0,0.0,0.0,0.0,0.0,0.11200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11175815,0.0,0.0,0.0,0.110381365,0.0,0.0,0.111034155,0.0,0.0
